WT_1	WT_2	KO_1	KO_2
Drap1	1264	1393.98	1729	1294
Draxin	7582	7018	6780	6110
Drc1	0	2	0	1
Drc7	0	0	0	1
Drd1	123	118	105	83
Drd2	0	0	0	0
Drd3	0	0	0	0
Drd4	16	12	10	8
Drd5	0	1	0	0
Dreh	1	0	0	0
Drg1	1185	1267	1485	1307
Drg2	742	768	865	782
Drosha	1273	1187	1370	1276
Drp2	44	59	61	51
Dsc1	0	1	0	0
Dsc2	7	3	36	16
Dsc3	5	3	171	163
Dscam	0	0	0	1
Dscaml1	0	0	0	1
Dscc1	29	37	41	25
Dscr3	994	984	1193	985
Dse	4083	4003	4555	4103
Dsel	2100	2041	2283	2038
Dsg1a	1	0	0	0
Dsg1b	0	0	0	3
Dsg1c	0	0	0	1
Dsg2	2	2	27	33
Dsg3	1	1	116	110
Dsg4	0	0	0	0
Dsn1	236	222	278	241
Dsp	9	7	592	459
Dspp	0	0	0	1
Dst	11212.81	8782.53	10319.5	9585.69
Dstn	2879	3044	3426	3015
Dstyk	688	587	721	637
Dtd1	133	130	170	124
Dtd2	248	217	309	215
Dthd1	7	8	5	3
Dtl	494	434	563	457
Dtna	54	44	107	96
Dtnb	198	176	231	214
Dtnbp1	1043	974	1198	936
Dtwd1	222	239	278	249
Dtwd2	28	39	51	39
Dtx1	7	5	6	6
Dtx2	390	395	426	343
Dtx3	650	640	747	619
Dtx3l	294.35	325	361.06	381.49
Dtx4	836	737	907	838
Dtymk	792	856	975	784
Duox1	6	9	10	18
Duox2	0	0	0	0
Duoxa1	3	0	1	5
Duoxa2	0	0	0	0
Dupd1	0	1	0	0
Dus1l	594	563	649	552
Dus2	279	274	328	298
Dus3l	366	333	403	391
Dus4l	94	94	111	113
Dusp1	1285	1246	1570	1361
Dusp10	189	202	229	194
Dusp11	2482	2324	2638	2488
Dusp12	167	179	225	160
Dusp13	6	4	9	7
Dusp14	18	25	43	25
Dusp15	1	0	4	1
Dusp16	283	224	281	240
Dusp18	234	218	256	220
Dusp19	220	222	265	195
Dusp2	15	11	18	21
Dusp21	0	0	0	0
Dusp22	103	96	139.14	110
Dusp23	234	241	248	208
Dusp26	0	0	0	0
Dusp27	11	7	42	38
Dusp28	34	30	58	48
Dusp3	358	339	506.48	473
Dusp4	305	287	351	325
Dusp5	87	82	80	76
Dusp6	451	475	648	607
Dusp7	507	538	678	659
Dusp8	15	3	30	18
Dusp9	17	19	19	18
Dut	738	735	881	627
Dux	0	0	0	0
Duxbl1	8	0	8	1.47
Duxbl2	0	4	0	6.77
Duxbl3	0	4	0	6.77
Dvl1	900	859	988	914
Dvl2	556	572	607	566
Dvl3	604	554	687	573
Dxo	270	283	341	249
Dydc1	0	0	0	0
Dydc2	2	0	0	0
Dym	675	628	720	690
Dynap	0	0	22	17
Dync1h1	14152	11936	14346	13401
Dync1i1	1	1	1	0
Dync1i2	1669	1756	2286	1835
Dync1li1	1088	1082	1256	1114
Dync1li2	2199	2133	2367	2154
Dync2h1	414	358	386	397
Dync2li1	247	266	306	247
Dynll1	1668	1718	2253	1777
Dynll2	2655	2652	3013	2595
Dynlrb1	1236	1375	1628	1388
Dynlrb2	0	0	0	0
Dynlt1a	65.86	65.12	65.24	58.47
Dynlt1b	734.08	708.33	961.1	754.5
Dynlt1c	544.98	579.6	655.71	564.91
Dynlt1f	99.19	61.91	62.5	84.67
Dynlt3	1513	1575	2004	1728
Dyrk1a	1136	1003	1147	1085
Dyrk1b	162	153	170	157
Dyrk2	702	647	726	702
Dyrk3	9	10	16	18
Dyrk4	0	1	1	0
Dysf	162	138	223	193
Dytn	0	0	0	0
Dyx1c1	15	18	16	17
Dzank1	33	17	28	29
Dzip1	1050	969	1075	977
Dzip1l	266	269	343	253
Dzip3	557	550	633	532
E030002O03Rik	0	0	0	0
E030003E18Rik	403	416	379	369
E030011O05Rik	10	14	12	12
E030013I19Rik	0	0	0	0
E030018B13Rik	1	3	1	2
E030019B13Rik	0	0	0	0
E030024N20Rik	53.42	71.6	92.51	52.39
E030025P04Rik	0	0	0	0
E030030I06Rik	43	47	41	42
E030044B06Rik	0	0	1	0
E130006D01Rik	0	0	0	0
E130008D07Rik	0	0	0	0
E130012A19Rik	152	165	203	160
E130018N17Rik	1	0	0	3
E130102H24Rik	19	17	12	10
E130112N10Rik	6	3	3	4
E130114P18Rik	2	2	4	1
E130201H02Rik	1	2	0	0
E130215H24Rik	0	0	0	0
E130218I03Rik	0	1.99	0	2.12
E130304I02Rik	3.59	3.5	6.41	0
E130307A14Rik	54	55	44	49
E130308A19Rik	112	96	102	116
E130309D02Rik	388	422	432	409
E130309D14Rik	0	3	10	4
E130310I04Rik	1.01	0	0	0
E130311K13Rik	199	202	217	244
E130317F20Rik	48.07	40.05	59.07	48.06
E230013L22Rik	28.4	30.96	39.64	25.21
E230016K23Rik	3	9	5	3
E230016M11Rik	9.96	14.34	15.41	8.82
E230025N22Rik	0	1	4	0
E230029C05Rik	0	0	0	0
E2f1	532	535	728	591
E2f2	56	43	67	66
E2f3	795	771	863	792
E2f4	754	724	871	825
E2f5	293	259	289	292
E2f6	869	924	1018	928
E2f7	321	266	356	299
E2f8	227	208	276	235
E330009J07Rik	39	20	26	27
E330011O21Rik	4	6	6	2
E330012B07Rik	0	0	0	0
E330013P04Rik	84	73	80	85
E330014E10Rik	0	0	0	0
E330017A01Rik	0	0	0	0
E330017L17Rik	0	0	0	0
E330020D12Rik	0	0	0	0
E330021D16Rik	0	0	0	0
E330023G01Rik	0	0	1	0
E330033B04Rik	39	35	30	25
E330034G19Rik	1	0	1	1
E430016F16Rik	0	0	0	0
E430018J23Rik	91	108.99	97.24	97
E430025E21Rik	1488	1417	1625	1581
E4f1	261	233	285	251
E530001F21Rik	0	0	0	0
E530011L22Rik	26.2	26.35	32.41	26.26
EU599041	0	0	0	0
Eaf1	1864	1836	2198	1856
Eaf2	9	18	13	10
Eapp	323	333	389	342
Ear1	0	1	2	0
Ear10	0.33	0	0	0
Ear12	0.33	0	0	0.5
Ear14	0	0	0	0
Ear2	0	0	1	0
Ear3	0.33	0	0	0.5
Ear4	0	0	0	0
Ear6	0	0	0	0
Ear7	0	0	0	0
Ears2	214	186	195	180
Ebag9	374	410	434	412
Ebf1	4463	4415	4503	4246
Ebf2	539	584	634	586
Ebf3	565	540	590	528
Ebf4	16	20	41	22
Ebi3	0	3	2.43	7.24
Ebna1bp2	950	953	1194	953.89
Ebp	1483	1451	1531	1303
Ebpl	373	410	452	385
Ecd	725	709	755	666.56
Ece1	3188	2914	3309	2871
Ece2	256	265	269	248
Ecel1	22	24	13	5
Ech1	1242	1225	1352	1125
Echdc1	415.36	436.67	483.64	348.15
Echdc2	313	322	313	245
Echdc3	9	17	9	14
Echs1	1406	1487	1698	1420
Eci1	292	268	316	255
Eci2	1102.51	988.38	1132.88	994.57
Eci3	3.49	4.62	3.12	2.43
Ecm1	1878	1897	2476	2160
Ecm2	33	43	49	41
Ecscr	36	39	53	35
Ecsit	239.5	242.65	318.39	246.22
Ect2	599	621	809	673
Ect2l	0	0	2	1
Eda	113	94	141	149
Eda2r	763	727	852	821
Edar	1	0	0	0
Edaradd	2	4	5	1
Edc3	482	472	526	520
Edc4	1222	1077	1252	1177
Eddm3b	0	0	0	0
Edem1	5326	5262	5683	5176
Edem2	843	865	973	803
Edem3	2618	2551	2821	2547
Edf1	1031	1175	1371	1087
Edil3	19	21	22	27
Edn1	154	140	148	143
Edn2	0	0	0	0
Edn3	0	0	1	0
Ednra	193	172	227	226
Ednrb	514	501	871	897
Edrf1	547	573	642	544
Eea1	1789	1610	1958	1715
Eed	636	666	826	722
Eef1a1	206427.2	209303.61	239827.13	206961.13
Eef1a2	5	8	5	5
Eef1b2	15710	16644	20071	15868
Eef1d	3260	3303	4057	3140
Eef1e1	427	394	485	408
Eef1g	19177	19382	23597	19119
Eef2	85799	84591	96176	83458
Eef2k	678	640	797	601
Eef2kmt	399.13	350.53	399.42	359.61
Eefsec	310	320	339	311
Eepd1	64	59	52	37
Efcab1	2	3	7	3
Efcab10	0	0	0	0
Efcab11	80	70	100	73
Efcab12	1	0	4	2
Efcab14	1070	1081	1122	1024
Efcab2	23	24	31	41
Efcab3	0	0	0	0
Efcab5	10	12	14	12
Efcab6	0	0	0	1
Efcab7	34	39	44	46
Efcab8	1	0	1	1
Efcab9	1	1	2	2
Efcc1	11	18	14	13
Efemp1	2816	2739	2768	2545
Efemp2	11630	11514	13640	11177
Efhb	3	2	4	3
Efhc1	177	169	190	188
Efhc2	2	2	0	0
Efhd1	3	7	5	1
Efhd2	906	930	1130	978
Efna1	59	43	87	73
Efna2	130	142	129	89
Efna3	19	27	41	37
Efna4	75	86	85	84
Efna5	226	244	252	269
Efnb1	2562	2547	2374	2061
Efnb2	1241	1170	1294	1178
Efnb3	3	11	8	14
Efr3a	2359	2218	2661	2365
Efr3b	106	87	123	110
Efs	184	190	198	184
Eftud1	433	409	501	426
Eftud2	1829	1810	2198	1870
Egf	33	24	25	19
Egfbp2	0	0	0	0
Egfem1	0	0	0	0
Egfl6	12	7	6	6
Egfl7	371	355	421	372
Egfl8	8.02	11.05	9	5.02
Egflam	6	9	13	9
Egfr	16125	14613	16205	14983
Egln1	1306	1233	1698	1393
Egln2	896	993	1175	962
Egln3	63	44	121	86
Egr1	6509	6293	6397	6115
Egr2	2037	1994	1921	1655
Egr3	268	251	240	210
Egr4	3	4	5	2
Ehbp1	427	373	439	358
Ehbp1l1	1395	1355	1604	1415
Ehd1	3737	3616	4339	3744
Ehd2	4643	4435	5018	4475
Ehd3	143	117	142	130
Ehd4	352	363	560	584
Ehf	3	1	26	16
Ehhadh	82	89	105	81
Ehmt1	1415	1371	1474	1430
Ehmt2	2840	2654	3220	2656
Ei24	1398	1435	1653	1519
Eid1	1416	1430	1821	1395
Eid2	497	501	536	473
Eid2b	147	140	197	173
Eid3	34	23	23	20
Eif1	6713	6890	8451	7003
Eif1a	3591	3647	4067.97	3796
Eif1ad	544	582	676	539
Eif1ax	1178	1237	1456	1114
Eif1b	526	530	580	487
Eif2a	1276	1287	1482	1282
Eif2ak1	1267	1231	1362	1253
Eif2ak2	717	613	739	751
Eif2ak3	954	927	1089	970
Eif2ak4	443	388	453	395
Eif2b1	746	753	803	751
Eif2b2	434	472	598	465
Eif2b3	489	459	521	453
Eif2b4	424	484	531	469
Eif2b5	958	952	1098	951
Eif2d	518	502	615	528
Eif2s1	1808	1845	2148	1891
Eif2s2	4002	4236	5055	4316
Eif2s3x	3254	3219	3781	3342
Eif2s3y	837	784	1046	909
Eif3a	12292	12163	13937	12696
Eif3b	5318	5228	6143	5265
Eif3c	5022	5043	5948	5413
Eif3d	2594	2586	2940	2603
Eif3e	5323	5441	6052	5550
Eif3f	5932	6331	7209	6191
Eif3g	1477	1666	1799	1454
Eif3h	4360	4478	5108	4260
Eif3i	2350	2546	3036	2506
Eif3j1	0.34	585.22	0.52	0.49
Eif3j2	2238.17	1891.52	2669.96	2370.32
Eif3k	2266	2381	2785	2246
Eif3l	3052	3033	3482	3007
Eif3m	2208	2302	2614	2215
Eif4a1	11559	11648	13248	11447
Eif4a2	3694.83	3930.03	4227	3857.77
Eif4a3	1508.97	1529.98	1815.91	1563
Eif4b	11757	11657	13012	11393
Eif4e	1708	1832	2069	1832
Eif4e1b	0	0	0	0
Eif4e2	1234	1286	1514	1252
Eif4e3	430	475	527	559
Eif4ebp1	1653	1622	2049	1735
Eif4ebp2	1195	1110	1261	1113
Eif4ebp3	117	104	121	118
Eif4enif1	1283	1227	1376	1248
Eif4g1	10685	10338	12439	10828
Eif4g2	22309	22122	25218	23012
Eif4g3	4792	4433	5074	4728
Eif4h	5310	5389	6155	5467
Eif5	6623	6952	7463	6824
Eif5a	8915	9035	10303	8703
Eif5a2	141	104	144	154
Eif5b	3769.03	3928.85	4428.79	3811.36
Eif6	1404	1518	1879	1519
Elac1	514	542	595	522
Elac2	526	550	635	579
Elane	0	0	0	2
Elavl1	1323	1345	1640	1360
Elavl2	13	8	5	13
Elavl3	0	0	0	0
Elavl4	0	3	1	2
Eldr	57	65	73	69
Elf1	1233.51	1256.94	1453.52	1254.42
Elf2	1052.93	1028.88	1265.31	1063.83
Elf3	0	0	1	3
Elf4	805	755	942	902
Elf5	0	0	1	0
Elfn1	287	265	256	275
Elfn2	0	0	0	0
Elk1	618	595	673	625
Elk3	978	972	1279	1090
Elk4	594	470.01	583	529
Ell	693	689	871	720
Ell2	646	592	709	734
Ell3	8	4	7	4
Elmo1	73	74	146	123
Elmo2	1468	1378	1475	1370
Elmo3	27	35	38	31
Elmod1	2	0	1	1
Elmod2	1134	1241	1327	1268
Elmod3	298	276	310	263
Elmsan1	1642	1352	1532	1347
Eln	289	304	488	401
Elof1	404	472	537	416
Elovl1	1524	1538	1711	1577
Elovl2	12	8	11	6
Elovl3	15	5	12	6
Elovl4	76	69	68	81
Elovl5	2421	2309	2751	2378
Elovl6	1900	1671	1824	1584
Elovl7	4	4	24	16
Elp2	1712	1687	1935	1718
Elp3	1738	1732	2091	1780
Elp4	275.82	286.63	342	278
Elp5	611	639	681	656
Elp6	67	80	99	87
Emb	12361	13133	11328	10221
Emc1	1364	1295	1500.97	1319.97
Emc10	2064	2102	2347	1990
Emc2	1379	1419	1631	1346
Emc3	2311	2231	2593	2209
Emc4	734.34	738.64	859.97	750.57
Emc6	593	580	672	604
Emc7	2129	2245	2416	2245
Emc8	510.63	552.42	702.06	574.92
Emc8-1190005i06rik	80.37	88.22	67.94	74.21
Emc9	83	87	94	88
Emcn	96	111	147	153
Emd	592	631	689	633
Eme1	92.52	125.41	142.29	103.28
Eme2	169	189	179	173
Emg1	730.5	741.38	924.06	646.74
Emid1	11	7	21	9
Emilin1	4429	4167	4932	4297
Emilin2	10872	10540	12153	10794
Emilin3	2	2	7	2
Eml1	833.59	853.58	1032.84	824.68
Eml2	290	298	355	368
Eml3	1224	1203	1253	1168
Eml4	1081	1014	1128	1081
Eml5	36.19	41.69	45.95	32.04
Eml6	181.53	158.43	170.46	186.48
Emp1	6057	6465	7891	7368
Emp2	1334	1250	1456	1327
Emp3	177	184	239	241
Emx1	0	0	0	0
Emx2	983	924	982	904
Emx2os	272	248	283	287
En1	483	463	457	421
En2	7	7	9	3
Enah	2496	2524	2790	2479
Enam	0	0	0	1
Enc1	4670	4464	5433	4946
Endod1	64	86	147	145
Endog	115.17	131.93	189.18	127.1
Endou	3	3	1	2
Endov	345	311	377	325
Eng	2190	2125	3333	3064
Engase	220	243	210	245
Enho	18	21	24	32
Enkd1	139	132	157	109
Enkur	2	0	0	1
Eno1	9365.78	9365.7	13747.09	11951.63
Eno1b	4789.22	4826.3	9070.91	5750.37
Eno2	306	289	368	308
Eno3	100	92	375	339
Eno4	6	6	6	6
Enoph1	217	261	282	214
Enox1	225	206	178	178
Enox2	154	162	216	189
Enpep	281	268	276	273
Enpp1	75	68	127	116
Enpp2	238	262	218	225
Enpp3	72	72	88	80
Enpp4	105	108	147	119
Enpp5	97	110	107	99
Enpp6	1	1	0	5
Enpp7	0	0	0	0
Ensa	1959	1928	2380	2045
Enthd1	0	0	0	0
Enthd2	208	249	245	252
Entpd1	29	15	44	43
Entpd2	87	81	122	93
Entpd3	3	0	2	3
Entpd4	2131	2115	2427	2157
Entpd5	1071	1080	1168	997
Entpd6	581	581	665	512
Entpd7	328.26	301.18	313.83	287.36
Entpd8	0	0	2	0
Eny2	917.41	913.55	1121.11	831.75
Eogt	457	416	501	465
Eomes	18	27	25	14
Ep300	2136	1809	2096	1917
Ep400	2517	2193	2473	2275
Epas1	5530	5196	5486	5068
Epb4.1	1284	1186	1273	1215
Epb4.1l1	1591	1515	1748	1525
Epb4.1l2	4356	4048	4850	4104
Epb4.1l3	1231	1181	1333	1145
Epb4.1l4a	58	60	62	82
Epb4.1l4aos	108	125	157	116
Epb4.1l4b	8	11	18	17
Epb4.1l5	42	38	54	42
Epb4.2	1	0	0	0
Epc1	609	492	651	584
Epc2	680	686	735	661
Epcam	9	3	107	50
Epdr1	597	631	846	717
Epg5	1348	1210	1309	1258
Epgn	3	1	1	5
Epha1	21.49	17.25	47.75	44.64
Epha10	0	0	0	0
Epha2	58	56	86	93
Epha3	273	241	281	265
Epha4	303	293	291	280
Epha5	1	0	1	1
Epha6	0	0	0	0
Epha7	95	89	75	85
Epha8	0	0	0	1
Ephb1	1	2	2	2
Ephb2	1361	1285	1195	1084
Ephb3	736	773	884	808
Ephb4	1276	1218	1538	1308
Ephb6	132	135	179	181
Ephx1	684	659	892	796
Ephx2	1097	1214	611	585
Ephx3	3	6	8	10
Ephx4	1	8	0	2
Epm2a	40	23	28	30
Epm2aip1	1794	1652	1836	1647
Epn1	1583	1611	1915	1686
Epn2	482	448	629	544
Epn3	1	0	1	3
Epo	0	0	0	0
Epor	8	10	6	17
Eppin	0	0	0	0
Eppk1	3	4	38	27
Eprs	8045	7744	9062	8102
Eps15	1341	1250	1715	1460
Eps15l1	842	753	923	745
Eps8	751	721	872	769
Eps8l1	41.59	31	35.69	30.94
Eps8l2	7	11	19	27
Eps8l3	1.38	0	0	0
Epsti1	3	6	12	12
Ept1	1183	1236	1552	1301
Epx	0	0	0	0
Epyc	1	2	3.74	3
Eqtn	5	3	6	3
Eral1	216	234	250	204
Erap1	663	635	695	640
Eras	0	0	0	0
Erbb2	387	401	466	438
Erbb2ip	3320	3090	3410	3159
Erbb3	17	13	45	43
Erbb4	0	0	0	0
Erc1	1211	1106	1203	1058
Erc2	0	2	1	3
Ercc1	276.5	310.16	381.7	315.86
Ercc2	358.55	300.63	400.13	334.74
Ercc3	699	687	853	742
Ercc4	354	366	406	403
Ercc5	900	883	993	875
Ercc6	465	441	452	433
Ercc6l	331	352	418	399
Ercc6l2	727	794	798	777
Ercc8	59	69	66	57
Erdr1	1479	1555	1351	1144
Ereg	69	87	89	89
Erf	941	957	1100	871
Erg	57	49	69	62
Ergic1	2762	2649	3228	2691
Ergic2	1196.21	1215.65	1308.39	1186.6
Ergic3	2219	2362	2764	2247
Erh	1600	1677	2009	1687
Eri1	775	815	850	751
Eri2	296.29	318.03	312.09	274.96
Eri3	989	939	1189	1017
Erich1	129	115	146	124
Erich2	0	0	1	2
Erich3	0	0	0	1
Erich4	0	0	0	1
Erich5	0	0	0	0
Erich6	2	2	2	0
Erlec1	1903	2071	2194	2098
Erlin1	1088	1046	1174	1104
Erlin2	974	970	1092	1049
Ermap	3	5	4	3
Ermard	225.91	206.34	222.02	201.15
Ermn	0	1	0	1
Ermp1	3271	3067	2783	2696
Ern1	955	766	943	848
Ern2	0	0	0	0
Ero1l	8280	8061	7671	7514
Ero1lb	498	501	715	669
Erp27	0	0	0	0
Erp29	2480	2525	2895	2483
Erp44	2760	2991	3040	2832
Errfi1	9808	9230	10441	9268
Erv3	7	0	0	2
Esam	146	166	256	267
Esco1	467	479	533	456
Esco2	319	314	355	322
Esd	6479	6756	8664	7218
Esf1	1139	1174	1303	1146
Esm1	13	25	21	23
Esp1	0	0	0	0
Esp15	0	0	0	1
Esp16	0	0	0	0
Esp18	0	0	0	0
Esp23	0	0	0	0
Esp24	0	0	0	0
Esp3	0	0	0	0
Esp31	0	0	0	0
Esp34	0	0	0	0
Esp36	0	0	0	0
Esp38	0	0	0	0
Esp4	0	0	0	0
Esp5	0	0	0	0
Esp6	0	0	0	0
Esp6Esp5	0	0	0	0
Esp8	0	0	0	0
Espl1	494	442	602	487
Espn	6	4	5	5
Espnl	2	0	3	1
Esr1	308	302	282	277
Esr2	0	0	0	0
Esrp1	0	0	36	31
Esrp2	125.42	98	99.55	114.49
Esrra	523	509	594	527
Esrrb	2	0	0	0
Esrrg	2	6	2	7
Esx1	1	0	1	0
Esyt1	1717	1656	1849	1723
Esyt2	4185	3967	4202	3765
Esyt3	4	2	9	8
Etaa1	313	314	372	362
Etaa1os	4	7	5	6
Etd	0	0	0	0
Etf1	3807	3864	4513	3921
Etfa	1959	2056	2276	1949
Etfb	1404	1480	1633	1336
Etfdh	863	850	1051	908
Ethe1	138	134	201	111.8
Etl4	32	34	64	79
Etnk1	2619	2661	2789	2569
Etnk2	1	2	4	2
Etnppl	2	0	0	0
Etohd2	42.04	52.86	36.86	52.52
Etohi1	339.12	294.38	297.75	351.75
Ets1	1012	859	1225	1067
Ets2	1470	1388	1654	1415
Etv1	25	25	27	45
Etv2	0	0	0	0
Etv3	1081	1014	1133	969
Etv4	4	8	17	19
Etv5	434	445	469	406
Etv6	1093	1019	1173	1015
Eva1a	7	5	6	7
Eva1b	418	432	561	424
Eva1c	11	12	15	15
Evc	821	807	950	852
Evc2	912	889	1062	889
Evi2a	52	59	106	87
Evi2b	24	28	17	32
Evi5	1559	1468	1723	1518
Evi5l	161	149	181	166
Evl	701.57	718	786.61	664.31
Evpl	10	11	22	13
Evx1	0	0	0	0
Evx2	0	0	0	0
Ewsr1	3329	3336	3812	3516
Exd1	25	36	41	36
Exd2	266	296	318	291
Exo1	273	247	323	282
Exo5	194	228	265	216
Exoc1	479	474	523	478
Exoc2	784	780	908	823
Exoc3	900	943	1108	982
Exoc3l	34	23	63	49
Exoc3l4	132	132	134	110
Exoc4	1304	1200	1306	1250
Exoc5	1919.92	1879.94	2093.14	1932.27
Exoc6	51	39	36	44
Exoc6b	717	651	768	702
Exoc7	629	634	718	626
Exoc8	613	587	661	613
Exog	213	233	246	231
Exosc1	407	412	463	431
Exosc10	1019	958	1229	1026
Exosc2	432	418	544	415
Exosc3	374	398	476	386
Exosc4	521	555	587	484
Exosc5	367	436	469	361
Exosc6	396	415	457	372
Exosc7	280	310	418	280
Exosc8	407	403	515	434
Exosc9	802.97	846.3	938.76	814.84
Exph5	3	3	5	3
Ext1	2346	2219	2936	2295
Ext2	3742	3777	4244	3709
Extl1	78	73	81	82
Extl2	866	770	898	785
Extl3	3666	3499	3814	3327
Eya1	4	1	6	3
Eya2	148	117	121	108
Eya3	902	891	1061	983
Eya4	138	109	110	103
Ezh1	626	622	681	650
Ezh2	608	605	736	618
Ezr	208	209	301	260
F10	2	1	0	2
F11	0	0	0	0
F11r	137	109	214	192
F12	0	0	0	0
F13a1	212	202	476	463
F13b	0	0	0	1
F2	0	0	1	1
F2r	2461	2380	2747	2478
F2rl1	2	3	27	9
F2rl2	0	0	1	0
F2rl3	1	16	12	13
F3	4352	4494	4273	3868
F420014N23Rik	22.36	18.32	26.54	11.36
F5	7	8	12	14
F630028O10Rik	11	5	26	14
F630042J09Rik	0	1	0	0
F630111L10Rik	2	0	0	2
F630206G17Rik	0	1	2	0
F7	40	46	58	69
F730035M05Rik	0	0	0	0
F730043M19Rik	139	134	183	120
F8	71	72	64	82
F830002L21Rik	0	0	0	0
F830016B08Rik	91	93	68	114
F830045P16Rik	0	1	1	0
F8a	93	97	102	110
F9	0	0	0	0
F930015N05Rik	4.32	1.74	5.99	2.89
Fa2h	0	0	0	0
Faah	1	5	3	4
Faap100	155	173	182	154
Faap20	360	332	414	361
Faap24	190	194	234	203
Fabp1	0	0	0	0
Fabp12	0	0	1	0
Fabp2	0	0	0	0
Fabp3	7	5	28	8
Fabp4	18070	18964	17858	14312
Fabp5	1045	995	1042	899
Fabp6	0	0	0	0
Fabp7	42	33	64	47
Fabp9	0	0	1	0
Fadd	168	185	216	180
Fads1	4959	4780	5281	4776
Fads2	1585	1497	1753.66	1523
Fads3	1682	1532	1987.34	1782
Fads6	26	29	29	27
Faf1	814	813	1076	885
Faf2	1848	1842	2052	1774
Fah	575	547	677	578
Fahd1	137	155	185	146
Fahd2a	61	64	67	53
Faim	327	333	442	331
Faim2	0	1	1	1
Faiml	0	0	0	0
Fam101a	1	2	4	0
Fam101b	129	137	236	187
Fam102a	160	134	169	159
Fam102b	1781	1606	2468	2290
Fam103a1	743.82	780.63	913.4	747.49
Fam104a	704.68	713.71	825.57	745.96
Fam105a	298	329	320	285
Fam107a	2	5	4	3
Fam107b	113	117	188	149
Fam109a	222	219	254	226
Fam109b	88	90	128	101
Fam110a	127	103	140	129
Fam110b	178	168	226	215
Fam110c	181	118	213	166
Fam111a	856	787	1059	963
Fam114a1	1826	1808	2083	2006
Fam114a2	1176	1255	1516	1232
Fam117a	190	177	173	132
Fam117b	1169	1114	1466	1325
Fam118a	226	239	306	267
Fam118b	277	267	337	259
Fam120a	7394	6926	8205	7308
Fam120aos	59	75	102	75
Fam120b	832	772	868	840
Fam120c	794	671	721	723
Fam122a	371	378	414	341
Fam122b	237	299	319	329
Fam122c	0	0	0	0
Fam124a	94	107	152	119
Fam124b	1	1	0	1
Fam126a	1405	1425	1691	1474
Fam126b	334	335	375	319
Fam129a	1686	1589	1854	1767
Fam129b	7054	6820	8077	7000
Fam129c	32	24	30	24
Fam131a	29	46	50	41
Fam131b	203	209	233	205
Fam131c	0	1	0	0
Fam132a	364	344	429	332
Fam132b	12	19	28	17
Fam133b	434	470	535	508
Fam134a	1151	1112	1358	1092
Fam134b	29	30	79	76
Fam134c	1059	1003	1281	1082
Fam135a	701	686	743	698
Fam135b	1	0	0	0
Fam136a	557	564	635	575
Fam13a	169	197	205	191
Fam13b	780.75	697.04	764.76	733.48
Fam13c	157.94	157.23	104.98	96.6
Fam149a	499	500	584	536
Fam149b	397	394	465	406
Fam150a	0	0	0	0
Fam150b	22.38	21.53	11.23	18.22
Fam151a	0	3.02	0	0
Fam151b	57	56	76	50
Fam155a	0	0	2	1
Fam159a	0	0	0	0
Fam159b	0	0	0	0
Fam160a1	391	386	434	400
Fam160a2	440	453	437	412
Fam160b1	1117	1023	1097	1097
Fam160b2	373	426	402.47	396
Fam161a	58	82	104	98
Fam161b	31	30	35	40
Fam162a	1014	1028	1570	1152
Fam162b	0	0	0	0
Fam163a	1	0	0	0
Fam163b	2	7	4	4
Fam166a	0	0	0	0
Fam166b	1	1	2	0
Fam167a	1	3	25	13
Fam167b	7	14	17	13
Fam168a	1916	1702	1947	1818
Fam168b	3067	2811	3383	3039
Fam169a	6	4	7	4
Fam169b	7	11	9	5
Fam170a	0	0	0	0
Fam170b	0	0	0	1
Fam171a1	1204	1176	1280	1173
Fam171a2	543	593	636	520
Fam171b	131	131	158	133
Fam172a	713	736	863	755
Fam173a	484	581	531	464
Fam173b	282	290	329	293
Fam174a	447	510	609	497
Fam174b	568	577	622	542
Fam175a	241	250	276	275
Fam175b	639	638	716	685
Fam177a	372.54	337.4	423.74	376.43
Fam178a	997.84	914.5	1019	935.39
Fam178b	1	0	8	1
Fam179a	0	0	0	0
Fam179b	946	854	1041	916
Fam180a	0	0	6	7
Fam181a	0	0	0	0
Fam181b	11	6	16	11
Fam183b	0	0	0	0
Fam184a	17	12	13	18
Fam184b	0	1	3	0
Fam185a	193	191	168	179
Fam186b	8	8	7	5
Fam187a	0	0	0	0
Fam187b	0	1	1	0
Fam188a	570	594	692	589
Fam188b	68	76	103	85
Fam189a1	1	6	2	2
Fam189a2	58	65	47	51
Fam189b	396	401	432	387
Fam192a	775	806	930	864
Fam193a	994	872	942	953
Fam193b	651	678	694	638
Fam195a	90	89	104	91
Fam195b	1253	1341	1691	1380
Fam196a	15	20	18	21
Fam196b	0	1	0	0
Fam198a	1	5	14	3
Fam198b	814	780	887	837
Fam199x	319	297	362	317
Fam19a1	0	0	0	0
Fam19a2	1	1	5	3
Fam19a3	3	1	4	2
Fam19a4	0	1	0	0
Fam19a5	163	172	176	182
Fam204a	325	356	383	314
Fam205a1	0	0	2.4	0
Fam205a2	79.82	80.91	62.67	46.56
Fam205c	0	0	0	0
Fam206a	770	776	853	786
Fam207a	702	737	863	760
Fam208a	877	936.14	989.04	954.89
Fam208b	1377.74	1151.67	1409.66	1338.53
Fam209	4	5	3	1
Fam20a	734	717	912	809
Fam20b	1117	1160	1270	1076
Fam20c	253	229	265	242
