WT_1	WT_2	KO_1	KO_2
Cyp26b1	117	76	188	182
Cyp26c1	0	1	0	1
Cyp27a1	91	109	55	45
Cyp27b1	6	11	7	3
Cyp2a12	0	0	0	0
Cyp2a22	0	0	0	0
Cyp2a4	0	0	0	0
Cyp2a5	0	0	0	0
Cyp2ab1	17	12	26	17
Cyp2b10	5	3	1	5
Cyp2b13	0	0	0	0
Cyp2b19	0	0	0	0
Cyp2b23	0	0	3	1
Cyp2b9	0	0	0	1
Cyp2c29	0	0	0	0
Cyp2c37	0	0	0	0
Cyp2c38	0	0	0	0
Cyp2c39	0	0	0	0
Cyp2c40	0	0	0	0
Cyp2c44	0	0	1	0
Cyp2c50	0	0	0	0
Cyp2c53-ps	0	0	0	0
Cyp2c54	0	0	0	0
Cyp2c55	0	0	0	0
Cyp2c65	0	0	0	0
Cyp2c66	0	0	0	0
Cyp2c67	0	0	0	0
Cyp2c68	0	0	0	0
Cyp2c69	0	0	1	0
Cyp2c70	8	11	1	2
Cyp2d10	0	0	0	1
Cyp2d11	1	0	0	0
Cyp2d12	0	0	0	0
Cyp2d13	0	0	0	0
Cyp2d22	838	955	1101	751
Cyp2d26	0	0	0	0
Cyp2d34	0	0	0	0
Cyp2d37-ps	0	0	0	0
Cyp2d40	0	0	0	0
Cyp2d9	0	0	0	0
Cyp2e1	1750	2299	1579	1485
Cyp2f2	22	37	24	36
Cyp2g1	0	0	0	0
Cyp2j11	0	0	0	0
Cyp2j12	0	0	0	0
Cyp2j13	0	0	0	0
Cyp2j5	1	0	0	0
Cyp2j6	408	554	379	383
Cyp2j8	0	0	0	0
Cyp2j9	60	108	37	56
Cyp2r1	58	53	71	79
Cyp2s1	33	36	13	11
Cyp2t4	4	1	0	1
Cyp2u1	122	114	103	84
Cyp2w1	0	0	0	0
Cyp39a1	165	200	195	133
Cyp3a11	0	0	0	0
Cyp3a13	0	0	0	1
Cyp3a16	0	0	0	0
Cyp3a25	0	0	0	0
Cyp3a41a	0	0	0	0
Cyp3a41b	0	0	0	0
Cyp3a44	0	0	0	0
Cyp3a57	0	0	0	0
Cyp3a59	0	0	0	0
Cyp46a1	31	22	46	23
Cyp4a10	17.87	28.07	8.12	12.56
Cyp4a12a	0	0	0	0
Cyp4a12b	0	0	0	0
Cyp4a14	5	7	0	4
Cyp4a29	0	0	1	0
Cyp4a30b	0	0	0	0
Cyp4a31	0	0	0	0
Cyp4a32	1.13	3.93	5.88	6.44
Cyp4b1	1134	1334	1466	965
Cyp4b1-ps2	0	0	0	0
Cyp4f13	329	406	458	336.05
Cyp4f14	0	2.01	0	0
Cyp4f15	0	0	0	0
Cyp4f16	224.67	250.55	272.58	215.93
Cyp4f17	404.09	476.08	555.25	385.02
Cyp4f18	0	2	3	4
Cyp4f37	2.24	2.36	2.18	0
Cyp4f39	2	2	2	0
Cyp4f40	0	0	0	0
Cyp4f41-ps	5	6	4	4
Cyp4v3	484	597	595	561
Cyp4x1	0	0	0	0
Cyp4x1os	0	0	0	0
Cyp51	17080	19605	18625	14096
Cyp7a1	0	0	0	0
Cyp7b1	341	462	1137	1193
Cyp8b1	0	1	0	1
Cypt1	0	0	0	0
Cypt10	0	0	0	0
Cypt12	0	0	0	0
Cypt14	0	0	0	0
Cypt15	0	0	0	0
Cypt2	0	0	0	0
Cypt3	0	0	0	0
Cypt4	0	0	0	0
Cypt7	0	0	0	0
Cypt8	0	0	0	0
Cypt9	0	0	0	0
Cyr61	10081	9916	12761	12777
Cys1	46	39	28	19
Cysltr1	12	10	17	26
Cysltr2	3	0	0	3
Cysrt1	0	0	0	0
Cystm1	55	67	36	71
Cyth1	1062	1197	1010	910
Cyth2	792	965	944	681
Cyth3	3367	3856	4532	4834
Cyth4	65	84	63	63
Cytip	14	19	24	12
Cytl1	0	0	0	0
Cyyr1	16	17	22	27
D030018L15Rik	0	0	0	0
D030024E09Rik	0	0	0	0
D030025E07Rik	0	0	0	0
D030025P21Rik	5.49	3.27	11.19	6.6
D030028A08Rik	20	32	33	31
D030040B21Rik	0	3	0	0
D030045P18Rik	3	0	0	2
D030047H15Rik	0	1	2	0
D030056L22Rik	190	186	233	189
D030068K23Rik	1	0	2	0
D10Jhu81e	1781	2054	2299	1410
D10Wsu102e	522	674	614	669
D11Wsu47e	136	148	178	165
D130009I18Rik	0	0	0	0
D130017N08Rik	18	16	32	20
D130020L05Rik	30.28	47.18	80.45	31.06
D130040H23Rik	11	5	9	9
D130043K22Rik	1	1	1	0
D14Ertd670e	0	0	0	0
D15Ertd621e	1918	2369	2345	2492
D16Ertd472e	201	223	240	236
D16Ertd519e	0	0	0	0
D17Ertd648e	0	0	0	0
D17H6S53E	221	282	344	239
D17H6S56E-5	320	352	780	655
D17Wsu92e	3371	3727	4215	3101
D19Bwg1357e	1476	1586	1708	1579
D1Ertd622e	195	229	253	197
D1Pas1	0	0	0	1
D230025D16Rik	820.74	929.96	871.93	850.34
D230030E09Rik	0	0	0	0
D2Wsu81e	332.35	359.48	612.54	352.36
D2hgdh	523	554	558	474
D330023K18Rik	19	32	30	15
D330041H03Rik	19.07	19.71	12.82	10.14
D330045A20Rik	1	3	3	7
D330046F09Rik	0	0	0	0
D330050G23Rik	2	3	1	2
D330050I16Rik	29.62	29.81	39.58	19.45
D3Ertd254e	353	352	276	369
D3Ertd751e	205	258	124	152
D430019H16Rik	3	6	15	8
D430020J02Rik	53	55	35	41
D430036J16Rik	0	0	0	1.28
D430041D05Rik	0	1	0	0
D430042O09Rik	339	354	405	390
D4Ertd617e	0	0	0	0
D530049I02Rik	0	0	0	0
D5Ertd577e	0	0	0	0
D5Ertd579e	4749	5487	4580	4000
D5Ertd605e	2	3	1	1
D5Ertd615e	2	1	1	0
D630003M21Rik	1	0	2	0
D630010B17Rik	0	0	0	0
D630013N20Rik	0	0	0	0
D630023F18Rik	0	3	1	0
D630024D03Rik	5	2	1	1
D630029K05Rik	1	2	1	1
D630033O11Rik	0	0	2	0
D630039A03Rik	3	0	3	0
D630041G03Rik	3	3.16	6.66	3.47
D630045J12Rik	31.68	34	27	30.73
D630045M09Rik	0	0	1	0
D6Ertd474e	0	1	1	1
D6Ertd527e	1	4	0	5
D6Wsu163e	325	426	420	327
D730001G18Rik	0	0	1	0
D730005E14Rik	0	3.03	4.02	5.26
D730045A05Rik	0	0	0	0
D730048I06Rik	0	0	0	0
D730050B12Rik	0	0	0	0
D7Ertd143e	1	0	5	1
D7Ertd443e	2	0	4	4
D830005E20Rik	0	0	0	0
D830013O20Rik	0	0	0	0
D830026I12Rik	0	2	1	1
D830030K20Rik	1	0	7.23	0
D830031N03Rik	663	614	916	764
D830032E09Rik	1	0	1	0
D830046C22Rik	1	1	1	6
D8Ertd738e	1445	1736	2017	1191
D8Ertd82e	94	168	140	137
D930007P13Rik	3	2	1	2
D930015E06Rik	1244	1392	1288	1068
D930015M05Rik	7.39	13.01	12.37	11.71
D930016D06Rik	219	243	172	209
D930020B18Rik	0	0	0	0
D930028M14Rik	0	0	0	0
D930032P07Rik	0	0	0	0
D930048N14Rik	8	8	9	3
DQ267100	0	0	0	0
DQ267101	0	0	0	0
DQ267102	0	0	0	0
DXBay18	0	0	0	0
Daam1	517	624	657	684
Daam2	201	207	295	238
Dab1	2	4	3	3
Dab2	1231	1565	1386	2071
Dab2ip	752	859	1216	1025
Dach1	1	6	11	12
Dach2	1	5	4	3
Dact1	365	438	625	516
Dact2	10	8	23	11
Dact3	214	297	439	247
Dad1	969	1127	1390	1043
Dag1	8203	9699	9573	8656
Dagla	216	254	284	245
Daglb	236	300	448	248
Dalir	0	0	0	0
Dalrd3	564.25	674.69	629.94	429.9
Dancr	23	24	32	25
Dand5	48	83	49	70
Dao	0	0	0	0
Dap	2177	2275	2284	2244
Dap3	1344	1579	1855	1219
Dapk1	3326	3983	3578	3055
Dapk2	4	5	27	19
Dapk3	572	597	783	498
Dapl1	0	0	1	0
Dapp1	68	77	75	77
Dars	1852	2194	2305	1952
Dars2	463	476	614	466
Daw1	1	1	0	0
Daxx	618	705	758	612
Dazap1	1051	1210	1095	1155
Dazap2	2534	3290	2121	3066
Dazl	0	0	0	0
Dbf4	115	156	153	131
Dbh	0	0	0	0
Dbhos	0	0	0	0
Dbi	11255	14047	17680	10306
Dbil5	2	8	1	5
Dbn1	1362	1381	2271	1507
Dbndd1	27	24	32	30
Dbndd2	259	268	490	223
Dbnl	1043	1159	1615	1193
Dbp	519.35	552.37	1052.91	514.81
Dbpht2	0	0	0	0
Dbr1	167	204	194	153
Dbt	4161	4607	3307	3084
Dbx1	0	0	0	0
Dbx2	1	2	1	0
Dcaf10	826	996	1094	928
Dcaf11	960	1155	1089	773
Dcaf12	1315	1584	1781	1427
Dcaf12l1	31	33	41	28
Dcaf12l2	0	1	0	3
Dcaf13	598	699	752	584
Dcaf15	177	185	274	174
Dcaf17	333	398	358	353
Dcaf4	436	441	385	338
Dcaf5	913	1100	1121	934
Dcaf6	1594	1876	1580	1569
Dcaf7	1685	1791	2305	1812
Dcaf8	2246	2642	2496	2142
Dcakd	461	560	674	547
Dcbld1	135	156	220	200
Dcbld2	1264	1538	1603	1593
Dcc	0	0	1	0
Dcdc2a	0	0	0	0
Dcdc2b	6	9	10	7
Dcdc2c	1	0	0	1
Dchs1	53	77	175	141
Dck	160	195	217	199
Dclk1	914	1197	1147	1220
Dclk2	5	8	27	10
Dclk3	1	3	0	2
Dclre1a	174	218	144	218
Dclre1b	215.85	237.83	205.89	178
Dclre1c	107	151.48	161.21	159
Dcn	8582	11220	9081	10162
Dcp1a	378	439	495	479
Dcp1b	42	77	45	55
Dcp2	772	882	1021	872
Dcpp1	0	0	0	0
Dcpp2	0	0	0	0
Dcpp3	0	0	0	0
Dcps	129	174	189	141
Dcst1	3	5	8	4
Dcstamp	0	0	0	1
Dct	1	2	0	2
Dctd	49	61	64	75
Dctn1	2101	2104	2548	1870
Dctn2	2770	3178	3568	2707
Dctn3	1178	1340	1364	944
Dctn4	1358	1579	1600	1604
Dctn5	649	811	708	696
Dctn6	476	566	465	541
Dctpp1	164	192	226	135
Dcun1d1	874	971	897	959
Dcun1d2	396.54	469	427.27	443.35
Dcun1d3	1508	1817	1548	1182
Dcun1d4	596	680	573	603
Dcun1d5	1117	1362	1720	1167
Dcx	0	0	0	0
Dcxr	350	367	700	371
Dda1	1087.38	1293.07	1276	1048.83
Ddah1	1088	1102	1164	1267
Ddah2	216	294	452	225
Ddb1	9884	11537	13821	11384
Ddb2	101.74	92.56	92.65	113.96
Ddc	13	9	21	19
Ddhd1	354.27	474.73	388.42	401.6
Ddhd2	2471	2959	2601	2161
Ddi1	0	0	0	0
Ddi2	1109.64	1059.56	1446.88	1292.37
Ddias	31	56	36	37
Ddit3	550	615	617	643
Ddit4	4442	4397	6938	4397
Ddit4l	8	13	36	11
Ddn	1	1	0	0
Ddo	276	294	245	183
Ddost	2220	2739	4252	3020
Ddr1	870	903	1121	1022
Ddr2	5477.7	5735.51	7841.8	7594.64
Ddrgk1	1143	1380	1393	937
Ddt	1139	1532	988	819
Ddx1	2340	2468	2902	2281
Ddx10	446	523	578	524
Ddx11	29	38	40	42
Ddx17	5956	6483	7253	7100
Ddx18	721	763	1107	707
Ddx19a	848.84	966.9	1034.15	915.63
Ddx19b	425.16	432.1	620.85	556.37
Ddx20	268	290	294	246
Ddx21	1506	1875	1965	1864
Ddx23	1319	1409	1826	1323
Ddx24	2174	2372	2541	1849
Ddx25	0	1	0	1
Ddx26b	175	195	246	238
Ddx27	687	796	875	657
Ddx28	1102	1236	1348	884
Ddx31	74	93	100	98
Ddx39	398.39	474.76	505	441.4
Ddx39b	1665.34	1857.06	1760.34	1603.22
Ddx3x	8203	9153	8875	8978
Ddx3y	2983	3171	3316	2778
Ddx4	11	10	9	13
Ddx41	393	492	635	427
Ddx42	1430	1550	1713	1541
Ddx43	0	0	0	0
Ddx46	1398	1420	1598	1434
Ddx47	837	982	1233	809
Ddx49	552.31	692.03	722.66	584.17
Ddx5	12507	14118	14428	12446
Ddx50	1654	1807	2214	1895
Ddx51	239	289	392	285
Ddx52	630	733	669	702
Ddx54	1058	1207	1405	1190
Ddx55	193	230	302	197
Ddx56	478	547	779	531
Ddx58	396	622	437	522
Ddx59	124.95	168.85	162.9	112.98
Ddx6	4154	5083	4993	4807
Ddx60	62	86	73	47
Deaf1	318	360	475	342
Dear1	1.17	1.08	1.11	0
Deb1	314	409	263	241
Decr1	8040	9061	8093	5872
Decr2	542	599	661	476
Dedd	544.77	629.4	710.08	606.63
Dedd2	270	280	375	239
Def6	142	157	223	178
Def8	883	1029	1075	829
Defa-ps1	0	0	0	0
Defa-ps12	0	0	0	0
Defa-ps13	0	0	0	0
Defa-rs1	0	0	0	0
Defa-rs7	0	0	0	0
Defa17	0	0	0	0
Defa2	0	0	0	0
Defa20	0	0	0	0
Defa21	0	0	0	0
Defa22	0	0	0	0
Defa23	0	0	0	0
Defa24	0	0	0	0
Defa25	0	0	0	0
Defa26	0	0	0	0
Defa3	0	0	0	0
Defa4	0	0	0	0
Defa5	0	0	0	0
Defa6	0	0	0	0
Defb1	0	0	1	0
Defb10	0	0	0	0
Defb11	0	0	0	0
Defb12	0	0	0	0
Defb13	0	0	0	0
Defb14	0	0	0	1
Defb15	0	0	0	0
Defb18	0	0	0	0
Defb19	0	0	0	0
Defb2	0	0	0	0
Defb20	0	0	0	0
Defb21	0	0	0	0
Defb22	0	0	0	0
Defb23	0	0	0	0
Defb25	1	3	1	1
Defb26	0	0	0	0
Defb28	0	0	0	0
Defb29	0	0	0	0
Defb3	0	0	0	0
Defb30	0	0	1	1
Defb33	0	0	0	0
Defb34	0	0	0	0
Defb35	0	0	0	0
Defb36	0	0	0	0
Defb37	0	0	0	0
Defb38	0	0	0	0
Defb39	0	0	0	0
Defb4	0	0	0	0
Defb40	0	0	0	0
Defb41	0	0	0	0
Defb42	0	0	0	0
Defb43	0	0	0	0
Defb44-ps	0	0	0	0
Defb45	0	0	0	0
Defb46	0	0	0	0
Defb47	0	0	1	0
Defb48	0	0	1	3
Defb5	0	0	0	0
Defb50	0	0	0	0
Defb6	0	0	0	0
Defb7	0	0	0	0
Defb8	0	0	0	0
Defb9	0	0	0	0
Degs1	2110	2887	2022	2233
Degs2	10.78	17.09	26.67	16.58
Dek	853.44	1038.68	993.1	917.66
Dennd1a	570	641	561	797
Dennd1b	468	497	551	476
Dennd1c	12	9	9	14
Dennd2a	553	635	895	689
Dennd2c	74	84	99	84
Dennd2d	80.09	107.16	74.94	66.38
Dennd3	10	16	24	21
Dennd4a	1437	1684	1577	1846
Dennd4b	191	224	297	234
Dennd4c	2481	3094	2513	2518
Dennd5a	1986	2354	2242	2461
Dennd5b	332	306	303	305
Dennd6a	603	799	628	694
Dennd6b	55	49	65	52
Denr	960	1200	1260	932
Depdc1a	31	49	42	44
Depdc1b	16	7	19	9
Depdc5	400	490	454	458
Depdc7	19	25	43	33
Deptor	1647	1722.76	1409.66	1520.61
Dera	452	486	536	443
Derl1	7522	9269	8936	6855
Derl2	865	998.07	857.16	851.12
Derl3	7	12	6	13
Des	113	136	833	559
Desi1	726	790	1193	1146
Desi2	967	1075	1327	1169
Det1	143	192	137	134
Dexi	216	249	347	188
Dffa	430	477	427	398
Dffb	87	77	99	53
Dfna5	310	338	276	241
Dfnb59	0	0	0	0
Dgat1	4527	6060	5041	3741
Dgat2	3000	3707	3123	2165
Dgat2l6	1	0	0	0
Dgcr14	226	254	227	234
Dgcr2	1246	1543	1594	1317
Dgcr6	604	671	760	486
Dgcr8	455.09	524.64	482.42	450.51
Dgka	264	256.78	351	243.23
Dgkb	0	0	1	0
Dgkd	2443	2685	2866	2109
Dgke	250	328	217	235
Dgkeos	1	0	3	0
Dgkg	1	3	0	2
Dgkh	80	75	128	148
Dgki	0	0	1	1
Dgkk	16	15	17	17
Dgkq	278.72	358.21	411.89	333.96
Dgkz	294	350	462	407
Dguok	394	473	421	368
Dhcr24	824	959	1088	834
Dhcr7	1471	1991	1902	1586
Dhdds	618	661	902	651
Dhdh	1762	2195	1479	1652
Dhfr	81.94	92.67	97.83	95.8
Dhh	0	4	2	3
Dhodh	334	375	457	315
Dhps	301.64	343.16	420.27	325.59
Dhrs1	846	967	1085	911
Dhrs11	480	617	471	394
Dhrs13	60	64	123	48
Dhrs2	0	0	0	0
Dhrs3	1697	1968	1545	1239
Dhrs4	950	1273	974	789
Dhrs7	1360	1653	2114	1365
Dhrs7b	1483	1894	1926	1169
Dhrs7c	1	1	0	1
Dhrs9	351	380	284	325
Dhtkd1	116	157	112	126
Dhx15	1921	2263	2388	2074
Dhx16	809	806	1298	761
Dhx29	392	416	459	450
Dhx30	702	867	906	773
Dhx32	1219.35	1511.31	1809.97	1372.59
Dhx33	722	865	801	906
Dhx34	354	364	526	343
Dhx35	265	257	358	264
Dhx36	1354	1463	1523	1412
Dhx37	269	327	359	276
Dhx38	719	836	1072	816
Dhx40	1116	1315	1178	1109
Dhx57	326.94	382.19	411	420
Dhx58	157	184	149	117
Dhx8	728	758	774	736
Dhx9	2030	2336	1993	2024
Diablo	348.67	452.52	541.57	457.82
Diap1	982	1066	1605	1100
Diap2	992	1106	915	1203
Diap3	68	69	78	87
Dicer1	1106	1247	1206	1146
Dido1	1007	1170	1037	1034
Diexf	200	249	264	262
Dimt1	132	216	154	188
Dio1	0	0	0	0
Dio2	22	27	19	18
Dio3	235	281	310	316
Dio3os	119	122	172	154
Dip2a	911	923	1189	961
Dip2b	815	945	880	811
Dip2c	557	656	682	728
Diras1	0	1	2	1
Diras2	2	1	15	18
Dirc2	558	726	927	614
Dis3	312.14	334.8	419.83	385.98
Dis3l	623	659	591	658
Dis3l2	163	212	200	189
Disc1	10	2	5	3
Disp1	404	442	390	421
Disp2	20	17	35	13
Dixdc1	842	905	789	732
Dkc1	512	669	610	599
Dkk1	0	0	1	0
Dkk2	89	147	188	181
Dkk3	281	445	395	447
Dkk4	0	0	0	0
Dkkl1	0	0	0	0
Dlat	12305	14844	11761	10575
Dlc1	12139	12736	13663	11449
Dld	11978	14192	9817	9596
Dlec1	6	15	9	11
Dleu2	48	70	61	54
Dleu7	0	0	0	0
Dlg1	1269	1421	1484	1519
Dlg2	26	27	88	86
Dlg3	304	326	399	360
Dlg4	317	332	422	403
Dlg5	778	879	958	986
Dlgap1	23	22	34	39
Dlgap2	1	0	0	0
Dlgap3	0	0	0	0
Dlgap4	1070	1271	1352	1188
Dlgap5	52	76	66	78
Dlk1	305	293	190	130
Dlk2	5	7	11	4
Dll1	14	33	35	24
Dll3	0	2	0	0
Dll4	58.25	89	150.92	104.78
Dlst	11131	12802	10910	9108
Dlx1	0	1	0	2
Dlx1as	0	0	0	0
Dlx2	6	7	11	8
Dlx3	24	40	7	15
Dlx4	12	18	29	19
Dlx5	24	26	8	11
Dlx6	3	0	1	2
Dlx6os1	2	8	4	5
Dlx6os2	0	0	0	0
Dmap1	251	296	321	238
Dmbt1	0	0	0	0
Dmbx1	0	0	0	2
Dmc1	2	1	4	3
Dmd	215	236	209	217
Dmgdh	0	0	0	0
Dmkn	61	66	168	172
Dmp1	0	0	0	0
Dmpk	1787	1765	1635	1294
Dmr	0	0	0	0
Dmrt1	0	0	0	0
Dmrt2	296	360	396	273
Dmrt3	0	0	0	0
Dmrta1	1	0	1	0
Dmrta2	6	8	13	3
Dmrtb1	0	0	0	0
Dmrtc1a	0	0	0	0
Dmrtc1b	0	0	0	0
Dmrtc1c1	0.5	0.5	0	0
Dmrtc1c2	0.5	0.5	0	0
Dmrtc2	9	6	15	11
Dmtf1	592.23	756.5	530.6	735.7
Dmtn	204	231	244	146
Dmwd	574	617	758	607
Dmxl1	1350	1573	1254	1568
Dmxl2	381	416	381	387
Dna2	29	33	26	27
Dnaaf1	0	0	0	0
Dnaaf2	100.19	125.89	186.18	99.1
Dnaaf3	21	8	37	28
Dnaaf5	390	445	559	387
Dnah1	5	4	11	15
Dnah10	10	3	8	5
Dnah11	0	0	1.05	0
Dnah17	23.02	18.04	44.22	25.03
Dnah2	12	14	19	17
Dnah5	0	0	0	1
Dnah6	6	8	10	13
Dnah7a	1.33	1.17	2.29	1.23
Dnah7b	18.67	47.83	29.71	25.77
Dnah8	1	6	5	8
Dnah9	1	1	2	2
Dnaic1	0	3	0	2
Dnaic2	3	1	3	6
Dnaja1	3214.09	3993.14	3242.01	3021.39
Dnaja2	3724	4301	3826	3651
Dnaja3	2868	3165	2828	2472
Dnaja4	341	393	342	328
Dnajb1	823	906	1169	904
Dnajb11	1316	1482	1805	1440
Dnajb12	572	700	721	640
Dnajb13	12	16	30	19
Dnajb14	282	275	275	286
Dnajb2	858	876	1122	694
Dnajb3	22	29	36	38
Dnajb4	1084	1074	1269	1334
Dnajb5	108	131	189	145
Dnajb6	1791	2012	2223	1898
Dnajb7	3	4	2	4
Dnajb8	0	0	0	0
Dnajb9	2280	3214	1758	2094.34
Dnajc1	1166.76	1274.83	1305.72	1280.07
Dnajc10	1262	1524	1910	1644
Dnajc11	1845	2062	1847	1393
Dnajc12	29	30	37	37
Dnajc13	2125	2410	2246	2255
Dnajc14	1188.03	1386.92	1641.57	1296.02
Dnajc15	1006	1336	887	817
Dnajc16	550	606	630	520
Dnajc17	73	97	119	88
Dnajc18	379	427	517	469
Dnajc19	403.27	533.99	363.83	334.04
Dnajc2	532	540	546	474
Dnajc21	589	646	585	540
Dnajc22	38	36	35	25
Dnajc24	132	202	226	142
Dnajc25	369	504	459	343
Dnajc27	79	95	126	106
Dnajc28	269	308	270	245
Dnajc3	2345	2811	3077	2762
Dnajc30	311.1	360.62	410.69	314.53
Dnajc4	222	290	239	216
Dnajc5	2902	3287	3203	3110
Dnajc5b	0	0	0	0
Dnajc5g	0	0	0	0
Dnajc6	1	6	3	3
Dnajc7	1666	1778	1629	1300
Dnajc8	980	1124	923	1197
Dnajc9	237	261	211	202
Dnal1	176	230	206	273
Dnal4	173	226	285	187
Dnali1	2	1	1	0
Dnase1	6	9	1	3
Dnase1l1	179	196	236	221
Dnase1l2	8	15	16	9
Dnase1l3	3	3	2	3
Dnase2a	255	315	318	242
Dnase2b	0	0	0	0
Dnd1	3	5	10	4
Dner	2	5	0	3
Dnlz	426	555.48	668	454.11
Dnm1	468	602	579	554
Dnm1l	2206	2582	1912	2446
Dnm2	2375.3	2736	2309.07	2726.08
Dnm3	22	23	45	24
Dnm3os	1424.44	1556	1423.49	1664
Dnmbp	372	496	465	494
Dnmt1	497	529	639	638
Dnmt3a	1122	1210	1358	1094
Dnmt3aos	0	0	2	1
Dnmt3b	34	33	43	27
Dnmt3l	37	43	80	64
Dnpep	1338	1518	1707	1471
Dnph1	17	24	43	25
Dntt	0	0	0	0
Dnttip1	419	482	557	418
Dnttip2	663	775	681	711
Doc2a	61.8	80.92	75.87	61.76
Doc2b	25	24	33	25
Doc2g	64	53	87	60
Dock1	1373	1591	1879	1752
Dock10	1460	1749	1202	1442
Dock11	408	546	425	512
Dock2	94	115	113	121
Dock3	1	4	2	1
Dock4	350	399	396	422
Dock5	645	712	616	650
Dock6	197	241	345	294
Dock7	1297	1317	1574	1651
Dock8	94	116	105	112
Dock9	344	422	370	319
Dohh	766	805	1311	578
Dok1	279	294	694	412
Dok2	36	42	52	36
Dok3	18	19	27	22
Dok4	72.65	88.17	150.06	94.75
Dok5	41	41	57	53
Dok6	8	12	12	12
Dok7	3	3	8	4
Dolk	2114	2599	2285	1431
Dolpp1	384	450	381	404
Donson	130	161	152	149
Dopey1	522.72	633.72	497.42	641.36
Dopey2	383	500	633	504
Dos	46.93	41.76	71.05	45.76
Dot1l	1015	1118	981	965
Doxl2	0	0	0	0
Dpagt1	509	646	744	648
Dpcd	199	199	322	167
Dpcr1	0	0	1	1
Dpep1	14867	16997	12661	9278
Dpep2	285	341	345	381
Dpep3	4	7	14	8
Dpf1	252	249	320	225
Dpf2	826	981	916	850
Dpf3	50	53	52	33
Dph1	270.83	391.68	412.43	266.31
Dph2	85	109	162	101
Dph3	387	479	457	371
Dph5	111	119	191	108
Dph6	311	374	336	341
Dph7	124.29	138.41	150.18	142.77
Dpm1	101.51	124.41	135.41	115.98
Dpm1-adnp	2230.4	2569.32	2058.81	2262.29
Dpm2	235	300	259	259
Dpm3	263	289	847	233
Dpp10	0	1	0	0
Dpp3	1267	1464	2001	1249
Dpp4	21	29	41	52
Dpp6	37	25	93	137
Dpp7	594	816	658	649
Dpp8	1947	2217	2085	2152
Dpp9	720	853	945	870
Dppa1	0	0	0	0
Dppa2	2	2	0	2
Dppa3	1	0	2	0
Dppa4	0	0	0	0
Dppa5a	0	0	0	0
Dpt	2435	3663	2506	2673
Dpy19l1	721	935	836	969
Dpy19l2	0	0	0	0
Dpy19l3	154	194	243	246
Dpy19l4	330	410	391	361
Dpy30	232	270	297	169
Dpyd	105	149	128	99
Dpys	0	0	0	0
Dpysl2	301	361	393	421
Dpysl3	92	127	280	240
Dpysl4	16	19	9	8
Dpysl5	0	0	0	4
Dqx1	25	37	27	23
Dr1	1030	1177	1388	1337
Dram1	1431	1585	2343	2297
Dram2	1316	1793	1181	1308
Drap1	1869	1913	2261	1312
Draxin	311	288	404	478
Drc1	0	1	3	2
Drc7	0	0	0	0
Drd1	64	69	55	57
Drd2	0	0	0	0
Drd3	0	0	0	0
Drd4	1	0	6	5
Drd5	0	0	0	0
Dreh	0	0	0	1
Drg1	939	1089	1274	888
Drg2	644	787	633	665
Drosha	688	751	686	764
Drp2	9	11	8	10
Dsc1	0	0	0	0
Dsc2	8	12	19	19
Dsc3	1	3	43	58
Dscam	1	1	0	1
Dscaml1	0	0	0	0
Dscc1	6	4	7	7
Dscr3	883	1021	1009	936
Dse	1198	1501	1855	1927
Dsel	437	544	620	675
Dsg1a	0	0	1	0
Dsg1b	0	1	0	0
Dsg1c	0	0	0	0
Dsg2	0	0	17	16
Dsg3	0	0	12	29
Dsg4	0	0	0	0
Dsn1	116	146	136	105
Dsp	2	1	129	140
Dspp	0	0	0	0
Dst	4860.72	4894.73	6472.15	6879.11
Dstn	2827	3259	3265	3287
Dstyk	463	531	591	551
Dtd1	125	167	165	138
Dtd2	225	273	282	190
Dthd1	0	0	1	0
Dtl	53	83	83	69
Dtna	154	125	221	208
Dtnb	114	130	196	176
Dtnbp1	1278	1551	1497	1137
Dtwd1	98	107	130	110
Dtwd2	46	77	43	36
Dtx1	3	0	0	1
Dtx2	855	1059	995	861
Dtx3	539	474	719	609
Dtx3l	421.37	545.46	425.5	485.96
Dtx4	1706	2016	2103	1694
Dtymk	351	347	382	343
Duox1	19	17	35	34
Duox2	1	1	0	0
Duoxa1	24	31	20	31
Duoxa2	0	0	0	0
Dupd1	0	0	0	1
Dus1l	681	753	904	626
Dus2	510	527	741	501
Dus3l	379	387	451	324
Dus4l	69	72	65	85
Dusp1	1931	2125	2960	2368
Dusp10	553	669	439	475
Dusp11	1786	2137	1963	2267
Dusp12	74	112	174	111
Dusp13	3	2	7	3
Dusp14	37	52	48	55
Dusp15	7	6	2	3
Dusp16	419	466	505	464
Dusp18	495	585	412	394
Dusp19	158	164	184	155
Dusp2	5	5	16	7
Dusp21	0	0	0	0
Dusp22	659	773	710	542
Dusp23	261	271	255	233
Dusp26	0	0	0	0
Dusp27	1	2	15	4
Dusp28	105	120	112	82
Dusp3	1894	2205	2103	1699
Dusp4	937	1283	1216	855
Dusp5	36	41	75	69
Dusp6	310	421	622	426
Dusp7	342	420	522	459
Dusp8	95	99	116	108
Dusp9	8	3	28	18
Dut	207	254	437	229
Dux	0	0	0	0
Duxbl1	5	1	2	6
Duxbl2	0	0	0	0
Duxbl3	0	0	0	0
Dvl1	883	945	1059	858
Dvl2	330	407	402	303
Dvl3	505	499	474	448
Dxo	177	223	253	181
Dydc1	0	0	0	0
