WT_1	WT_2	KO_1	KO_2
Ccdc137	22.33	20.82	17.71	22.68
Ccdc138	3.12	2.74	2.61	2.71
Ccdc14	2.75	1.77	2.12	2.59
Ccdc141	1.06	1.33	2.15	2.09
Ccdc142	2.84	3.16	2.76	2.28
Ccdc144b	0	0	0	0
Ccdc146	0.07	0.04	0.03	0.11
Ccdc148	0	0.07	0.03	0.07
Ccdc149	9.28	7.68	7.07	7.69
Ccdc15	2.51	2.14	2.27	2.57
Ccdc150	0.06	0.06	0.13	0.06
Ccdc151	0.28	0.28	0.05	0.06
Ccdc152	6.82	5.27	4.58	4.8
Ccdc153	0	0	0	0
Ccdc154	0	0	0.09	0
Ccdc155	0.11	0.17	0.33	0.11
Ccdc157	8.67	8.76	8.34	8.54
Ccdc158	0.03	0.07	0.03	0.07
Ccdc159	4.3	3.67	4.42	6.54
Ccdc160	0	0	0	0.08
Ccdc162	0.23	0.15	0.13	0.27
Ccdc163	12.89	14.85	10.05	13.04
Ccdc166	3.04	2.14	2.71	3.07
Ccdc167	6.03	5.88	5.65	5.1
Ccdc169	0.17	0.21	0.24	0.63
Ccdc17	1.92	1.81	1.69	2.27
Ccdc170	0.23	0.17	0.24	0.69
Ccdc171	1.89	1.87	1.99	1.8
Ccdc172	0	0	0	0
Ccdc173	1.24	1.94	1.94	2.31
Ccdc174	36.56	34.64	32.92	34.54
Ccdc175	0	0	0	0
Ccdc176	1.9	2.05	1.91	2.13
Ccdc177	0.06	0.03	0.02	0
Ccdc178	0	0	0	0
Ccdc18	4.62	5.2	4.94	5.02
Ccdc180	0.02	0.02	0	0
Ccdc181	3.96	3.79	4.08	5
Ccdc183	0.15	0.07	0.12	0.15
Ccdc184	0.05	0	0.09	0.11
Ccdc185	0	0	0	0
Ccdc186	27.63	26.82	22.81	27.77
Ccdc22	17.81	17.58	17.42	16.85
Ccdc23	41.98	39.39	52.69	56.53
Ccdc24	1.4	1.19	1.58	1.59
Ccdc25	33.16	34.77	30.12	33.12
Ccdc27	0	0	0	0
Ccdc28a	7.39	7.42	7.83	7.24
Ccdc28b	11	11.36	13.52	7.98
Ccdc3	3.45	3.18	3.23	4.27
Ccdc30	4.15	3.18	2.38	2.54
Ccdc32	22.86	24.03	21.27	22.96
Ccdc33	0	0.04	0	0
Ccdc34	36.39	41.62	42.22	39.87
Ccdc34os	0.13	0.26	0.22	0
Ccdc36	0.39	0.85	0.68	0.82
Ccdc37	1.51	1.85	1.22	2.55
Ccdc38	0.27	0.2	0.31	0.1
Ccdc39	0.36	0.47	0.51	0.55
Ccdc40	0.07	0.05	0.06	0.15
Ccdc42	0	0	0	0
Ccdc42b	0	0	0	0
Ccdc43	12.72	13.4	14.05	13.36
Ccdc47	118.62	120.07	115.33	118.12
Ccdc50	48.99	44.97	40.53	44.92
Ccdc51	4.66	4.98	4.54	5
Ccdc53	60.33	60.82	59.27	59.64
Ccdc54	0	0	0.08	0
Ccdc55	27.7	28.88	28.85	29.12
Ccdc57	1.2	1.04	1.15	1.48
Ccdc58	43.09	43.8	41.12	47.65
Ccdc59	46.29	49.28	46.97	53.13
Ccdc6	40.19	36.55	34.85	38.95
Ccdc60	0	0	0	0
Ccdc61	12.62	11.95	12.2	12.57
Ccdc62	1.85	1.33	1.46	1.09
Ccdc63	0	0	0	0.12
Ccdc64	2.84	3.08	2.15	2.63
Ccdc64b	0	0	0.16	0.06
Ccdc65	1.54	0.26	0.67	0.93
Ccdc66	9.85	9.24	10.49	10.93
Ccdc67	0	0	0	0.04
Ccdc68	0.17	0.25	0.62	0.25
Ccdc69	1.7	1.86	1.79	1.34
Ccdc70	0	0	0	0
Ccdc71	25.87	23.85	23.63	25.72
Ccdc71l	51.51	51.67	44.66	51.33
Ccdc73	0.5	0.25	0.47	0.43
Ccdc74a	0.7	0.99	0.75	0.7
Ccdc77	10.61	10.65	9.53	12.35
Ccdc78	0.23	0.15	0.26	0.15
Ccdc79	0.04	0	0	0.13
Ccdc7a	0	0	0	0
Ccdc7b	0	0	0	0.12
Ccdc8	13.05	11.72	12.77	12.2
Ccdc80	441.71	434.27	340.84	385.64
Ccdc81	0	0	0	0.09
Ccdc82	12.33	13.14	12.41	14.15
Ccdc83	0	0	0	0
Ccdc84	7.78	7.7	7.06	6.86
Ccdc85a	0.43	0.43	0.44	0.5
Ccdc85b	42.79	44.79	45.8	41.83
Ccdc85c	9.56	10.44	6.42	7.89
Ccdc86	19.32	19.29	16.99	20.09
Ccdc87	0.04	0.15	0.03	0.12
Ccdc88a	15.53	14.23	14.01	15.03
Ccdc88b	0.17	0.15	0.35	0.22
Ccdc88c	0.02	0.06	0.52	0.42
Ccdc89	0.32	0.78	0.71	0.68
Ccdc9	28.24	28.53	25.56	27.89
Ccdc90b	36.04	37.03	36.43	41.31
Ccdc91	33.57	32.59	33.34	33.67
Ccdc92	0.5	0.55	1.29	0.77
Ccdc93	15.57	13.71	12.75	14.17
Ccdc94	11.66	10.78	11.12	11.32
Ccdc96	0.1	0.1	0.11	0.41
Ccdc97	27.58	26.32	27.93	26.88
Ccer1	0	0	0	0
Cchcr1	11.18	10.56	10.62	11.92
Ccin	0.31	0.43	0.26	0.43
Cck	14.64	14.17	21.02	17.94
Cckar	0	0	0.04	0
Cckbr	0	0	0	0
Ccl1	0	0	0	0
Ccl11	12.66	10.86	16.3	17.04
Ccl12	0	1.29	0	0.52
Ccl17	0	0	0	0
Ccl19	0.56	0.74	0.78	1.86
Ccl2	26.81	21.5	37.64	33.57
Ccl20	0	0	0	0
Ccl21a	0	0	0	0
Ccl21b	0.64	0.79	0.4	1.27
Ccl21c	0	0	0	0
Ccl22	0	0	0.06	0
Ccl24	0	0.2	0.17	0.1
Ccl25	8.09	7.86	8.66	9.63
Ccl26	0	0	0	0
Ccl27a	7.28	6.55	6.12	5.53
Ccl27b	0.24	0.33	0.19	0.16
Ccl28	0.85	0.94	0.66	0.78
Ccl3	2.69	1.67	2.95	4.69
Ccl4	0.62	0.41	0.34	0.61
Ccl5	2.37	0.78	1.76	4.98
Ccl6	67.89	67.14	101.72	102.52
Ccl7	39.69	36.84	52.43	56.38
Ccl8	57.05	56.21	114.61	103.16
Ccl9	21.09	21.74	31.42	32.27
Ccm2	53.55	51.5	52.06	54.3
Ccm2l	0.28	0.28	0.33	0.39
Ccna1	0	0.16	0.07	0.24
Ccna2	73.02	73.12	73.88	81.24
Ccnb1	67.23	66.52	68.12	72.6
Ccnb1ip1	0	0	0	0
Ccnb2	63.28	67.61	74.5	66.42
Ccnb3	0	0	0	0.05
Ccnc	24.88	25.78	23.29	24.88
Ccnd1	6.31	6.09	11.83	11.04
Ccnd2	121.57	115.11	114.47	129.04
Ccnd3	101.51	105.19	110.89	117.11
Ccndbp1	36.89	34.86	36.85	40.41
Ccne1	28.47	25.72	29.38	27.83
Ccne2	12.67	12.24	10.85	10.7
Ccnf	20.1	17.1	18.78	21
Ccng1	190.44	193.22	177.24	200.76
Ccng2	43.93	43	44.78	48.24
Ccnh	28.67	27.58	26.01	30.31
Ccni	216.18	220.6	210.35	225.39
Ccnj	2.32	2.23	1.83	2.37
Ccnjl	0.18	0.14	0.08	0.14
Ccnk	37.18	35.7	34.66	34.95
Ccnl1	57.96	54.92	53.06	56.25
Ccnl2	81.04	77.93	73.96	78.05
Ccno	2.2	1.52	1.79	1.6
Ccnt1	26.59	24.17	24.84	23.96
Ccnt2	25.48	25.16	22.82	27.7
Ccny	73.49	69.69	69.89	74.62
Ccnyl1	32.09	31.82	31.91	34.18
Ccp110	10.03	10.29	8.88	10.54
Ccpg1	57.89	56.44	53.59	57.27
Ccpg1os	11.21	9.97	12.05	9.08
Ccr1	5.63	5.06	9.59	10.48
Ccr10	0.58	0.29	0.3	0.36
Ccr1l1	0	0	0	0
Ccr2	0.03	0	0	0
Ccr3	0	0	0	0.04
Ccr4	0	0.13	0	0
Ccr5	0.08	0.21	0.18	0.17
Ccr6	0.21	0	0	0
Ccr7	0.19	0.13	0.38	0.32
Ccr8	0	0	0	0
Ccr9	0	0.03	0	0
Ccrl2	0.61	0.42	0.42	0.78
Ccrn4l	15.07	14.21	11.82	14.05
Ccs	54.63	50.33	53.7	51.09
Ccsap	7.37	6.74	8.05	6.82
Ccser1	0.09	0.13	0.09	0.2
Ccser2	21.73	20.46	19.63	23.42
Cct2	413.98	429.75	413.34	414.35
Cct3	281.84	274.89	276.47	274.97
Cct4	248.43	252.73	259.85	258.84
Cct5	327.09	343.58	345.39	334.18
Cct6a	229.42	225.58	223.94	222.1
Cct6b	0.56	0.48	0.34	0.55
Cct7	226.81	235.46	232.53	233.51
Cct8	233.1	239.44	243.64	237.2
Cct8l1	0	0	0	0
Ccz1	58.32	61.68	60.26	64.42
Cd101	0	0	0	0.04
Cd109	9.48	8.62	9.72	11.07
Cd14	14.79	14.5	16.79	19.18
Cd151	171.88	172.92	169.92	165.32
Cd160	0.25	0.2	0.55	0.05
Cd163	28.79	29.65	63.13	67.18
Cd163l1	0	0	0	0
Cd164	522.32	519.79	478.78	531.07
Cd164l2	0	0.13	0	0.13
Cd177	0.05	0	0.08	0.05
Cd180	0.16	0.16	0.4	0.43
Cd19	0	0	0	0
Cd1d1	21.37	22.24	17.5	20.46
Cd1d2	0	0	0	0
Cd2	0	0	0	0
Cd200	0.32	0.58	0.88	0.95
Cd200r1	4.64	3.81	9.41	10.27
Cd200r2	0	0	0	0
Cd200r3	0.09	0	0.17	0
Cd200r4	0.52	0.81	1.92	2.39
Cd207	0	0	0	0
Cd209a	0	0	0	0
Cd209b	0	0	0.17	0.07
Cd209c	0.08	0.48	0.07	0.32
Cd209d	0	0	0	0
Cd209e	0	0	0	0
Cd209f	0.12	0	0	0
Cd209g	0	0	0.3	0
Cd22	0.03	0.09	0.03	0.03
Cd226	0	0	0	0
Cd244	0	0	0.11	0.03
Cd247	0	0	0.26	0.28
Cd248	178.22	170.96	162.24	182.91
Cd24a	17.69	16.36	23.49	24.7
Cd27	0	0.2	0	0.2
Cd274	1.52	1.3	1.38	2.32
Cd276	16.1	14.91	16.55	17.18
Cd28	0	0	0	0.06
Cd2ap	28.17	28.3	28.58	28.79
Cd2bp2	38.91	37.69	39.22	39.7
Cd300a	0.62	0.55	0.93	1.06
Cd300c	0	0	0	0
Cd300e	0	0	0	0
Cd300lb	1.33	1.02	1.54	1.88
Cd300ld	1.95	2.04	2.03	1.79
Cd300lf	0.66	0.37	0.85	1.12
Cd300lg	7.61	9.11	9.75	13.19
Cd300lh	1.64	3.59	6.2	0
Cd302	158.85	155.4	142.6	149.67
Cd320	90.1	93.75	93.28	89.31
Cd33	1.8	1.51	3.25	3.6
Cd34	14.45	15.87	15.9	14.91
Cd36	138.24	134.13	151.03	169.04
Cd37	3.45	2.26	3.98	3.27
Cd38	12.2	12.12	17.79	18.42
Cd3d	0	0.09	0.08	0.1
Cd3e	0	0.09	0	0.09
Cd3eap	21.7	20.9	20.61	20.26
Cd3g	0	0	0	0
Cd4	0.4	0.32	0.23	0.4
Cd40	0.38	1.21	0.79	1.52
Cd40lg	0	0	0	0
Cd44	56.55	53.4	68.3	72.27
Cd46	1.59	0.94	1.32	0.84
Cd47	309.82	315.2	313.64	330.9
Cd48	1.92	1.45	2.17	2.69
Cd5	0	0	0	0
Cd52	1.12	0.83	1.41	1.12
Cd53	5.6	5.77	8.92	9.36
Cd55	3	3.69	4.47	5.03
Cd55b	0	0	0	0
Cd59a	2.72	2.57	2.72	3.29
Cd59b	0.53	0.83	0.58	0.35
Cd5l	0	0.06	0.36	0.31
Cd6	0	0	0.04	0
Cd63	1531.66	1567.97	1664.91	1614.75
Cd68	39.21	37.91	68.46	73.37
Cd69	0	0	0	0
Cd7	0	0	0	0
Cd70	0	0	0	0
Cd72	0	0.2	0	0.11
Cd74	2.19	2.91	2.98	2.92
Cd79a	0.1	0.1	0.48	0.1
Cd79b	0	0	0	0.11
Cd80	8.07	7.92	9.03	10.84
Cd81	357.69	347.83	354.96	367.96
Cd82	6.3	7.43	8.26	11.02
Cd83	0.12	0	0.2	0.23
Cd84	6.87	7.48	12.92	12.2
Cd86	0.2	0.15	0.24	0.39
Cd8a	0	0	0.07	0
Cd8b1	0	0	0	0
Cd9	20.35	19.19	29.86	28.95
Cd93	10.05	8.46	11.82	12.43
Cd96	0	0	0.05	0
Cd99l2	32.93	34.08	33.87	33.53
Cda	9.83	7.3	14.36	11.58
Cdadc1	36.33	30.32	33.86	34.89
Cdan1	7.94	8.39	8.27	8.17
Cdc123	73.3	71.42	78.41	71.03
Cdc14a	2.06	1.86	2.29	1.93
Cdc14b	5.64	4.69	4.51	4.63
Cdc16	123.13	119.6	113.91	121.46
Cdc20	75.9	73.2	75.26	69.11
Cdc20b	0	0	0	0
Cdc23	43.41	42.13	40.48	40.94
Cdc25a	16.81	15.37	13.33	12.31
Cdc25b	16.01	15.35	17.91	18.97
Cdc25c	10.5	10.78	12.1	12.57
Cdc26	79.94	81.97	84.49	81.58
Cdc27	38.6	34.4	33.28	38.41
Cdc34	77.57	84.01	76.25	81.75
Cdc37	144.45	152.19	156.5	150.04
Cdc37l1	42.17	40.44	34.18	39.39
Cdc40	28.02	26.88	25.23	28.26
Cdc42	378.14	392.54	381.48	399.79
Cdc42bpa	25.47	22.06	21.31	23.63
Cdc42bpb	54.79	50.43	46.54	51.08
Cdc42bpg	10.57	10.57	10.34	10.3
Cdc42ep1	45.85	44.92	41.51	44.29
Cdc42ep2	21.75	22.3	24.2	26.31
Cdc42ep3	6.93	6.23	7.49	8.23
Cdc42ep4	31.22	31.11	34.99	34.18
Cdc42ep5	9.15	7.24	10.82	9.71
Cdc42se1	81.5	80.79	79.11	77.83
Cdc42se2	32.1	33.23	34.06	37
Cdc45	27.82	28.96	31.97	34.21
Cdc5l	57.45	53.05	51.9	58.84
Cdc6	7.18	7.41	8.41	7.47
Cdc7	14.1	10.7	11.82	12.58
Cdc73	37.26	36.21	33.98	36.77
Cdca2	16.93	15.7	15.64	16.92
Cdca3	54.07	59.19	61.29	56.79
Cdca4	34.4	32.43	33.78	33.17
Cdca5	13.08	14.19	15.53	15.9
Cdca7	18.32	18.77	16.4	16.19
Cdca7l	9.3	5.97	7.57	8.07
Cdca8	39.95	39.71	43.47	43.56
Cdcp1	0.06	0.03	1.36	1.11
Cdcp2	0	0	0	0.09
Cdh1	0.19	0.19	4.4	3.92
Cdh10	0.11	0.36	0.27	0.29
Cdh11	192.31	182.65	174.55	184.58
Cdh12	0.04	0	0	0.02
Cdh13	7.93	5.54	8.44	9.79
Cdh15	0.48	0.43	2.29	2.6
Cdh16	0	0	0	0
Cdh17	0.18	0.21	0.06	0.21
Cdh18	0.23	0.09	0.15	0.22
Cdh19	0.57	0.64	0.44	0.56
Cdh2	115.96	115.3	104.07	118.35
Cdh20	0	0	0.03	0.03
Cdh22	0.07	0.07	0.03	0.07
Cdh23	0.09	0.03	0.03	0.05
Cdh24	3.36	2.52	2.92	3.16
Cdh26	0	0	0	0
Cdh3	0.24	0.15	1.95	2.21
Cdh4	0.17	0.11	0.16	0.13
Cdh5	24.13	23.43	26.08	31.43
Cdh6	2.45	3.36	3.5	3
Cdh7	0	0	0.03	0
Cdh8	0.04	0	0	0
Cdh9	0.13	0.25	0.18	0.38
Cdhr1	0.09	0.08	0.17	0.17
Cdhr2	0	0	0	0
Cdhr3	0.04	0	0.03	0.08
Cdhr5	0.06	0	0.1	0
Cdip1	19.37	16.75	15.95	16.11
Cdipt	62.86	67.3	66.05	65.15
Cdk1	49.78	52.93	54.35	54.03
Cdk10	25.86	27.55	28.43	25.82
Cdk11b	69.7	74.61	75.55	75.72
Cdk12	20.31	18.24	16.93	20.22
Cdk13	25.14	23.05	23.29	24.07
Cdk14	26.86	25.8	20.85	25.32
Cdk15	0	0	0	0
Cdk16	102.5	98.24	99.69	105.64
Cdk17	21.89	21.81	19.75	19.81
Cdk18	2.15	2.21	2.37	3.19
Cdk19	16.15	16.87	16.85	16.18
Cdk2	23.47	26.42	23.84	24.99
Cdk20	21.08	19.72	20.93	22.22
Cdk2ap1	109.33	127.91	115.05	111.94
Cdk2ap2	164.86	162.25	135.87	142.35
Cdk3-ps	0.09	0.18	0.22	0.09
Cdk4	328.73	320.26	326.45	312.65
Cdk5	21.42	24.46	24.32	23.02
Cdk5r1	0.92	0.7	1.26	1.09
Cdk5r2	0.18	0.14	0.34	0.5
Cdk5rap1	9.65	10.37	9.54	10.68
Cdk5rap2	14.11	12.63	12.15	13.09
Cdk5rap3	67.41	68.36	68.93	65.89
Cdk6	0.9	0.45	0.76	1
Cdk7	14.21	13.78	13.54	13.22
Cdk8	34.32	37.06	33.06	32.78
Cdk9	41.26	41.17	38.52	36.48
Cdkal1	11.23	11.11	10.12	9.57
Cdkl1	0	0.07	0.19	0.07
Cdkl2	2.42	2.36	2.16	2.73
Cdkl3	6.96	7.93	7.04	7.66
Cdkl4	0.13	0.13	0.11	0.04
Cdkl5	0.8	0.64	0.79	0.45
Cdkn1a	110.55	115.64	146.35	145.73
Cdkn1b	64.35	66.38	60.04	63.55
Cdkn1c	11.64	12.09	13.94	15.33
Cdkn2a	11.19	12.33	9.53	8.93
Cdkn2aip	11.12	12.1	11.82	12.44
Cdkn2aipnl	16.48	16.58	19.83	19.02
Cdkn2b	37.52	38.23	36.44	33.53
Cdkn2c	55.31	57.95	54.01	55.98
Cdkn2d	34.33	32.3	35.48	37.48
Cdkn3	26.53	30.19	31.94	30.18
Cdnf	3.65	3.57	2.63	2.73
Cdo1	37.87	35.21	28.86	30.87
Cdon	31.58	29	27.98	33.49
Cdpf1	23.59	21.18	22.01	19.61
Cdr1	0	0	0	0
Cdr2	55.82	53.67	56.26	55.03
Cdr2l	81.44	75.88	70.76	79.33
Cdrt4	0	0	0	0
Cdrt4os1	0	0	0	0
Cds1	0.91	0.65	0.89	0.69
Cds2	27.43	24.93	25.25	26.71
Cdsn	0.46	0.37	0.46	0.69
Cdt1	17	16.95	18.95	18.57
Cdv3	115.61	111.56	109.37	117.67
Cdx1	0	0	0	0
Cdx2	0	0	0	0
Cdx4	0	0	0	0
Cdyl	14.76	15.28	12.98	15.85
Cdyl2	2.36	2.74	2.47	2.84
Ceacam-ps1	0	0	0	0
Ceacam1	0.35	0.35	0.51	0.47
Ceacam10	0	0	0	0
Ceacam11	0	0	0	0
Ceacam12	0	0	0	0
Ceacam13	0	0	0	0
Ceacam14	0	0	0	0
Ceacam15	0	0	0	0.09
Ceacam16	0	0	0	0
Ceacam18	0	0	0	0
Ceacam19	0	0	0	0
Ceacam2	0	0	0.04	0
Ceacam20	0	0.04	0	0.04
Ceacam3	0	0	0	0
Ceacam5	0	0	0	0
Ceacam9	0	0	0	0
Cebpa	145.58	140.2	117.37	118.78
Cebpb	412.05	439.63	351.76	412.36
Cebpd	155.77	168.8	156.95	160.2
Cebpe	0	0	0	0
Cebpg	28.35	28.62	27.41	30.76
Cebpz	46.8	44.3	40.92	45.3
Cebpzos	15.31	17.44	18.56	14
Cecr2	0.11	0.08	0.17	0.05
Cecr5	12.6	13.59	12.94	13.59
Cecr6	0.03	0.17	0.25	0.17
Cel	0	0	0.05	0
Cela1	6.18	5.55	7.01	6.04
Cela2a	0	0	0	0
Cela3a	0	0	0	0
Cela3b	0	0	0	0
Celf1	46.6	41.35	42.29	43.87
Celf2	47.52	46.84	39.22	47.72
Celf3	0.1	0.36	0.42	0.45
Celf4	0.61	0.85	1.28	1.04
Celf5	0.39	0.47	0.23	0.22
Celf6	0	0	0	0
Celrr	0	0	0	0
Celsr1	0.14	0.12	0.26	0.28
Celsr2	0.13	0.08	0.36	0.29
Celsr3	0.4	0.35	0.46	0.7
Cemip	13.22	10.53	8.94	9.75
Cend1	1.52	1.28	1.97	2.27
Cenpa	53.13	62.42	69.15	61.6
Cenpb	149.38	153.44	156.68	160.15
Cenpc1	19.16	19.81	19.51	19.46
Cenpe	25.6	24.58	25.11	27.18
Cenpf	18.25	17.77	18.53	20.26
Cenph	23.46	25.69	22.18	23.97
Cenpi	10.12	11.3	12.2	13.05
Cenpj	8.53	8.06	8.2	9.17
Cenpk	12.33	10.81	12.15	12.84
Cenpl	7.68	6.67	7.63	7.56
Cenpm	17.9	19.06	18.09	15.24
Cenpn	14.64	15.2	17.63	17.55
Cenpo	5.04	4.58	5.39	4.97
Cenpp	15.6	14.96	13.65	13.45
Cenpq	21.83	26.32	26.02	22.25
Cenpt	11.95	12.39	12.29	10.69
Cenpu	6.11	7.03	7.04	5.94
Cenpv	11.41	13.16	11.21	12.36
Cenpw	5.19	6.63	8.39	7.08
Cep104	19.88	18.27	17.95	19.79
Cep112	3.63	2.8	3.24	2.88
Cep120	17.23	17.56	17.57	17.9
Cep126	1.99	2.14	1.72	2.15
Cep128	7.27	7.28	7.2	6.51
Cep131	14.5	15.38	14.06	14.74
Cep135	3.47	3.53	3.43	4.14
Cep152	4.82	4.02	4.52	5.01
Cep162	6.36	5.66	6.43	6.27
Cep164	12.9	13.12	13.31	13.17
Cep170	27.59	24.57	24.77	27.09
Cep170b	17.58	16.29	17.01	17.38
Cep19	10.88	10.11	11	13.7
Cep192	16.05	14.49	14.97	16.19
Cep250	9.15	8.93	8.37	9.48
Cep290	4.94	4.68	4.72	5.56
Cep295	10.21	8.04	8.92	9.82
Cep350	15.11	12.89	12.84	13.42
Cep41	3.85	3.07	3.02	3.52
Cep44	17.81	18.72	17.98	20.17
Cep55	22.75	20.94	22.52	25.56
Cep57	22.56	26.18	21.85	25.3
Cep57l1	9.64	8.55	10.06	8.44
Cep63	22.45	24.56	22.38	24.17
Cep68	16.32	16.06	14.9	16.02
Cep70	1.49	1.43	1.04	1.15
Cep72	1.15	1.01	1.81	1.48
Cep76	9.74	10.71	9.29	10.9
Cep78	14.06	13.73	12.59	14.43
Cep83	21.29	20.02	18.82	21.36
Cep83os	7.11	6.37	6.71	6.7
Cep85	21.87	21.09	19.35	20.83
Cep85l	3.82	3.19	3.73	4.08
Cep89	14.44	14.82	13.55	15.38
Cep95	11.8	10.54	11.64	10.84
Cep97	5.13	3.82	5.58	4.63
Cept1	32.21	33.15	35.92	38.32
Cer1	0	0	0	0.07
Cercam	40.66	42.11	49.03	52.32
Cerk	11.84	12.16	14.39	15.3
Cerkl	0	0.07	0	0.07
Cers1	1.32	1.17	1.22	1.9
Cers2	121.57	126.76	114.61	127.07
Cers3	0.11	0.3	0.25	0.08
Cers4	6.93	7.56	7.61	7.84
Cers5	99.06	101.23	105.52	99.55
Cers6	22.2	18.21	18.75	19.92
Ces1a	0.06	0.13	0.05	0.06
Ces1b	0	0	0	0
Ces1c	0	0	0	0
Ces1d	0.06	0.06	0.11	0.13
Ces1e	0	0.06	0	0
Ces1f	0.13	0.06	0	0
Ces1g	0	0.05	0.05	0.05
Ces2a	0	0	0	0
Ces2b	0.07	0	0	0
Ces2c	0	0	0.16	0.19
Ces2d-ps	0	0	0	0
Ces2e	0.31	0.19	0.1	0.06
Ces2f	0.07	0	0	0
Ces2g	5.19	4.49	5.92	7.66
Ces2h	0	0	0	0
Ces3a	0	0	0	0
Ces3b	0	0	0	0
Ces4a	0	0	0	0.05
Ces5a	0	0	0	0
Cetn1	0	0	0	0
Cetn2	72.87	77.52	73.69	76.21
Cetn3	89.63	101.7	91.98	97.65
Cetn4	19.68	16.34	20.93	14.36
Cfap126	2.76	1.49	2.3	2.25
Cfap20	37.21	35.18	35.27	35.07
Cfap221	0	0.05	0	0
Cfap36	51.02	51.92	58.98	60.22
Cfap43	0.57	0.47	0.62	0.53
Cfap44	0.04	0.09	0.06	0.09
Cfap45	0.07	0.2	0.23	0.62
Cfap46	0.07	0.04	0.05	0.04
Cfap52	0	0	0.05	0
Cfap53	0	0.07	0.06	0.13
Cfap57	0	0	0	0
Cfap58	0	0	0	0
Cfap61	0	0	0.07	0.08
Cfap69	4.82	4.89	6.15	6.39
Cfap70	0.03	0.03	0.03	0.07
Cfap74	1.81	1.8	1.8	1.98
Cfap97	14.61	12.57	12.45	14.74
Cfb	125.35	122.69	188.96	208.63
Cfc1	0	0	0	0
Cfd	0.42	0	0.47	0.28
Cfdp1	117.97	119.53	115.79	111.35
Cfh	152.63	140.94	133.64	140.43
Cfhr1	0	0	0	0
Cfhr2	0.48	0.28	0.32	0.29
Cfi	2.11	1.97	1.46	2.1
Cfl1	937.08	926.49	1015.33	905.23
Cfl2	57.17	56.73	54.97	57.71
Cflar	36.34	33.38	32.51	37.28
Cfp	12.37	14.72	18.31	16.2
Cftr	0.04	0.1	0.05	0
Cga	0	0	0	0
Cggbp1	70.4	68.25	65.54	70.23
Cgn	0	0.05	0.28	0.14
Cgnl1	17.34	15.83	14.54	16.91
Cgref1	2.01	1.42	1.76	2.48
Cgrrf1	41.31	35.83	39.31	36.23
Ch25h	15.83	13.71	23.76	23.35
Chac1	19.56	18.97	17.27	19.71
Chac2	16.2	17.1	18.32	16.1
Chad	0.3	0.53	0.32	0.38
Chadl	0.94	0.63	1.51	0.69
Chaf1a	23.34	24.59	28.1	25.09
Chaf1b	14.66	15.88	13.5	15.12
Champ1	31.69	29.72	28.56	29.36
Chat	0	0	0	0
Chchd1	55.7	70.04	66.79	68.57
Chchd10	43.81	42.56	50.39	46.08
Chchd2	605.66	661.1	634	607.9
Chchd3	58.87	59.78	63.01	63.28
Chchd4	23.96	24.54	21.72	23.13
Chchd5	19.61	19.03	21.12	19.33
Chchd6	15.91	16.97	17.39	20.39
Chchd7	71.25	75.04	85.65	70.91
Chd1	29.31	27.22	26.68	28.62
Chd1l	6.57	4.66	6.1	5.18
Chd2	21.82	20.03	18.5	20.84
Chd3	45.77	44.94	39.76	42.17
Chd3os	2.54	3.29	2.77	2.53
Chd4	143.68	138.16	133.63	138.43
Chd5	0.1	0.14	0.06	0.11
Chd6	14.26	11.91	10.81	12.17
Chd7	1.11	0.99	1.89	1.81
Chd8	31.46	26.98	27.02	28.15
Chd9	16.9	14.35	13.53	15.33
Chdh	0	0.02	0.1	0.11
Chek1	6.27	6.35	6.72	6.49
Chek2	14.35	12.4	13.28	15.06
Cherp	47.3	43.51	43.36	45.22
Chfr	26.57	28.79	27.26	29.58
Chga	0.07	0.13	0.11	0
Chgb	0.09	0	0.15	0
Chia1	0	0	0	0
Chic1	2.66	3.03	2.72	2.81
Chic2	42.89	43.24	43.77	44.15
Chid1	43.85	44.72	42.08	41.21
Chil1	0.07	0	0.19	0.59
Chil3	0.41	0.24	1.17	0.33
Chil4	0	0	0	0
Chil6	0	0	0	0
Chit1	0	0	0	0
Chka	26.3	25.62	21.37	24.84
Chkb	21.52	21.94	23.6	24.57
ChkbCpt1b	0.8	0.92	0	1.1
Chl1	16.51	14.6	14.35	14.71
Chm	16.38	15.27	14.72	14.78
Chml	1.97	1.93	1.71	2.2
Chmp1a	112.07	109.49	106.72	111.45
Chmp1b	41.98	42.39	40.75	41.69
Chmp2a	129.72	131.81	139.45	130.41
Chmp2b	54.06	61.3	57.39	65.7
Chmp3	55.7	56.62	60.57	59.97
Chmp4b	204.57	201.78	208.96	205.29
Chmp4c	0.07	0.21	0.18	0.14
Chmp5	153.24	145.49	156.78	158.37
Chmp6	25.67	27.82	27.86	28.45
Chmp7	42.81	43.75	42.78	42.49
Chn1	1	1.27	1.2	1.55
Chn1os3	0.14	0.28	0.2	0.19
Chn2	0.82	0.97	0.71	0.7
Chodl	0.05	0	0.16	0.29
Chordc1	78.02	80.67	83.22	81.21
Chp1	247.76	246.04	222.74	239.61
Chp2	0.33	0.11	0.09	0.33
Chpf	70.8	71.41	67.67	69.69
Chpf2	74.55	76.21	71.89	74.45
Chpt1	63.12	62.14	49.15	54.86
Chrac1	42.62	41.58	39.47	43.81
Chrd	1.84	1.19	1.92	1.69
Chrdl1	2.7	2.41	2.08	2.17
