"",gene_symbol,GSM2668081,GSM2668082,GSM2668083,GSM2668084,GSM2668085,GSM2668086,GSM2668087,GSM2668088,GSM2668089
ENSG00000179407,DNAJB8,0,0,0,0,0,0,0,0,0
ENSG00000179409,GEMIN4,1764.6132,1404.6396,1268.763,1800.1462,2189.2721,2651.3241,1752.4456,1438.5258,1883.9209
ENSG00000179412,HNRNPCL4,0,0.3351,0,0,0,0,0,0,0
ENSG00000179428,LOC541472,0,0,0,0,0,0,0,0,0
ENSG00000179431,FJX1,2644.2766,2335.4513,2095.715,2730.8234,2448.1338,2942.6326,2868.4824,1998.9255,2828.1226
ENSG00000179447,LOC100130264,0,0,0,0,0,0.9996,1.0019,16.016,6.0526
ENSG00000179452,LINC01699,0,0,0,0,0,0,0,2.0025,0
ENSG00000179454,KLHL28,174.1684,139.7024,126.7797,71.1108,101.4062,110.2006,62.3719,74.9269,82.6945
ENSG00000179455,MKRN3,9.1036,2.1866,3.394,3.8253,2.8631,2.5276,2.0019,5.2801,2.0199
ENSG00000179456,ZBTB18,176.2639,148.5388,124.288,118.633,196.6576,220.6062,79.3862,72.1808,109.053
ENSG00000179468,OR9A2,0,0,0,0,0,0,0,0,0
ENSG00000179476,C14orf28,74.9879,53.9577,50.8846,62.1342,44.983,39.0085,44.0757,42.0188,34.0107
ENSG00000179477,ALOX12B,24.1873,7.0587,19.6101,294.7768,71.1854,53.5191,13.0264,11.0155,19.0633
ENSG00000179520,SLC17A8,1.0016,0.9994,0,0,0.9982,0,0,0.9943,1.0005
ENSG00000179526,SHARPIN,3837.2166,3161.6955,3009.5367,3872.9392,3344.8206,3149.66,3007.0446,2835.8015,3109.9521
ENSG00000179528,LBX2,9.4567,9.0042,14.0462,7.7475,3.7408,7.0194,8.4698,13.9662,11.9104
ENSG00000179532,DNHD1,254.7175,207.3012,230.7585,428.4957,308.4249,305.4029,258.4399,283.614,267.4339
ENSG00000179542,SLITRK4,13.1357,12.5322,6.1897,3.1373,9.2238,5.9859,37.5466,51.3135,45.6105
ENSG00000179546,HTR1D,27.417,22.5059,22.0907,33.461,16.4806,18.4962,10.2923,14.7768,24.0498
ENSG00000179562,GCC1,1050.0778,919.1093,745.4347,686.5476,806.5127,894.2381,423.7949,351.845,537.8509
ENSG00000179564,LSMEM2,4.7594,3.5954,2.4711,5.0205,4.7075,4.8303,5.4946,1.3779,6.6207
ENSG00000179580,RNF151,0,3.0164,1.0111,1.9847,2.0064,3.0091,1.9863,3.9867,5.9985
ENSG00000179583,CIITA,78.4398,105.3606,83.0275,72.9317,80.1877,80.3409,75.5786,166.6314,95.8631
ENSG00000179588,ZFPM1,550.2104,510.4201,492.8961,689.198,496.9957,566.9164,805.3012,856.4361,725.3391
ENSG00000179593,ALOX15B,7285.5293,4382.9287,2467.6565,18409.7957,12746.8222,6114.8282,639.3855,607.9571,771.0163
ENSG00000179598,PLD6,57.8158,55.3368,52.7412,72.5962,50.3339,73.1021,89.4551,78.3199,92.0706
ENSG00000179600,GPHB5,0,0,0,0,0,0,0,0,0
ENSG00000179603,GRM8,0,0,0,0,0,0,0,0.9996,0
ENSG00000179604,CDC42EP4,3566.5577,3121.6638,2793.3366,2882.3839,3315.9274,3340.8668,1368.517,1062.1882,1298.5807
ENSG00000179615,OR2AP1,0,0,0,0,0,0,0,0,0
ENSG00000179626,OR6C4,0,0,0,0,0,0,0,0,0
ENSG00000179627,ZBTB42,177.2413,163.4883,173.0279,269.3438,234.6116,208.643,223.0945,227.5645,275.1346
ENSG00000179630,LACC1,193.0408,129.5719,126.224,123.481,170.8112,142.7292,109.5632,111.2909,95.0476
ENSG00000179632,MAF1,3755.4155,3416.6898,3127.2017,4481.7036,3653.04,3905.4977,4520.9347,4197.1024,4372.2953
ENSG00000179636,TPPP2,0,0,0,0,0,0,1.0016,0,0
ENSG00000179639,FCER1A,0,0,0,0,0,0,0,0,0
ENSG00000179673,RPRML,0,0,0,0,1.0012,0,0.9978,0.999,0
ENSG00000179674,ARL14,3.9962,5.0063,8.0238,0,2.0009,0,2.9985,0,6.0013
ENSG00000179676,LINC00305,0,0,0,0,0,0,0,0,0
ENSG00000179695,OR6C2,0,0,0,0,0,0,0,0,0
ENSG00000179698,WDR97,57.7921,52.3308,62.8005,57.1639,37.4478,23.7404,29.9228,53.7429,48.4497
ENSG00000179709,NLRP8,2.0454,0,2.1229,0,1.1321,2.0187,4.0493,11.455,1.0441
ENSG00000179715,PCED1B,346.5653,288.1799,201.741,575.892,443.6603,348.9836,178.8416,157.8136,206.5078
ENSG00000179743,FLJ37453,63.155,61.4799,81.7463,73.698,64.0547,84.2044,89.9457,109.9399,116.5418
ENSG00000179750,APOBEC3B,128.6978,115.5575,176.2766,166.6758,230.0585,371.7096,479.1967,529.2115,600.5896
ENSG00000179751,SYCN,0.9939,0,0,0.9829,0,0,0,0,0
ENSG00000179761,PIPOX,7.1488,5.3053,4.6298,6.3731,8.3837,11.5212,15.6511,38.0839,15.0087
ENSG00000179766,ATP8B5P,1.0011,1.0015,0.9956,1.0029,4.9941,3.0248,1.0207,5.116,3.0313
ENSG00000179772,FOXS1,0,0,0,0,4.0015,2.0012,0,0,0
ENSG00000179774,ATOH7,0.9996,0,1.0012,1,0,2.0003,1.0006,1.0004,1.0003
ENSG00000179776,CDH5,1.9999,0.9996,0.9943,1.0011,0,0.9998,7.0117,5.024,3.0104
ENSG00000179796,LRRC3B,0,0,0,0,0,0,0,0,0
ENSG00000179813,FAM216B,1.0013,0,0,0,0,0,0,2.0064,3.0038
ENSG00000179817,MRGPRX4,105.944,58.0289,51.0745,26.9941,47.0591,47.012,5.0021,8.0021,6.0016
ENSG00000179818,PCBP1-AS1,152.24,122.4539,152.0637,105.38,136.5122,121.2904,220.9503,319.931,211.8024
ENSG00000179820,MYADM,10289.8057,10338.6459,10128.4523,3454.6541,4992.6859,5459.6305,5788.1671,6254.5463,5940.8482
ENSG00000179826,MRGPRX3,1383.1514,789.3884,618.1464,653.8413,813.1496,579.2404,132.7277,122.3882,150.7697
ENSG00000179832,MROH1,5598.263,4958.4969,4354.0764,4497.7891,4226.309,3784.1864,3102.1473,3321.4179,3300.3288
ENSG00000179833,SERTAD2,779.3516,667.6618,483.6964,525.1211,847.3579,811.3179,376.0538,344.9195,436.2145
ENSG00000179840,PIK3CD-AS1,0,0,0,0,0,0,3.0061,0,2.0007
ENSG00000179841,AKAP5,7.3288,12.0893,19.7586,3.0709,9.3808,13.3047,35.9702,75.9339,45.6296
ENSG00000179846,NKPD1,344.895,301.5152,245.0403,450.9937,329.7061,335.1963,113.3875,147.9118,130.1009
ENSG00000179855,GIPC3,4.0066,6.9764,2.9813,2.0116,0,2.9942,1.0052,3.0079,6.003
ENSG00000179859,LOC284023,188.7232,146.9971,108.4689,212.8386,209.3222,193.5786,63.7064,91.1009,81.2126
ENSG00000179862,CITED4,4554.9545,3779.2899,3185.645,6400.3819,4238.6701,3915.4029,4945.278,4711.4489,4290.9891
ENSG00000179869,ABCA13,35.6635,45.2718,48.5886,10.2679,23.6925,27.4455,39.9631,29.3193,38.7066
ENSG00000179873,NLRP11,1.0181,2.2111,1.0404,2.258,2.1843,0,1.0534,3.0816,7.2989
ENSG00000179886,TIGD5,664.8354,552.0082,452.1932,725.905,622.9573,650.3286,584.1416,496.4827,612.1863
ENSG00000179889,PDXDC1,2798.5266,2324.1162,1759.203,2290.5095,2238.3313,2305.5056,1240.7207,933.5512,1168.5981
ENSG00000179902,C1orf194,0,1.0249,1.0222,0,1.0085,5.0254,2.9756,1.9905,0.9942
ENSG00000179909,ZNF154,70.8651,47.1145,63.9371,39.9704,55.6043,70.7399,29.6944,79.1199,52.6023
ENSG00000179912,R3HDM2,970.3287,752.1754,686.8006,1634.9203,1388.3558,1246.3228,478.8658,389.3133,535.5558
ENSG00000179913,B3GNT3,832.529,419.3265,357.0008,1265.6898,874.1664,596.5655,471.4342,478.7508,589.2335
ENSG00000179914,ITLN1,0,0,0,0,0,0,0,0,1.0002
ENSG00000179915,NRXN1,1.0009,2,3.9883,0,1.998,4.0144,3.1139,2.0033,4.0153
ENSG00000179918,SEPHS2,2769.6041,2516.6985,2011.4734,1452.5212,2063.4399,2564.8734,1434.2237,1134.1154,1551.6618
ENSG00000179919,OR10A7,0,0,0,0,0,0,0,0,0
ENSG00000179921,GPBAR1,7.0029,12.9874,8.0034,9.0207,5.9984,8.0001,15.0084,31.021,22.0062
ENSG00000179922,ZNF784,367.1098,317.6034,331.4426,420.8977,388.7353,351.7783,549.3894,474.6278,519.1926
ENSG00000179930,ZNF648,12.0177,8.9727,6.9609,0,0.9983,3.993,1.0048,1.0024,1.0005
ENSG00000179933,C14orf119,1247.8739,1133.1102,1101.905,1044.4725,1164.78,1213.3634,767.1959,667.0289,969.0613
ENSG00000179934,CCR8,0,0,0,0,0,0,0,0,0
ENSG00000179938,GOLGA8J,7.4679,6.7402,3.5945,5.9934,12.6931,7.8453,4.3305,6.1193,3.6508
ENSG00000179941,BBS10,118.1717,92.7206,72.597,74.387,107.8165,113.8031,27.1292,23.0558,47.0226
ENSG00000179943,FIZ1,519.5039,415.1276,412.5318,511.9548,535.3832,636.3244,577.1432,558.0544,616.2641
ENSG00000179950,PUF60,4670.759,4457.5626,4094.4778,3892.6685,4176.8728,5524.2327,4146.0267,2917.5808,4100.6043
ENSG00000179954,SSC5D,6.012,5.981,2.0122,8.0579,5.0201,5.1147,3.0164,7.0967,3.0109
ENSG00000179958,DCTPP1,3027.3758,2883.2317,2956.3399,2641.9861,3038.5752,3799.6894,4608.5412,4069.4955,4874.2147
ENSG00000179965,ZNF771,188.3685,212.353,209.9248,307.1953,239.9324,276.6181,472.4497,493.2275,433.0181
ENSG00000179979,CRIPAK,561.6118,605.4564,683.7187,649.7076,548.2939,526.9624,581.3586,727.9144,765.4362
ENSG00000179981,TSHZ1,349.5635,276.0697,191.774,410.3749,626.8434,542.9293,150.8121,104.2904,163.0827
ENSG00000179988,PSTK,56.6193,58.4166,71.1187,86.2774,52.037,65.2046,69.8114,88.2886,75.8073
ENSG00000179994,SPDYE7P,0,0,0,0,0,0,2.2932,2.0141,0
ENSG00000180008,SOCS4,293.5452,250.3227,198.2819,181.7513,253.6066,292.9866,187.4808,130.4403,185.0631
ENSG00000180011,ZADH2,703.6456,638.5966,455.3845,772.2471,843.0001,871.3493,440.4595,414.0747,519.2688
ENSG00000180016,OR1E1,0,0,0,0,0,0,0,0,0
ENSG00000180035,ZNF48,395.5614,374.164,364.8707,453.3304,349.8235,424.5863,738.519,667.0343,696.9537
ENSG00000180043,FAM71E2,0,0,0.995,0,0,0,0,0,0
ENSG00000180044,C3orf80,0,0,1.0055,0,0,0,0,0,0
ENSG00000180053,NKX2-6,0,0,0,0,0,0,0,0,0
ENSG00000180061,TMEM150B,3.9782,3.2403,3.737,0,2.0033,0,3.7112,11.1489,4.4754
ENSG00000180071,ANKRD18A,40.3468,38.5137,36.6896,59.1721,53.2768,57.2707,54.4553,57.3483,51.8306
ENSG00000180083,WFDC11,1.9887,0,0,0,0,1.0073,0,0,0
ENSG00000180089,TMEM86B,110.3608,106.7448,76.2868,136.6205,115.997,130.7064,167.7543,175.3592,152.6176
ENSG00000180090,OR3A1,0.9974,3.0124,1.0087,0,0,0,0,0,0
ENSG00000180096,SEPT1,61.246,78.5684,70.1053,166.1679,101.059,116.1309,219.0861,249.9072,218.7163
ENSG00000180098,TRNAU1AP,952.8833,921.7772,847.5637,844.8724,937.5894,959.0362,1007.1293,1162.0926,1096.0437
ENSG00000180104,EXOC3,2102.684,1815.2527,1757.3641,1969.5633,1986.0708,2151.8109,1979.6482,1863.3099,1899.8569
ENSG00000180113,TDRD6,13.2835,10.9539,11.9607,11.0775,3.9907,7.9808,3.0181,4.0128,10.0019
ENSG00000180116,C12orf40,3.0037,0.9996,0,0,0,0,2.0086,1.0022,0
ENSG00000180138,CSNK1A1L,0,0,0,0,0,0,0,0,0
ENSG00000180139,ACTA2-AS1,0,0,1.0171,0,0,0,0,0,0
ENSG00000180155,LYNX1,620.0231,662.7624,652.8725,532.8897,418.2454,337.3804,427.2115,410.0443,498.2455
ENSG00000180176,TH,21.9887,23.0753,17.0126,20.9768,7.014,11.0007,27.0564,48.0055,19.0016
ENSG00000180178,FAR2P1,88.9605,68.2148,88.4762,33.46,45.5783,56.9055,76.0204,84.3818,68.6016
ENSG00000180182,MED14,669.2938,524.2449,435.3758,629.6333,883.6633,907.1686,329.385,233.5246,419.1657
ENSG00000180185,FAHD1,1449.9364,1391.4445,1459.8686,994.7127,1069.5786,1275.4942,2056.1685,2206.354,2230.3412
ENSG00000180190,TDRP,716.9592,547.6392,547.1045,528.5965,524.2039,575.0729,418.835,395.9084,462.1472
ENSG00000180198,RCC1,1658.2662,1545.741,1400.7708,2307.8311,2689.652,3449.6628,3221.9304,2497.506,3427.2762
ENSG00000180205,WFDC9,0,0,0,0,0,0,0,0,0
ENSG00000180209,MYLPF,9.9314,6.1939,11.159,5.8392,7.1054,6.0735,8.8063,10.9262,13.8847
ENSG00000180210,F2,4.9919,2.9962,6.9913,1.0019,5.9963,3.9971,3.0078,0,0
ENSG00000180219,FAM71C,0,0.9993,0,0,0,0,0,0,0
ENSG00000180228,PRKRA,421.9405,340.7359,398.7872,484.0031,546.454,527.8697,234.6911,189.2253,281.0855
ENSG00000180229,HERC2P3,1126.2053,810.8481,573.7947,524.3547,793.8481,813.7626,187.9247,150.5999,256.1999
ENSG00000180233,ZNRF2,284.7769,258.8657,198.6257,352.6404,357.408,360.4223,125.4289,83.1969,132.2194
ENSG00000180245,RRH,0,0,0,1.9997,0,1.0002,1.0005,1.0003,0
ENSG00000180251,SLC9A4,10.7381,8.2556,23.7342,1.3139,2.6556,6.7435,19.3974,49.7261,26.5374
ENSG00000180257,ZNF816,52.825,31.1057,35.8241,41.851,60.6156,47.0071,16.6263,14.2335,21.1803
ENSG00000180259,PRNT,0,0,0,0,0,0,0,0,0
ENSG00000180263,FGD6,596.6937,452.912,458.6787,327.1623,539.2879,475.5544,424.516,495.6649,438.6691
ENSG00000180264,ADGRD2,38.1306,32.9364,35.9721,64.064,43.5438,32.0586,63.1142,94.1631,57.4184
ENSG00000180269,GPR139,0,0,0,0,0,0,0,0,0
ENSG00000180279,LINC01869,9.9757,26.1022,18.1688,27.8279,16.0306,15.0344,0.9938,14.9718,5.0001
ENSG00000180287,PLD5,478.2985,356.4185,336.595,388.9312,353.814,289.988,208.6947,176.823,195.5728
ENSG00000180304,OAZ2,2852.1859,2712.2129,2390.1753,1709.4393,2088.4199,2318.7729,2069.0083,2129.544,2303.023
ENSG00000180305,WFDC10A,0,0,0,0,1.0042,0,0,0,0
ENSG00000180316,PNPLA1,2.3793,4.1793,2.8772,8.7061,3.7799,4.1546,12.2626,17.4753,3.6344
ENSG00000180318,ALX1,0,0,0,0,0,0,0,0,0
ENSG00000180329,CCDC43,656.5925,554.3517,523.1387,525.9781,676.3258,720.5415,526.2626,544.3795,568.5288
ENSG00000180332,KCTD4,11.0028,13.9875,18.9748,2.0039,1.9987,8.9952,38.0818,13.0146,28.0099
ENSG00000180336,MEIOC,28.6971,43.8065,30.8106,10.8471,20.6548,35.9843,55.4536,89.8925,59.0541
ENSG00000180340,FZD2,91.0507,98.8588,74.8211,239.6616,225.7966,204.8285,229.6447,200.2905,230.0887
ENSG00000180346,TIGD2,93.1217,83.769,96.5138,31.1497,56.9107,77.8763,62.267,81.1671,81.0376
ENSG00000180347,CCDC129,5.0078,2.9901,2.9823,4.0237,3.9924,1.996,0,9.0243,3.0015
ENSG00000180353,HCLS1,9.0039,21.0009,7.0357,3.9933,1.0007,5.9997,15.0151,4.0053,6.0022
ENSG00000180354,MTURN,402.986,269.8889,245.5535,419.1121,391.5614,369.2048,190.7312,166.5488,174.8622
ENSG00000180357,ZNF609,2517.7144,2194.8427,1716.9802,1334.5486,2129.7703,2201.1122,1229.2107,1262.7536,1258.8872
ENSG00000180370,PAK2,1610.1484,1456.2131,1325.5151,949.8251,1494.7317,1507.5331,908.9626,804.9966,1025.3097
ENSG00000180376,CCDC66,116.5771,105.0181,100.4495,93.2724,134.2508,156.7569,150.7004,178.4072,193.2336
ENSG00000180383,DEFB124,0,0,0,0,0,0,0,0,0
ENSG00000180386,KRTAP9-7,0,0,0,0,0,0,0,0,0
ENSG00000180389,ATP5EP2,0,0,0,2.0241,0,0,2.0186,1.0347,0
ENSG00000180398,MCFD2,1546.3941,1281.3718,1027.7199,1040.3021,1478.8262,1476.0111,939.7854,775.5688,1011.8215
ENSG00000180422,LINC00304,8.029,2.9973,14.7204,4.0077,3.0543,4.0534,27.7181,58.0423,26.5238
ENSG00000180423,HARBI1,115.6249,132.3507,118.3287,81.628,85.7043,106.0225,133.2121,171.1847,122.4419
ENSG00000180424,DEFB123,0,0,0,0,0,0,0,0,0
ENSG00000180425,C11orf71,36.102,36.9245,35.8392,44.5558,46.9621,43.1327,24.4639,15.8512,12.7438
ENSG00000180432,CYP8B1,5.4954,4.1609,9.8393,18.755,6.1031,11.1577,27.6604,28.6107,22.4653
ENSG00000180433,OR6K6,0,0,0,0,0,0,0,0,0
ENSG00000180438,TPRXL,117.0876,103.8113,89.9395,114.9269,150.8758,190.9767,39.4593,45.1532,47.103
ENSG00000180440,SERTM1,0,0,0,0,0,0,0,0,0
ENSG00000180447,GAS1,308.3438,257.3783,215.0624,239.0232,247.654,294.5894,88.3553,66.1358,141.063
ENSG00000180448,ARHGAP45,1013.3017,920.1158,847.4945,693.6864,614.292,683.9577,934.8316,836.3622,939.2876
ENSG00000180475,OR10Q1,0,0,0,0,0,0,0,0,0
ENSG00000180479,ZNF571,27.4899,36.2174,39.0843,41.5713,25.7153,23.5687,23.1819,43.4098,32.8547
ENSG00000180481,GLIPR1L2,6.6875,14.6011,13.1075,12.4984,3.0082,10.9544,9.434,20.2712,5.0635
ENSG00000180483,DEFB119,0,0,0,0,0,0,0.9833,0,0
ENSG00000180488,MIGA1,445.3354,360.5614,364.327,238.8678,314.4137,307.8022,369.8812,478.3238,353.2712
ENSG00000180509,KCNE1,9.1719,21.9761,16.1103,29.538,14.2119,18.215,40.3164,63.9251,43.5932
ENSG00000180525,PRR26,2.0014,3.986,3.976,2.0119,3.9942,1.0075,3.0212,4.0164,1.0035
ENSG00000180530,NRIP1,887.6977,794.2638,695.0511,242.2943,647.1681,673.5698,262.5088,247.4951,318.3331
ENSG00000180532,ZSCAN4,10.1908,8.1961,21.1401,6.1499,4.9949,4.1084,6.1738,10.0725,4.0771
ENSG00000180535,BHLHA15,14.9435,10.0648,0,8.9187,3.0093,13.0471,22.8475,17.9421,16.9963
ENSG00000180537,RNF182,0,0.9972,1.9906,1.0193,1.0033,1.0305,0,2.076,1.0152
ENSG00000180543,TSPYL5,585.9925,457.4258,365.6581,144.8488,256.5083,285.4353,167.8887,96.258,187.0954
ENSG00000180549,FUT7,0,0,0,0,0,0.9988,0,0,2.0009
ENSG00000180573,HIST1H2AC,875.836,1125.7789,1118.0123,283.1551,316.9055,341.9672,139.1663,101.0682,134.0404
ENSG00000180592,SKIDA1,25.5789,24.9981,27.2512,17.0109,36.1951,44.543,31.298,37.7344,26.4999
ENSG00000180596,HIST1H2BC,286.8429,323.9654,381.3497,63.1612,91.5584,102.7512,47.5031,23.8759,47.0305
ENSG00000180611,MB21D2,121.1662,106.6939,105.4456,96.4801,144.7646,183.6965,104.4786,103.2409,136.0646
ENSG00000180613,GSX2,0.993,0,0,0,0,0,0,0,0
ENSG00000180616,SSTR2,42.5603,61.1406,58.523,33.7501,45.5277,55.5469,95.2507,238.4437,103.8069
ENSG00000180626,ZNF594,82.2157,52.617,53.7036,13.0855,36.973,47.4125,34.4484,30.8215,33.3738
ENSG00000180628,PCGF5,190.3738,201.2509,166.2847,220.275,245.3419,299.9397,227.3043,183.762,290.4496
ENSG00000180638,SLC47A2,51.0409,96.0042,68.7908,56.1285,56.9556,53.0296,47.2438,71.7549,63.0827
ENSG00000180644,PRF1,2.0018,0.998,2.9893,0,3.9952,1.9976,1.0036,0,6.0025
ENSG00000180658,OR2A4,5.2871,0,0,0,0,0,11.3957,0,0
ENSG00000180660,MAB21L1,196.2394,163.5739,106.4962,69.3167,132.8022,178.7321,140.5979,113.2453,140.0637
ENSG00000180663,VN1R3,0,0,0,0,0,0,0,0,0
ENSG00000180667,YOD1,100.1965,99.6097,67.1518,112.7438,149.6775,146.6704,77.238,81.2415,97.052
ENSG00000180694,TMEM64,809.17,680.1817,541.9131,329.7984,516.6761,551.0954,273.5026,261.796,362.1869
ENSG00000180697,C3orf22,0,0,0,0,0,0,0,0,1.0003
ENSG00000180708,OR10K2,0,0,0,0,0,0,0,0,0
ENSG00000180712,LINC02363,5.0038,5.0726,5.0177,7.0531,3.0286,7.6991,11.0554,15.2309,11.9274
ENSG00000180720,CHRM4,2.9989,0,3.0027,2.0004,0.9999,0,0,0,2.0006
ENSG00000180730,SHISA2,101.8232,65.0194,53.7898,63.9322,120.7514,144.0978,75.4495,76.7664,90.8204
ENSG00000180739,S1PR5,634.8824,544.9251,500.1712,1292.6078,792.9646,704.7324,199.7646,221.3016,239.1007
ENSG00000180745,CLRN3,0,0,0,0,0,0,0,0,0
ENSG00000180747,SMG1P3,165.9117,161.7196,111.643,83.1446,128.5855,135.5861,74.37,90.9277,106.2216
ENSG00000180758,GPR157,578.5301,511.6634,446.6143,528.2531,489.9015,492.9602,338.8887,362.2141,398.1449
ENSG00000180764,PIPSL,14.3998,12.823,16.156,17.3013,13.8562,11.5401,37.0276,51.5831,36.7366
ENSG00000180767,CHST13,2.0003,0,1.9981,1.9943,0,0,3.004,3.0021,2.0003
ENSG00000180769,WDFY3-AS2,24.9714,16.9902,17.081,10.9515,19.0422,19.9936,21.0157,13.9999,20.0033
ENSG00000180772,AGTR2,0,0,0,0,0,0,0,0,0
ENSG00000180773,SLC36A4,106.8219,96.0539,107.6257,118.7771,123.1475,167.0739,106.212,88.2206,146.0496
ENSG00000180776,ZDHHC20,669.5261,589.0782,476.5969,383.0624,707.6181,811.2443,353.4402,254.6896,419.3674
ENSG00000180777,ANKRD30B,3.0505,2.282,9.0947,0,0,2.0465,5.7607,3.2989,7.426
ENSG00000180785,OR51E1,0,0,0,0,0,0,0,0,0
ENSG00000180787,ZFP3,70.1279,56.7914,56.6112,32.2003,55.0697,42.0596,13.0741,24.1046,25.015
ENSG00000180801,ARSJ,1395.3541,1045.4626,695.5428,640.0511,1082.48,1221.839,651.3417,758.7733,652.9435
ENSG00000180806,HOXC9,378.4585,374.7463,355.0933,341.0839,351.1052,361.1888,591.8386,765.9591,647.9894
ENSG00000180815,MAP3K15,3.2251,5.4463,15.0988,3.2136,1.0637,10.7045,4.5336,10.642,10.9779
ENSG00000180817,PPA1,3125.4932,2598.7116,2733.9969,2765.5308,3190.0146,2979.3444,1477.1777,1381.9102,1865.5803
ENSG00000180818,HOXC10,235.579,190.7579,203.1974,232.0873,264.4308,266.2266,249.7213,174.8246,221.894
ENSG00000180822,PSMG4,765.0607,716.3225,675.9584,1010.0525,925.9914,819.1679,969.3916,1000.135,958.8755
ENSG00000180828,BHLHE22,0,0,0,0,0,0,0,0,0
ENSG00000180834,MAP6D1,134.9807,124.2256,101.0111,62.9362,69.0877,124.0183,111.1167,115.138,117.0066
ENSG00000180846,CSNK1G2-AS1,9.99,9.0129,11.299,6.1488,7.0037,9.0071,12.9895,10.9962,7.0014
ENSG00000180855,ZNF443,8.3386,15.3281,11.597,11.0659,16.6022,18.8834,10.5629,6.0117,1.3498
ENSG00000180861,LINC01559,2.0021,1.011,0.9958,1.0042,0.9986,1.002,0,0,0
ENSG00000180869,LINC01555,2.0114,3.0077,1.0012,0,1.0013,1.0178,2.1009,3.0376,3.0035
ENSG00000180871,CXCR2,5.4428,10.2732,12.5179,2.6085,8.7549,7.7071,17.6747,32.9898,18.5282
ENSG00000180872,DEFB112,0,0,0,0,0,0,0,0,0
ENSG00000180875,GREM2,0,0,1.0318,0,0,1.0553,0,5.7302,1.0353
ENSG00000180878,C11orf42,5.9909,5.0113,2.01,1.9942,4.0038,4.005,0,0,2.0003
ENSG00000180879,SSR4,4837.5851,4579.453,4688.5926,5240.1582,4589.4287,4808.5763,5067.2896,5042.6959,5010.283
ENSG00000180881,CAPS2,53.7777,60.0449,49.7288,29.1702,40.6777,34.0147,37.1303,52.8202,45.5463
ENSG00000180884,ZNF792,30.0464,27.9114,24.8594,33.1681,40.9272,34.9362,9.0449,14.0324,15.0074
ENSG00000180891,CUEDC1,971.1295,985.5325,959.2462,578.7632,526.2957,473.3173,636.8692,660.3897,713.3206
ENSG00000180900,SCRIB,5451.5653,5099.8161,4324.3372,6933.2552,6925.9908,7345.0344,6762.4158,5268.8928,6010.3848
ENSG00000180901,KCTD2,1357.9592,1155.5108,1066.0607,1021.2643,1086.1705,1141.0341,1033.8867,1107.6564,1026.4922
ENSG00000180902,D2HGDH,1555.4401,1417.3319,1286.4532,2207.6145,1723.5995,1484.2965,1409.696,1416.5728,1292.4636
ENSG00000180910,TTTY11,0,0,0,0,0,0,0,0,0
ENSG00000180914,OXTR,53.0531,61.0573,76.7704,23.3572,22.0171,36.1141,60.3593,44.1571,79.0291
ENSG00000180917,CMTR2,256.7095,162.8839,172.0956,141.6523,167.595,143.6175,111.5092,120.2857,149.4736
ENSG00000180919,OR56B4,0,0,0,0,0,0,0,0,0
ENSG00000180921,FAM83H,11277.0429,9063.5723,7107.024,8370.9969,10151.9723,10741.4497,7206.1406,6463.3282,7499.6048
ENSG00000180929,GPR62,6.0038,0.9984,0.9973,3.009,2.9971,1.9982,0,0,0
ENSG00000180934,OR56A1,0,0,0,0,0,0,0,0,0
ENSG00000180938,ZNF572,5.0067,2.9916,6.9643,2.0098,1.9968,1.9968,2.009,3.0069,4.0019
ENSG00000180953,ST20,147.3451,135.1382,152.5909,118.7036,125.0347,125.1639,144.2187,144.8965,149.625
ENSG00000180957,PITPNB,1908.4232,1457.224,1480.5614,1200.8798,1728.9138,2020.72,1316.3351,1194.4296,1587.6964
ENSG00000180964,TCEAL8,666.1817,575.0175,533.0948,679.5476,709.5123,589.5771,653.2297,545.6986,594.1103
ENSG00000180974,OR52E4,0,0,0,0,0,0,0,0,0
ENSG00000180979,LRRC57,651.3945,553.8885,502.8548,503.3769,546.2376,558.185,491.4844,567.3897,513.6854
ENSG00000180988,OR52N2,0,0,0,0,0,0,0,0,0
ENSG00000180992,MRPL14,2385.0288,2351.3836,2488.7543,2318.1628,2318.2489,2662.9696,4043.4884,3889.7507,4035.1223
ENSG00000180998,GPR137C,10.2624,15.4597,18.7155,9.5213,14.2892,19.2436,38.7847,53.9449,37.1025
ENSG00000180999,C1orf105,0,0,0,0,0,0,0,0,0
ENSG00000181001,OR52N1,0,0,0,0,0,0,0,0,0
ENSG00000181004,BBS12,96.1268,71.8006,65.6664,71.3452,95.8478,87.8594,35.1572,30.0683,51.0238
ENSG00000181007,ZFP82,100.5152,68.1673,82.7111,57.5364,66.313,96.3636,96.5205,160.0092,137.997
ENSG00000181009,OR52N5,0,0,0,0,0,0,0,0,0
ENSG00000181013,C17orf47,0,1.7179,0.9976,0,0,0,0,0,0
ENSG00000181016,LSMEM1,13.1822,16.0176,21.5531,19.9487,6.999,16.0027,2.996,11.3931,7.0359
ENSG00000181019,NQO1,3862.5526,3441.8931,3619.5944,5202.009,5195.1951,5691.0351,6684.6463,5996.5002,7502.7344
ENSG00000181023,OR56B1,0,0,0,0,0,0,0,0,0
ENSG00000181026,AEN,1327.4615,1063.394,967.586,1016.2692,1350.2723,1787.5116,1743.4185,1533.3671,1692.7542
ENSG00000181027,FKRP,1275.8973,1248.4292,1133.5166,520.7257,765.3365,960.5855,791.463,607.078,790.3229
