	Proliferating_1	Proliferating_2	Senescent_1	Senescent_2
ENSG00000163527	1929.1332	1318.4339	1672.5005	2917.6729
ENSG00000163528	65.7472	45.2102	87.0214	140.4171
ENSG00000163530	0	0	0	0
ENSG00000163531	36.8387	64.5072	83.444	160.4133
ENSG00000163534	0.9993	0	0	0
ENSG00000163535	277.5179	142.9076	35.3391	79.4432
ENSG00000163536	21.1945	27.0789	42.3883	49.2509
ENSG00000163539	263.3072	311.1461	245.1881	352.1073
ENSG00000163541	469.0191	309.7229	234.2381	440.9606
ENSG00000163545	172.0882	99.7681	46.2436	69.863
ENSG00000163554	0.5115	0	0	0
ENSG00000163558	926.3249	699.2788	564.4598	809.7659
ENSG00000163563	0	0	0	0
ENSG00000163564	2.2267	0	5.6142	6.5074
ENSG00000163565	776.6924	460.2759	605.9112	1049.1661
ENSG00000163568	0	0	0	1.1611
ENSG00000163576	13.4375	0.52	0.514	1.0428
ENSG00000163577	337.3052	145.3945	404.4198	519.2203
ENSG00000163581	0.8747	0	1.5237	0.8545
ENSG00000163584	433.6835	290.1503	187.5829	330.1173
ENSG00000163586	0	0	0	0
ENSG00000163590	14.4033	10.9262	28.1133	42.8327
ENSG00000163596	47.7826	28.3281	20.9271	27.3659
ENSG00000163597	867.4541	500.173	1169.3869	1803.5628
ENSG00000163599	2.99	0	4.284	1.4041
ENSG00000163600	0	0	0	0
ENSG00000163602	18.6472	4.6446	11.3504	11.6356
ENSG00000163605	745.4773	417.7708	718.1	1126.0994
ENSG00000163606	0	0.5707	0	0
ENSG00000163607	161.9925	89.1052	55.2719	119.6238
ENSG00000163608	307.4889	241.6233	293.5023	497.7895
ENSG00000163611	36.8056	50.0069	23.2891	76.0164
ENSG00000163617	18.4549	23.5126	12.0652	9.4312
ENSG00000163618	0.781	1.1879	14.9905	18.5484
ENSG00000163623	4.7385	4.6997	3.3888	3.7036
ENSG00000163624	13.0977	0	0.8862	0
ENSG00000163625	597.2307	493.401	455.4253	772.3593
ENSG00000163626	138.7111	68.2783	86.855	156.0652
ENSG00000163629	908.3757	532.9599	484.4884	545.4443
ENSG00000163630	0	0	0	0
ENSG00000163631	0	0	0	1.7161
ENSG00000163632	0	0	0	0
ENSG00000163633	38.4339	46.0025	33.5913	52.0445
ENSG00000163634	364.2401	223.076	211.1697	361.975
ENSG00000163635	168.74	179.6874	90.2397	215.3261
ENSG00000163636	638.4523	359.465	464.5503	804.6054
ENSG00000163637	408.8704	326.9826	407.6216	558.0169
ENSG00000163638	13.8495	13.1193	51.6296	99.7787
ENSG00000163644	103.9418	103.7437	57.2598	118.9367
ENSG00000163645	2.1082	0	0	0
ENSG00000163646	0.898	0	0	0
ENSG00000163655	800.8917	433.3847	419.9156	722.0536
ENSG00000163659	571.2588	355.6357	998.8017	1511.3554
ENSG00000163660	332.5248	206.2328	156.8665	400.1272
ENSG00000163661	271.7974	184.4606	223.458	376.1689
ENSG00000163666	0	1.0728	0	0.7513
ENSG00000163673	0	0	0	0
ENSG00000163681	626.4041	562.5109	626.4353	751.4251
ENSG00000163682	1863.8941	1229.9672	1224.1653	1971.6815
ENSG00000163683	547.7314	412.0562	358.1216	723.2082
ENSG00000163684	281.105	137.8427	260.7921	359.6832
ENSG00000163686	71.7249	46.6388	111.5527	156.1152
ENSG00000163687	3.4119	1.0071	1.8167	2.4425
ENSG00000163689	25.1141	8.6942	23.9168	21.19
ENSG00000163694	27.8918	3.0261	7.5726	14.0171
ENSG00000163697	463.0538	368.7632	380.0373	661.9423
ENSG00000163701	69.4853	23.5092	13.5489	48.5917
ENSG00000163702	219.7164	127.3146	66.6502	91.3895
ENSG00000163703	103.3356	78.2881	53.5517	62.8167
ENSG00000163704	103.7697	81.9354	20.7997	43.2367
ENSG00000163705	0	0.7905	0	0
ENSG00000163710	12.0413	7.6247	0.8741	3.0913
ENSG00000163714	975.8788	472.682	541.4419	978.4467
ENSG00000163719	236.9095	162.881	160.5322	340.6298
ENSG00000163728	227.1297	188.8236	560.053	921.0351
ENSG00000163734	0.9711	0	612.2657	1025.9725
ENSG00000163735	5.039	5.9618	8397.0684	13588.8948
ENSG00000163736	0	0	8.8775	15.465
ENSG00000163737	0	0	2.9661	4.8189
ENSG00000163738	42.6459	22.0855	57.2684	116.8164
ENSG00000163739	3.7859	5.7879	1101.134	1625.3679
ENSG00000163743	150.2235	93.447	187.327	273.5054
ENSG00000163746	0	1.5302	0	0
ENSG00000163749	1.8169	0	0	3.496
ENSG00000163751	0	0.6624	1.309	8.412
ENSG00000163754	859.6397	581.9598	486.3618	813.8421
ENSG00000163755	282.9344	190.8058	154.1282	273.3775
ENSG00000163762	15.8056	0	29.3589	16.8923
ENSG00000163781	503.5995	287.4272	209.8249	272.3963
ENSG00000163785	805.955	484.3774	389.5557	632.0064
ENSG00000163788	281.5339	136.9135	197.3649	355.4787
ENSG00000163792	1.0752	2.3817	2.761	0
ENSG00000163793	0	0	0	0
ENSG00000163794	2.0037	0	0	0
ENSG00000163795	114.1535	70.564	41.1829	60.8607
ENSG00000163798	324.3705	199.034	230.1059	380.7756
ENSG00000163803	3.0605	6.515	0	9.5987
ENSG00000163806	0	0	1.8479	2.6973
ENSG00000163807	203.4083	115.7115	110.0175	167.1028
ENSG00000163808	59.5678	34.0418	3.1665	4.7533
ENSG00000163810	0	0.3651	0	0
ENSG00000163811	555.4025	341.2794	669.2223	1230.3403
ENSG00000163812	336.1543	174.7021	151.0443	275.8394
ENSG00000163814	188.4422	145.5661	4355.3646	6588.3311
ENSG00000163815	12.3963	10.8897	0	0
ENSG00000163817	23.5903	1.0033	2.0806	4.2751
ENSG00000163818	230.785	119.0462	91.249	120.8049
ENSG00000163820	829.5629	590.1068	639.1793	887.3604
ENSG00000163823	0	0	7.8381	12.693
ENSG00000163825	1.001	0	0	0
ENSG00000163827	120.8151	67.7344	17.2396	48.3924
ENSG00000163832	180.2035	83.7359	125.8894	173.3614
ENSG00000163833	0	0	0	0
ENSG00000163840	283.7704	161.6936	83.9561	96.4794
ENSG00000163848	616.1162	475.4893	340.1223	643.2269
ENSG00000163864	0	0.4831	0	0
ENSG00000163866	234.2527	161.3256	221.7765	380.9376
ENSG00000163867	181.5583	107.8921	145.025	193.6808
ENSG00000163870	263.658	190.3493	184.3382	281.6423
ENSG00000163872	638.1185	410.9823	418.4115	596.3927
ENSG00000163873	0	0	0	0
ENSG00000163874	44.5398	23.0084	309.6733	628.0867
ENSG00000163875	396.2859	294.4757	315.1128	479.9179
ENSG00000163877	151.4841	123.1255	84.9959	171.8729
ENSG00000163879	49.5163	42.0807	68.3475	66.225
ENSG00000163882	146.6472	105.1512	159.9969	321.468
ENSG00000163884	2.8151	6.0976	0.9201	4.5834
ENSG00000163885	0	0	0	0
ENSG00000163888	7.1066	5.9611	32.3934	46.0826
ENSG00000163898	37.2671	15.6095	17.0911	27.9065
ENSG00000163900	137.9959	114.5614	169.007	245.93
ENSG00000163902	2667.399	1702.0478	1951.6754	2751.7975
ENSG00000163904	445.3014	339.1047	259.5405	429.0807
ENSG00000163909	0	0	0	0.9771
ENSG00000163913	246.2394	118.2013	110.382	244.6254
ENSG00000163914	0	0	0	0
ENSG00000163915	1.4845	0.8009	0	0
ENSG00000163918	91.7359	69.5378	25.4835	32.1816
ENSG00000163923	63.5447	36.8726	8.5074	17.5535
ENSG00000163930	634.8654	394.5326	300.7364	697.7601
ENSG00000163931	2391.2592	1482.4709	1625.9985	2473.1396
ENSG00000163932	151.9155	92.5877	157.7685	304.3372
ENSG00000163933	194.5426	131.5687	166.6835	310.6361
ENSG00000163935	42.6572	6.0154	0.5921	12.8422
ENSG00000163938	798.1241	443.2324	593.1124	1041.327
ENSG00000163939	1056.7633	670.1956	516.7509	897.4762
ENSG00000163945	84.7893	61.0254	86.4942	141.2907
ENSG00000163946	743.2537	526.5846	319.5823	600.0597
ENSG00000163947	73.285	40.412	146.7667	276.3932
ENSG00000163950	476.0137	236.6001	254.7908	469.4715
ENSG00000163956	881.39	626.4175	718.6041	1120.8945
ENSG00000163958	0	0	0	0
ENSG00000163959	45.1492	14.7206	15.3531	31.0535
ENSG00000163960	1031.7002	536.4515	545.6374	1205.185
ENSG00000163961	206.6318	108.6194	114.5762	247.8294
ENSG00000163964	131.9972	63.1035	107.0663	120.8344
ENSG00000163975	7.9477	1.1486	15.4184	15.1235
ENSG00000163982	0	0	0	0
ENSG00000163993	0	0	0.6453	1.2786
ENSG00000163995	0	0	1.4254	4.725
ENSG00000164002	83.4167	31.0728	46.4047	112.2716
ENSG00000164007	0	0	0.9685	1.9312
ENSG00000164008	59.804	38.0496	52.9407	96.3978
ENSG00000164010	160.841	118.3824	70.7167	140.2316
ENSG00000164011	31.9298	20.879	28.0253	51.3881
ENSG00000164022	422.4231	247.1806	241.3366	521.1432
ENSG00000164023	316.0286	410.6231	229.1979	265.5608
ENSG00000164024	637.1472	391.3069	370.8378	723.0603
ENSG00000164031	477.6846	340.9937	395.1096	743.5283
ENSG00000164032	1550.9247	979.334	613.2202	1029.8621
ENSG00000164035	4.8203	10.0421	0.4544	18.5919
ENSG00000164037	0.8052	2.093	2.9291	1.9549
ENSG00000164038	122.7207	133.4981	173.8135	267.3882
ENSG00000164039	155.9353	122.7849	80.1581	139.4588
ENSG00000164040	1115.7285	765.221	686.6331	1234.4609
ENSG00000164045	84.4852	87.5469	15.0379	48.0247
ENSG00000164047	0	0	0	0.9721
ENSG00000164048	68.2887	34.5335	43.9552	89.6329
ENSG00000164049	3.9993	0.9915	2.5698	3.0485
ENSG00000164050	405.6283	365.2005	185.1572	502.7203
ENSG00000164051	75.8721	42.3789	73.6588	97.1203
ENSG00000164053	86.9212	58.2178	42.0522	93.6484
ENSG00000164054	1359.6352	1020.0697	1213.8359	1856.5256
ENSG00000164056	38.883	42.0331	12.0424	15.349
ENSG00000164061	2.6751	0.8831	6.9911	6.9937
ENSG00000164062	579.3713	370.4599	375.379	588.415
ENSG00000164066	243.2761	73.314	92.8409	140.8148
ENSG00000164068	372.5662	181.7892	236.5667	413.0607
ENSG00000164070	100.5894	97.1294	209.6507	271.7114
ENSG00000164073	79.4461	113.7517	62.1692	169.9466
ENSG00000164074	49.0435	43.8476	39.0261	107.8871
ENSG00000164076	0	0	0	0
ENSG00000164077	138.1452	77.0329	128.9982	162.3037
ENSG00000164078	1.4194	0	0	0
ENSG00000164080	494.005	345.5231	315.9923	577.3297
ENSG00000164081	202.0606	128.6073	188.5705	335.2454
ENSG00000164082	1.9193	8.0724	0.5111	1.0215
ENSG00000164086	215.8133	171.3579	132.8936	209.509
ENSG00000164087	107.0065	67.9026	18.7494	32.2264
ENSG00000164088	120.4254	76.025	57.7011	46.585
ENSG00000164089	0	0	0	0
ENSG00000164091	1281.0459	802.699	737.5293	1204.9872
ENSG00000164093	51.8431	36.8455	16.3103	15.2294
ENSG00000164096	1095.3113	769.7826	548.4941	873.1294
ENSG00000164099	1187.5442	770.4499	41.6466	79.0921
ENSG00000164100	8.0359	8.5758	3.1639	0.5743
ENSG00000164104	689.0072	413.4886	30.8552	61.6151
ENSG00000164105	65.4548	43.7229	31.6458	41.7163
ENSG00000164106	3.0769	0.965	2.9867	2.969
ENSG00000164107	2.6986	2.6929	0	2.598
ENSG00000164109	229.2874	143.3947	57.1179	49.4499
ENSG00000164111	10626.3911	6604.9832	3252.4631	5278.913
ENSG00000164112	102.3377	40.1727	0	0
ENSG00000164113	0	0	0	0
ENSG00000164114	264.006	136.3284	372.6952	537.6075
ENSG00000164116	3.7647	0.6182	0	0
ENSG00000164117	83.8313	56.7866	58.2342	69.8706
ENSG00000164118	126.7247	65.4215	32.908	96.6425
ENSG00000164120	0	0	0	0
ENSG00000164122	1.3882	5.7154	0	5.0645
ENSG00000164123	0	0	0	0
ENSG00000164124	5.4333	5.1136	5.0272	16.5218
ENSG00000164125	258.0546	167.702	44.4071	157.7603
ENSG00000164128	0	0	0	4.4013
ENSG00000164129	0	0	0	0
ENSG00000164134	1128.6883	797.4513	881.0958	1337.5218
ENSG00000164136	38.0103	23.3343	3.7312	11.4078
ENSG00000164142	0.6907	0	1.4973	0
ENSG00000164144	371.0701	270.4104	310.687	491.8567
ENSG00000164151	554.9487	339.6314	285.5251	495.6259
ENSG00000164161	152.581	229.7704	3.3994	19.246
ENSG00000164162	61.8955	67.1017	33.9253	63.6734
ENSG00000164163	1336.7824	729.3688	974.2117	1864.8832
ENSG00000164164	532.9035	377.1934	432.078	748.959
ENSG00000164167	70.4599	34.2194	24.8288	37.0543
ENSG00000164168	417.2462	283.2902	344.4739	639.7145
ENSG00000164169	91.684	55.8185	62.7664	120.7053
ENSG00000164171	2479.1553	1588.1463	4406.9598	7047.8635
ENSG00000164172	381.489	257.1684	177.8734	309.7347
ENSG00000164175	0	0.9688	0	1.7788
ENSG00000164176	2523.7854	1588.6862	258.5267	376.8226
ENSG00000164180	88.1642	55.1352	66.9646	82.538
ENSG00000164181	0.8583	2.4338	3.1799	10.6434
ENSG00000164182	126.9822	91.4648	153.6434	221.0588
ENSG00000164185	3.5265	0.7217	0	3.3704
ENSG00000164187	216.3716	124.1055	165.8437	379.9064
ENSG00000164188	5.1017	0	0	0
ENSG00000164190	788.9171	569.9633	616.9362	568.9878
ENSG00000164197	1.4337	0.4653	8.8871	0
ENSG00000164199	6.8476	0	0.5319	28.2735
ENSG00000164209	788.3172	464.7989	522.9365	818.8615
ENSG00000164211	548.5925	315.0454	264.0431	298.5626
ENSG00000164219	306.1809	198.1009	137.1728	269.5116
ENSG00000164220	618.2981	389.8158	184.4076	276.9256
ENSG00000164221	126.7704	87.7703	84.3602	139.9621
ENSG00000164236	166.8136	122.8904	7.1865	23.6349
ENSG00000164237	275.8269	219.0743	174.5301	289.4416
ENSG00000164241	18.7447	9.153	16.8252	9.8504
ENSG00000164244	1482.986	868.2296	1022.5459	1750.4844
ENSG00000164251	130.9268	83.65	631.6047	918.417
ENSG00000164252	348.9908	203.4727	202.2203	343.2317
ENSG00000164253	660.8307	337.1873	312.6291	569.8196
ENSG00000164256	0	0	0	0
ENSG00000164258	363.1725	189.1865	234.3087	389.198
ENSG00000164265	4.9234	2.9536	6.9773	5.6531
ENSG00000164266	0.4701	0	0	0.4638
ENSG00000164270	0	0	0.544	0
ENSG00000164283	17.7495	17.3979	336.267	544.0033
ENSG00000164284	174.2336	85.0513	137.9339	211.2245
ENSG00000164287	0	1.8747	1.0872	0.9753
ENSG00000164291	480.6846	309.9933	153.4919	286.6522
ENSG00000164292	3670.6166	2442.1302	855.0941	1230.6583
ENSG00000164294	2002.7577	1273.3257	566.4794	958.5616
ENSG00000164296	80.8548	42.3736	53.2554	91.2325
ENSG00000164299	0	0	0	0
ENSG00000164300	251.7003	134.7225	308.411	522.7375
ENSG00000164303	1.9159	0.9495	0.9407	2.8588
ENSG00000164304	0	0	0	0.7918
ENSG00000164305	579.7701	364.3593	550.6868	827.1001
ENSG00000164306	60.2001	51.9649	14.2779	29.4696
ENSG00000164307	308.1292	179.7627	122.208	255.1596
ENSG00000164308	234.564	124.924	215.9163	253.222
ENSG00000164309	52.6201	30.9899	4.207	5.0942
ENSG00000164318	6.5182	5.9194	6.6261	7.7555
ENSG00000164323	646.9354	331.8762	353.8093	511.2828
ENSG00000164325	0	0	0	0
ENSG00000164326	0	0	0	0
ENSG00000164327	514.6003	309.7201	350.8854	558.7904
ENSG00000164329	282.5321	213.877	208.9075	369.4002
ENSG00000164330	40.0883	14.5348	5.6759	5.2581
ENSG00000164331	144.5523	45.9556	84.3251	201.9071
ENSG00000164332	401.3725	239.6664	291.5393	504.9794
ENSG00000164334	0	0	0	0
ENSG00000164338	177.6037	87.9348	157.7476	317.9792
ENSG00000164342	5.6781	6.5057	0	2.1185
ENSG00000164344	0.7565	0	0.742	2.9529
ENSG00000164346	529.8158	363.9436	364.862	583.5958
ENSG00000164347	448.0612	310.4914	359.0103	638.0312
ENSG00000164362	0	0	0	0
ENSG00000164363	0	0	0	0
ENSG00000164366	168.2644	216.7256	129.1377	182.151
ENSG00000164379	0.999	0	216.5168	376.5261
ENSG00000164385	0.9997	0	0	0
ENSG00000164393	0	0	0	0
ENSG00000164398	6.3984	0	0	0.6025
ENSG00000164399	1.0008	0	0	0
ENSG00000164400	0	0	197.9155	301.7851
ENSG00000164402	934.0057	639.0232	468.8827	895.8503
ENSG00000164403	99.8193	60.9862	73.1593	96.8399
ENSG00000164404	2.2106	1.0973	1.0844	1.4194
ENSG00000164405	487.3742	339.7713	310.7368	511.6336
ENSG00000164406	6.0705	1.6905	2.2153	0.8292
ENSG00000164411	0	0	0	0
ENSG00000164414	163.9054	106.1459	91.919	184.2083
ENSG00000164418	44.9351	34.1443	6.9014	28.3573
ENSG00000164430	50.1514	28.2134	13.2838	22.0387
ENSG00000164434	0	0	0	0
ENSG00000164438	0	0	0	0
ENSG00000164440	3.9251	0.9725	22.1238	38.1164
ENSG00000164442	4193.2601	3019.3729	1900.8002	2942.3728
ENSG00000164451	0	0	8.2503	6.8746
ENSG00000164458	0	0	0	0
ENSG00000164463	220.7814	126.7983	64.8464	222.1634
ENSG00000164465	638.8394	359.8378	813.365	1354.4168
ENSG00000164466	769.7796	420.9105	588.1461	893.8597
ENSG00000164483	9.2914	6.5949	10.3691	17.3239
ENSG00000164484	806.2096	492.5399	636.3045	975.6828
ENSG00000164485	0	0	0	0
ENSG00000164488	0	0	0	0
ENSG00000164494	147.1448	96.9001	117.3758	166.035
ENSG00000164500	0	0	0	0
ENSG00000164506	505.2244	256.3151	264.0953	498.806
ENSG00000164508	0	0	0	0
ENSG00000164509	10.214	3.8818	33.3429	34.6628
ENSG00000164512	2.2833	4.6933	11.887	9.9831
ENSG00000164520	2.0055	4.9992	8.8673	15.7223
ENSG00000164530	5.3346	2.4159	0.7959	0
ENSG00000164532	0.7183	1.6667	0	0.7004
ENSG00000164535	319.7601	259.8458	277.0974	518.4307
ENSG00000164542	5.9535	1.0972	2.1705	1.0832
ENSG00000164543	923.3354	562.1923	836.5648	1384.6893
ENSG00000164548	570.8084	341.0289	341.7251	564.0395
ENSG00000164556	0	0	0	0
ENSG00000164574	2056.1501	1349.1615	576.0069	930.9904
ENSG00000164576	288.9805	166.4177	220.399	319.4987
ENSG00000164587	2956.4213	1966.1126	1728.7595	2847.5472
ENSG00000164588	1.8251	0.8806	2.6139	0.8819
ENSG00000164591	3.3123	7.3473	1.8993	1.5969
ENSG00000164597	501.8369	341.2041	309.2603	715.2246
ENSG00000164600	0	0	0	0
ENSG00000164603	147.7042	114.0505	148.2566	211.4959
ENSG00000164604	61.1747	30.9973	11.3059	23.1816
ENSG00000164609	461.2002	333.4405	313.5793	412.9907
ENSG00000164610	111.9446	69.2741	68.939	117.5225
ENSG00000164611	293.6249	184.208	17.7212	34.9116
ENSG00000164615	285.7014	181.4013	258.1627	385.6747
ENSG00000164619	141.1984	94.4972	105.0769	131.431
ENSG00000164620	55.2352	17.8545	23.8803	47.8338
ENSG00000164621	3.9982	5.4227	0	0
ENSG00000164626	0	0	0	0
ENSG00000164627	9.1684	2.7755	3.8062	3.1537
ENSG00000164631	240.7427	166.9942	129.1078	283.4483
ENSG00000164638	144.5015	106.4017	59.2654	123.9806
ENSG00000164645	0	0	0	0
ENSG00000164647	20.9022	16.3627	247.9625	381.062
ENSG00000164649	132.5475	108.5266	25.238	61.273
ENSG00000164651	1.0497	0	0	0
ENSG00000164654	185.4914	107.4652	119.5977	203.3281
ENSG00000164659	15.541	4.7467	5.8431	14.8425
ENSG00000164663	77.777	60.7455	20.6985	32.2878
ENSG00000164669	1.7654	10.0024	6.1818	12.268
ENSG00000164674	39.4338	24.3754	35.2983	82.5613
ENSG00000164675	1.3376	6.269	0	5.9854
ENSG00000164683	17.8955	12.3413	72.3181	122.1646
ENSG00000164684	1.276	37.1783	0.6265	0.6254
ENSG00000164687	245.8735	176.917	215.9024	461.4222
ENSG00000164690	0	0.8887	34.3066	65.5988
ENSG00000164691	0	0	0	0
ENSG00000164692	51032.1815	31626.1618	6192.151	9905.6096
ENSG00000164694	16.4721	7.8956	7.1758	9.2278
ENSG00000164695	0	4.9608	3.9538	12.7012
ENSG00000164707	0.5729	5.6627	0	3.6133
ENSG00000164708	1.4979	0	0	0
ENSG00000164713	641.4297	526.1931	827.0932	1354.3755
ENSG00000164715	239.9694	162.7722	232.8403	269.0574
ENSG00000164729	0	0	0	0
ENSG00000164733	7782.057	5324.4719	17403.4027	27597.9329
ENSG00000164736	0	0	22.542	29.2773
ENSG00000164741	3245.4739	2024.2089	1383.8594	1975.5873
ENSG00000164742	7.7791	7.7241	7.6312	11.369
ENSG00000164743	17.996	8.9384	16.676	21.4071
ENSG00000164744	0	0	0	1.8526
ENSG00000164746	0.7956	0	0	0
ENSG00000164749	0	0	0	4.7683
ENSG00000164751	194.2828	208.0304	91.0881	209.1405
ENSG00000164754	1628.5166	1046.2325	522.3984	843.6874
ENSG00000164756	13.0192	0.3135	0	0.3082
ENSG00000164758	22.5524	16.1599	17.5466	17.0498
ENSG00000164761	578.9801	424.323	531.4524	843.1599
ENSG00000164764	3.8809	5.1308	1.6862	1.6903
ENSG00000164776	2.3655	1.9388	0	3.9088
ENSG00000164778	0	0.9899	0	0
ENSG00000164794	0.9983	0.989	4.5535	16.8456
ENSG00000164796	1.7663	2.7565	9.2592	11.5584
ENSG00000164808	341.7795	199.6195	91.3785	136.0346
ENSG00000164815	122.7968	82.5354	107.796	225.9251
ENSG00000164816	0	0	0	0
ENSG00000164818	308.629	173.1634	237.0541	344.2912
ENSG00000164821	0	0	0	0
ENSG00000164822	0	0	0	0
ENSG00000164823	172.5675	168.0686	413.1861	681.0786
ENSG00000164825	0	0	0	0
ENSG00000164828	1015.4437	747.0565	408.1704	579.7062
ENSG00000164830	309.7678	208.5392	163.8939	249.4186
ENSG00000164841	0	0	0	0
ENSG00000164849	3.5714	4.4408	1.0153	5.7311
ENSG00000164850	41.9012	36.6097	32.8307	49.1239
ENSG00000164853	0	0	0	0
ENSG00000164855	5.9053	22.1875	0.6021	8.0593
ENSG00000164867	0.6195	5.2211	0	7.0612
ENSG00000164871	0	0	0	0
ENSG00000164877	342.4799	150.8316	125.1295	415.4329
ENSG00000164879	0.7145	0	0	0
ENSG00000164880	1454.1992	997.2985	888.9497	1466.6843
ENSG00000164885	146.097	95.0592	104.353	168.885
ENSG00000164889	1578.1003	839.5738	1086.8924	1773.2109
ENSG00000164893	0	0	0	0
ENSG00000164896	641.5178	348.2057	221.7432	408.0516
ENSG00000164897	207.4879	131.1857	134.0383	150.1675
ENSG00000164898	35.9118	28.769	31.3761	35.0389
ENSG00000164900	0	0	0	0
ENSG00000164902	657.0847	509.037	513.2432	805.459
ENSG00000164904	620.2421	473.4452	333.0434	463.7875
ENSG00000164916	961.3066	642.6328	603.4861	952.1739
ENSG00000164919	410.7272	234.261	241.9427	360.989
ENSG00000164920	7.8045	5.017	4.9202	0
ENSG00000164924	8218.4365	5239.0539	5669.0942	9872.2821
ENSG00000164929	333.774	240.5913	91.1924	298.969
ENSG00000164930	1013.8783	644.4712	328.8235	581.625
ENSG00000164932	854.407	523.6555	133.8504	263.182
ENSG00000164933	516.7041	336.5282	436.3579	646.02
ENSG00000164934	663.7823	353.7847	621.3275	1232.1091
ENSG00000164935	2.812	1.7846	61.0929	96.3
ENSG00000164938	555.1255	376.884	496.1147	805.6064
ENSG00000164941	301.6394	140.778	173.2564	315.8524
ENSG00000164944	901.524	442.5672	699.3339	801.0397
ENSG00000164946	0	0	0	6.5161
ENSG00000164949	173.2207	99.0241	190.2149	346.1723
ENSG00000164951	305.4609	178.7281	270.9315	483.2645
ENSG00000164953	43.0991	64.8202	35.8939	52.1171
ENSG00000164961	680.1514	446.5114	505.1625	774.8287
ENSG00000164967	46.628	31.6371	48.0822	66.7441
ENSG00000164970	351.7704	240.2591	334.4744	618.9769
ENSG00000164972	0	2.3898	0	1.4244
ENSG00000164975	626.5397	358.1855	540.4837	941.6639
ENSG00000164976	58.7405	58.6395	19.6102	55.8451
ENSG00000164978	84.6442	66.6705	58.4175	97.8969
ENSG00000164983	294.4778	183.7725	103.3684	171.39
ENSG00000164985	638.0743	353.9528	92.3704	157.3826
ENSG00000164989	54.404	15.4826	6.9457	38.0075
ENSG00000165006	464.2423	296.3496	499.9185	772.2423
ENSG00000165023	0	3.4974	0	2.1707
ENSG00000165025	0	0	1.9589	0
ENSG00000165028	2.9899	6.3207	0	0
ENSG00000165029	322.1888	205.954	1230.3745	1721.1168
ENSG00000165030	461.6096	326.1853	186.1837	326.6344
ENSG00000165046	44.6218	20.299	63.3661	83.6173
ENSG00000165055	333.8336	169.3582	237.8556	419.7167
ENSG00000165059	0	0	0	0
ENSG00000165060	101.3739	60.6015	112.5364	195.9438
ENSG00000165061	0	0.6087	0	0.5989
ENSG00000165066	0	0	0	0
ENSG00000165071	1.9313	3.6352	3.0984	8.1376
ENSG00000165072	464.6649	313.6478	26.01	41.1183
ENSG00000165076	0	0	0	0
ENSG00000165078	4.5684	2.2688	0	0
ENSG00000165084	7.8786	2.4896	2.794	5.341
ENSG00000165091	0.3386	0	1.6283	0
ENSG00000165092	0.7571	0.7513	0	0
ENSG00000165097	218.3808	139.0705	165.3509	235.8829
ENSG00000165102	1363.5395	868.0351	1064.1467	1839.2012
ENSG00000165105	13.2263	7.8218	8.1482	18.9664
ENSG00000165113	11.8889	5.4627	5.3482	5.4501
ENSG00000165115	24.1483	30.0319	14.1942	23.5678
ENSG00000165118	27.666	33.1809	31.9368	43.3473
ENSG00000165119	5458.938	3418.1784	2814.2179	4580.7893
ENSG00000165120	0	0	0.9836	0.9731
ENSG00000165124	467.0714	274.5058	367.2011	558.7842
ENSG00000165125	0.9982	0	0	0
ENSG00000165131	0	0	0	0
ENSG00000165138	222.9192	220.0506	209.8495	313.2916
ENSG00000165140	0	0	0	1.6542
ENSG00000165152	351.5486	220.7402	116.5073	206.286
ENSG00000165156	448.0591	294.1232	206.6093	298.9277
ENSG00000165164	0	0	0	0
ENSG00000165168	0	0	0	0
ENSG00000165169	545.3774	379.4941	543.1596	880.147
ENSG00000165171	18.0788	10.8386	8.8569	6.1494
ENSG00000165175	312.4823	217.4728	236.2039	391.3533
ENSG00000165178	0	0	0	0
ENSG00000165181	0.9158	2.2707	0	3.1285
ENSG00000165182	0	0	0	0
ENSG00000165185	22.4464	28.3757	3.8683	19.9034
ENSG00000165186	1.8433	0	2.9035	21.4725
ENSG00000165188	0	0	0	0
ENSG00000165192	0.7646	0	0	2.0941
ENSG00000165194	1.0474	0	2.0532	1.6629
ENSG00000165195	60.3273	20.035	30.045	59.184
ENSG00000165197	0	0	0	0
ENSG00000165202	0	0.9975	0	0.9702
ENSG00000165204	0	0	0	0
ENSG00000165209	81.9139	29.5017	51.0047	89.8227
ENSG00000165215	0	0	0	0
ENSG00000165219	785.2061	396.6724	510.6839	1077.4232
ENSG00000165233	142.5869	116.9007	222.9666	386.1295
ENSG00000165238	0	0	0	0.6669
ENSG00000165240	402.4415	228.465	332.6014	530.8333
ENSG00000165244	63.9102	34.6474	2.937	4.884
ENSG00000165246	0	0	0	0
ENSG00000165259	81.7478	53.4507	46.8053	56.4941
ENSG00000165264	260.7284	158.6838	161.5247	262.4548
ENSG00000165269	2.7546	0	0	2.2196
ENSG00000165271	1109.3679	756.052	658.4445	1214.6274
ENSG00000165272	32.5266	27.408	6.9535	20.3609
ENSG00000165275	67.5873	45.2391	44.0965	40.5188
ENSG00000165280	4489.8211	2814.4404	2777.0742	4977.572
ENSG00000165282	176.0866	130.4263	148.2786	177.7002
ENSG00000165283	584.2589	342.6655	406.0166	775.9334
ENSG00000165288	141.3228	89.7048	92.228	140.0627
ENSG00000165300	53.9991	32.8405	25.5365	42.8939
