WT_1	WT_2	KO_1	KO_2
Dcun1d1	27.86	24.38	29.23	28.32
Dcun1d2	15.03	15.38	17.8	16.89
Dcun1d3	11.76	9.71	11.55	10.76
Dcun1d4	14.67	13.89	13.92	13.07
Dcun1d5	177.61	177.31	151.13	146.52
Dcx	0	0	0.01	0
Dcxr	38.28	35.81	25.82	24.24
Dda1	79.1	75.8	91.25	94.39
Ddah1	93.56	80.94	101.37	97.63
Ddah2	109.41	110.14	74.78	82.3
Ddb1	545.25	491.95	531.74	517.43
Ddb2	3.12	3.28	2.89	2.64
Ddc	1.03	1.15	0.93	1.68
Ddhd1	6.31	5.38	5.61	6.44
Ddhd2	19.66	15.42	17.51	16.38
Ddi1	0.07	0.07	0	0
Ddi2	34.16	30.6	40.21	36.13
Ddias	8.27	7.89	11.45	11.18
Ddit3	156.8	218.69	208.56	222.15
Ddit4	118.32	112.41	177.84	171.36
Ddit4l	5.27	5.65	3.23	3.73
Ddn	0.06	0.03	0.03	0.07
Ddo	0	0	0	0.08
Ddost	375.07	364.02	369.7	368.68
Ddr1	83.58	76.08	87.68	87.17
Ddr2	168.73	150.47	170.01	147.16
Ddrgk1	100.33	113.16	86.23	87.04
Ddt	69.83	83.22	54.75	61.01
Ddx1	201.83	187.57	188.58	182.57
Ddx10	29.22	26.33	27.24	26.1
Ddx11	5.74	5.15	6.47	5.23
Ddx17	225.4	196.79	226.22	196.61
Ddx18	82.31	79.87	78.46	79.84
Ddx19a	47.38	47.21	51.88	52.92
Ddx19b	6.05	5.77	6.41	6.14
Ddx20	18.65	17.95	21.46	20.28
Ddx21	108.05	97.28	123.95	117.51
Ddx23	99.13	92.09	97.46	96.17
Ddx24	105.25	109.37	105.91	102.45
Ddx25	1.01	0.95	0.44	0.61
Ddx26b	5.83	6.5	8.03	7.76
Ddx27	51.36	48.13	52.24	51.16
Ddx28	17.38	18.32	14.99	17.96
Ddx31	7.19	7.65	8.89	8.61
Ddx39	112.08	100.72	120.89	119.47
Ddx39b	170.42	186.8	183.06	179.99
Ddx3x	203.73	177.65	216.41	193.54
Ddx3y	51.19	44.35	48.35	41.76
Ddx4	0.16	0.16	0.42	0.48
Ddx41	36.66	36.29	36.11	35.66
Ddx42	64.23	64.98	67.66	61.53
Ddx43	0.1	0.3	0.49	0.51
Ddx46	50.05	47.9	51.91	48.22
Ddx47	70.43	65.05	59.95	60.31
Ddx49	44.34	44.16	45.28	48.8
Ddx5	466.77	445.63	447.26	421.23
Ddx50	96.25	93.12	92.91	91.79
Ddx51	12.17	9.58	10.6	11.69
Ddx52	27.19	24.92	28.81	29.28
Ddx54	50.25	50.6	55.3	57.74
Ddx55	13.19	12.32	10.92	11.8
Ddx56	29.69	30.17	27.34	28.73
Ddx58	31.01	28.11	41.3	37.14
Ddx59	6.91	6.99	8.57	7.68
Ddx6	103.92	80.11	107.07	94.79
Ddx60	2.43	1.77	3.21	2.71
Deaf1	21.16	24.11	21.59	19.46
Dear1	0	0	0	0
Deb1	30.05	31.55	25.13	34.37
Decr1	39.51	38.78	37.43	33.17
Decr2	27.31	24.76	21.92	19.77
Dedd	31.04	26.68	32.36	32.82
Dedd2	5.63	5.56	4.41	5.14
Def6	17.98	21.04	18.56	19.07
Def8	30.33	24.97	25.35	25.51
Defa-ps1	0	0	0	0
Defa-ps12	0	0	0	0
Defa-ps13	0	0	0	0
Defa-rs1	0	0	0	0
Defa-rs7	0	0	0	0
Defa17	0	0	0	0
Defa2	0	0	0	0
Defa20	0	0	0	0
Defa21	0	0	0	0
Defa22	0	0	0	0
Defa23	0	0	0	0
Defa24	0	0	0	0
Defa25	0	0	0	0
Defa26	0	0	0	0
Defa3	0	0	0	0
Defa4	0	0	0	0
Defa5	0	0	0	0
Defa6	0	0	0	0
Defb1	0	0	0	0
Defb10	0	0	0	0
Defb11	0	0	0	0
Defb12	0	0	0	0
Defb13	0	0	0	0
Defb14	0	0	0	0
Defb15	0	0	0	0
Defb18	0	0	0	0
Defb19	0.34	0	0	0
Defb2	0	0	0	0
Defb20	0	0	0	0
Defb21	0	0	0	0
Defb22	0	0	0	0
Defb23	0	0	0	0
Defb25	0.98	0	0.54	0
Defb26	0	0	0	0
Defb28	0	0	0	0
Defb29	0	0	0	0
Defb3	0	0	0	0
Defb30	0	0	0	0
Defb33	0	0	0	0
Defb34	0	0	0	0
Defb35	0	0	0	0
Defb36	0	0	0	0
Defb37	0	0	0	0
Defb38	0	0	0	0
Defb39	0	0	0	0
Defb4	0	0	0	0
Defb40	0	0	0	0
Defb41	0	0	0	0
Defb42	0	0	0	0
Defb43	0	0	0	0
Defb44-ps	0	0	0	0
Defb45	0	0	0	0
Defb46	0	0	0	0
Defb47	0	0	0	0
Defb48	0.87	0.29	0.32	1.64
Defb5	0	0	0	0
Defb50	0	0	0	0
Defb6	0	0	0	0
Defb7	0	0	0	0
Defb8	0	0	0	0
Defb9	0	0	0	0
Degs1	162.68	162.93	203.02	203.12
Degs2	1.95	1.66	2	1.7
Dek	116.75	109.53	114.43	113.88
Dennd1a	10.81	11.26	12.48	12.95
Dennd1b	5.04	4.1	5.72	4.02
Dennd1c	0.53	0.31	0.86	0.3
Dennd2a	24.04	20.98	22.35	22.14
Dennd2c	3.83	3.49	3.23	3.4
Dennd2d	0.71	0.93	1.01	1.04
Dennd3	1.03	1.29	1.48	1.31
Dennd4a	24.31	21.3	31.53	27.85
Dennd4b	6.55	6.79	7.49	6.63
Dennd4c	15.8	11.52	16.21	14.91
Dennd5a	67.06	59.51	79.69	75.89
Dennd5b	3.98	3.02	4.42	3.56
Dennd6a	9.84	8.52	12.11	10.07
Dennd6b	1.25	1.31	0.96	0.91
Denr	85.18	87.91	77.8	78.23
Depdc1a	15.01	15.96	22.02	18.83
Depdc1b	5.11	4.45	3.05	3.37
Depdc5	8.53	8.27	10.09	8.64
Depdc7	2.35	2.83	3.13	2.37
Deptor	6.29	6.99	5.44	5.26
Dera	32.58	31.74	33.6	33.8
Derl1	160.4	143.14	160.19	157.01
Derl2	26.55	29.53	34.38	33.89
Derl3	0.43	0.43	0.65	0.29
Des	43.2	37.44	57.17	56.79
Desi1	31.81	28.63	36.58	35.54
Desi2	31.09	22.08	31.04	29.24
Det1	8.61	9.3	12.3	11.71
Dexi	23.42	19.93	18.17	17.5
Dffa	18.99	15.63	15.76	16.22
Dffb	4.51	4.11	3.8	3.08
Dfna5	7.71	7.68	7.22	7.45
Dfnb59	0.09	0	0	0
Dgat1	21.32	19.14	20.28	21.08
Dgat2	14.59	11.29	16.14	16.05
Dgat2l6	0	0	0	0
Dgcr14	12.66	15.58	16.17	17.56
Dgcr2	50.17	42.87	51.97	53.99
Dgcr6	46.74	49.29	35.06	34.28
Dgcr8	26	21.61	28.61	23.98
Dgka	13.87	13.56	11.33	10.84
Dgkb	0.02	0	0.02	0
Dgkd	21.88	18.02	19.3	19
Dgke	4.37	4.28	4.54	4.93
Dgkeos	0.15	0	0	0.35
Dgkg	0.06	0.06	0.06	0.04
Dgkh	7.46	5.53	8.43	7.01
Dgki	0	0.02	0	0
Dgkk	0.08	0.08	0.26	0.13
Dgkq	8.08	6.88	7.63	7.17
Dgkz	27.65	25.74	34.11	32.8
Dguok	27.2	33.82	25.68	23.95
Dhcr24	77.08	65.87	59.57	55.22
Dhcr7	19.37	16.35	15.38	15.14
Dhdds	35.17	32.46	31.02	32.29
Dhdh	4.91	6.38	8	8.27
Dhfr	7.68	6.6	8.34	7.76
Dhh	0.28	0.14	0.46	0.42
Dhodh	14.83	15.4	12.94	13.19
Dhps	35.08	36.25	36.67	38.05
Dhrs1	62.61	69.08	66.57	66.34
Dhrs11	8.29	8.84	5.74	8.59
Dhrs13	10.86	10.83	9.82	9.26
Dhrs2	0	0	0	0
Dhrs3	165.93	179.54	167.31	158.74
Dhrs4	43.57	49.69	47.33	45.23
Dhrs7	126.88	116.85	95.14	93.36
Dhrs7b	31.07	34.55	29.41	31.02
Dhrs7c	0.2	0.1	0.33	0.7
Dhrs9	1.21	0.51	0.98	0.62
Dhtkd1	2.2	1.5	1.39	1.79
Dhx15	147.47	117.63	160.87	148.09
Dhx16	38.77	35.96	32.25	31.29
Dhx29	22.16	18.92	23.93	23.57
Dhx30	33.72	30.62	36.05	37.15
Dhx32	25.13	20.72	28.16	26.49
Dhx33	24.81	23.48	29.37	25.62
Dhx34	11.89	11.26	10.26	9.45
Dhx35	9.92	9.76	9.66	10.03
Dhx36	38.1	33.26	38.86	35.15
Dhx37	15.41	13.02	17.8	15.3
Dhx38	31.21	28.39	29.88	28.37
Dhx40	31.7	28.69	30.2	27.86
Dhx57	12.35	12.19	12.17	12.12
Dhx58	10.83	11.49	12.93	14.79
Dhx8	23.8	25.52	24.7	25.39
Dhx9	101.95	97.58	111.24	98.13
Diablo	20.04	23.49	25.99	27.79
Diap1	36.69	30.83	31.54	30.47
Diap2	8.7	7.09	12.64	10.46
Diap3	32.8	26.08	33.86	30.99
Dicer1	15.21	13.65	16.85	15.59
Dido1	24.4	21.04	26.69	22.61
Diexf	7.31	6.27	7.87	8.1
Dimt1	12.77	10.78	18.91	17.94
Dio1	0	0	0	0
Dio2	0.07	0.08	0.06	0.11
Dio3	22.79	30.67	24.88	26.95
Dio3os	8.55	7.73	5.15	5.26
Dip2a	24.33	18.71	22.32	20.37
Dip2b	11.66	9.29	11.81	10.54
Dip2c	13.53	10.34	15.87	13.66
Diras1	0.19	0.15	0.12	0.13
Diras2	0.18	0.15	0.11	0.09
Dirc2	22.4	18.9	20.26	19.65
Dis3	33.21	28.35	35.59	34.07
Dis3l	19.14	17.15	21.12	22.03
Dis3l2	7.45	6.19	7.33	8.12
Disc1	0.97	0.79	0.9	0.63
Disp1	17.26	17.3	20.16	19.29
Disp2	0.47	0.5	0.75	0.65
Dixdc1	3.61	3.86	2.68	3.13
Dkc1	40.55	38.61	45.54	45.96
Dkk1	0	0	0	0
Dkk2	17.62	17.9	8.55	10.43
Dkk3	17.78	18.08	12.49	11.28
Dkk4	0	0	0	0
Dkkl1	0.13	0	0	0.29
Dlat	42.02	35.38	45.66	44.24
Dlc1	67.74	59.23	69.47	62.6
Dld	117.46	112.14	127.76	121.38
Dlec1	0.14	0.08	0.11	0.09
Dleu2	2.19	2.21	1.59	1.43
Dleu7	0	0.09	0.09	0.19
Dlg1	60.94	56.32	68.86	60.83
Dlg2	0.92	0.67	1.21	1.28
Dlg3	23.78	23.28	22.63	21.01
Dlg4	24.66	23.75	29.58	28.61
Dlg5	38.7	34.59	41.27	37.45
Dlgap1	0.22	0.17	0.48	0.49
Dlgap2	0	0	0.03	0
Dlgap3	0.14	0.06	0.15	0.03
Dlgap4	50.14	60.42	50.52	57.94
Dlgap5	33.27	31.48	36.76	37.12
Dlk1	1.66	0.83	0.99	0.86
Dlk2	1.76	1.21	1.31	1.36
Dll1	1.28	0.97	1.71	1.82
Dll3	0	0	0.06	0
Dll4	3.04	3.27	7.38	8.16
Dlst	112.74	113.41	119.39	116.66
Dlx1	0.16	0	0.13	0.14
Dlx1as	0	0	0	0
Dlx2	2.46	2.53	2.78	3.15
Dlx3	0.25	0.39	0.46	0.14
Dlx4	0.55	0.37	0.2	0.42
Dlx5	1.04	0.57	0.7	0.64
Dlx6	0.11	0.11	0.12	0
Dlx6os1	0.03	0.03	0.06	0
Dlx6os2	0	0	0	0
Dmap1	27.75	25.67	26.37	26.15
Dmbt1	0	0.02	0	0
Dmbx1	0	0	0	0
Dmc1	0.27	0.49	0.27	0.23
Dmd	1.5	1.16	2.28	1.71
Dmgdh	0.04	0	0	0
Dmkn	0.73	0.92	0.6	0.83
Dmp1	0	0	0.09	0.05
Dmpk	60.24	71.9	47.81	46.18
Dmr	0	0	0	0
Dmrt1	0.05	0	0	0
Dmrt2	10.48	12.83	7.25	7.43
Dmrt3	0	0	0	0
Dmrta1	0	0	0.06	0.06
Dmrta2	0.9	1.21	0.65	0.72
Dmrtb1	0	0.06	0	0
Dmrtc1a	0	0	0	0
Dmrtc1b	0	0	0	0
Dmrtc1c1	0	0.04	0	0.08
Dmrtc1c2	0	0.04	0	0.08
Dmrtc2	0	0	0.08	0
Dmtf1	20.4	20.41	28.83	25.38
Dmtn	2.17	1.77	2.08	1.87
Dmwd	37.69	38.74	37.88	39.48
Dmxl1	8.52	6.62	10.09	9.03
Dmxl2	1.83	1.44	2.19	1.92
Dna2	2.92	2.27	2.84	3.16
Dnaaf1	0	0	0.05	0.11
Dnaaf2	10.67	10.9	11.09	12.05
Dnaaf3	1.01	1.43	1.38	1.32
Dnaaf5	11.33	9.16	11.36	11.92
Dnah1	0.13	0.18	0.18	0.13
Dnah10	0.04	0.04	0.03	0.04
Dnah11	0.01	0	0	0
Dnah17	0.5	0.43	0.4	0.35
Dnah2	0.05	0.04	0.03	0.01
Dnah5	0	0	0.01	0
Dnah6	0.07	0.08	0.07	0.08
Dnah7a	0.01	0	0.01	0.02
Dnah7b	0.6	0.6	0.39	0.46
Dnah8	0.36	0.35	0.5	0.39
Dnah9	0.02	0.02	0.01	0
Dnaic1	0.04	0.04	0.1	0.1
Dnaic2	1.19	1.36	1.93	1.04
Dnaja1	99.01	93.9	102.3	97.95
Dnaja2	166.24	160.12	186.81	183.02
Dnaja3	53.81	51.97	55	58.88
Dnaja4	13.29	13.6	15.11	13.92
Dnajb1	27.9	27.51	31.69	31.64
Dnajb11	167.11	162.16	171.89	171.05
Dnajb12	47.41	45.49	58.63	56.01
Dnajb13	0.1	0.1	0	0.11
Dnajb14	18.66	17.98	17.53	17.75
Dnajb2	30.72	29.54	25.94	27.83
Dnajb3	4.21	3.79	3.35	5.04
Dnajb4	74.13	68.97	63.81	63.24
Dnajb5	10.85	11	12.11	12.04
Dnajb6	140.07	137.54	157.82	147.81
Dnajb7	0.19	0.19	0.11	0.33
Dnajb8	0	0	0	0
Dnajb9	37.03	36.65	51.8	49.9
Dnajc1	35.41	34.94	38.91	36.61
Dnajc10	120.53	110.15	129.51	128.98
Dnajc11	39.56	36.64	40.2	38.95
Dnajc12	2.21	2.23	2.61	1.9
Dnajc13	53.9	41.45	54.39	48.73
Dnajc14	46.41	39.52	44.46	42.89
Dnajc15	34.04	38.88	34.9	41.8
Dnajc16	10.57	9.68	10.31	10.4
Dnajc17	16.32	17.05	16.93	14.21
Dnajc18	16.04	16.2	17.89	16.76
Dnajc19	47.83	59.3	58.32	68.2
Dnajc2	64.35	67.25	70.53	73.01
Dnajc21	32.59	31.52	37.17	36.3
Dnajc22	0	0.23	0	0.18
Dnajc24	18.13	18.48	17.72	21.02
Dnajc25	47.57	48.25	55.66	54.53
Dnajc27	5.55	3.92	5.73	5.72
Dnajc28	1.82	1.84	1.32	1.7
Dnajc3	92.57	78.64	97.89	91.35
Dnajc30	24.77	27.2	27.12	27.41
Dnajc4	16.25	19.09	22.63	17.17
Dnajc5	64.59	53.97	70.83	69.19
Dnajc5b	0.12	0	0.14	0
Dnajc5g	0	0	0	0
Dnajc6	0.06	0.09	0.14	0.12
Dnajc7	82.87	86.19	77.67	81.4
Dnajc8	147.07	172.16	192.59	191.07
Dnajc9	49.01	46.12	51.61	50.05
Dnal1	4.95	4.86	5.67	4.41
Dnal4	19.37	17.15	19.8	20.85
Dnali1	0.21	0.11	0.06	0.06
Dnase1	0.44	0.62	0.48	0.69
Dnase1l1	13.22	12.08	15.71	15.39
Dnase1l2	0.46	0.37	0.71	0.42
Dnase1l3	0.09	0	0	0.27
Dnase2a	34.61	36.45	31.28	30.81
Dnase2b	0	0	0	0
Dnd1	0.92	0.93	1.26	1.66
Dner	1.09	0.88	0.46	0.44
Dnlz	25.19	25.43	22.77	24.1
Dnm1	18.75	19.74	18.42	16.45
Dnm1l	44.98	40.85	59.7	53.26
Dnm2	76.05	81.87	103.46	97.73
Dnm3	0.56	0.49	0.7	0.59
Dnm3os	29.9	32.37	30.32	25.02
Dnmbp	12.09	11.43	13.89	13.94
Dnmt1	56.05	50.5	62.31	59.16
Dnmt3a	15.61	12.98	13.07	12.43
Dnmt3aos	0.08	0.17	0.18	0.19
Dnmt3b	2.01	1.23	1.95	2.02
Dnmt3l	18.83	15.78	14.76	18.64
Dnpep	138.17	156.61	140.18	150.57
Dnph1	25.69	22.36	22.82	21.12
Dntt	0	0.05	0.06	0
Dnttip1	54.22	48.6	56.37	51.21
Dnttip2	51.79	49.29	61.71	58.82
Doc2a	5.27	4.94	5.99	5.61
Doc2b	0.98	0.86	1.12	1.43
Doc2g	1.95	2.87	1.42	1.2
Dock1	45.98	35.46	42.15	40.66
Dock10	2.85	2.46	3.03	2.49
Dock11	12.39	10.56	15.74	14.3
Dock2	1.17	1.04	2.4	2.13
Dock3	0.05	0.08	0.04	0.08
Dock4	6.16	4.77	7.05	6.46
Dock5	5.49	5.31	6.13	5.76
Dock6	12.87	11.87	11.54	11.09
Dock7	44.71	37.02	44.12	39.95
Dock8	1.1	0.97	1.92	1.89
Dock9	6.26	6.06	5.42	5.38
Dohh	103.33	91.39	70.97	76.62
Dok1	78.56	70.59	84.32	85.27
Dok2	2.03	2.18	2.5	2.08
Dok3	1.24	1.03	1.35	1.57
Dok4	10.53	10	10.34	10.43
Dok5	11.93	11.85	18.19	15.9
Dok6	1.4	1.06	2.41	2.38
Dok7	0.09	0.18	0.78	0.91
Dolk	30.7	26.71	27.34	26.94
Dolpp1	14.12	14.28	15.52	13.06
Donson	14.03	13.19	14.63	14.89
Dopey1	5.23	4.47	6.74	5.44
Dopey2	8.35	7.4	8.47	7.82
Dos	2.95	2.74	2.29	2.69
Dot1l	15.54	13.35	19.44	16.79
Doxl2	0.05	0.05	0.05	0.05
Dpagt1	52.93	43.95	54.44	54.93
Dpcd	28.53	32.01	21.52	26.18
Dpcr1	0.08	0.13	0.18	0.48
Dpep1	247.39	244.55	195.23	188.26
Dpep2	0.39	0.86	0.7	1.01
Dpep3	0	0	0	0.08
Dpf1	1.46	1.67	1.65	1.99
Dpf2	44.32	42.34	50.52	48.18
Dpf3	0.15	0.15	0.29	0.17
Dph1	14.83	12.85	13.48	15.7
Dph2	11.2	9.05	9.51	10.93
Dph3	23.94	23.73	23.62	25.58
Dph5	15.17	15.16	16.95	13.95
Dph6	16.63	14.27	17.35	17.99
Dph7	6.45	6.26	6.59	7.29
Dpm1	4.12	2.98	2.4	2.99
Dpm1-adnp	51.3	52.83	59.67	55.74
Dpm2	36.83	40.05	46.14	42.56
Dpm3	113.7	118.33	60.39	65.66
Dpp10	0	0	0.03	0
Dpp3	87.7	83.31	73.94	73.27
Dpp4	20.52	19.43	32.45	31.42
Dpp6	0.26	0.05	0.46	0.53
Dpp7	40.6	45.69	45.49	47.75
Dpp8	50.82	44.84	55.19	52.21
Dpp9	50.96	47.67	60.93	59.84
Dppa1	0	0	0	0
Dppa2	0.34	0.35	0.44	0.13
Dppa3	0.14	0.44	0.47	0.16
Dppa4	0	0.08	0	0
Dppa5a	0	0	0	0
Dpt	67.68	60.6	64.42	59.4
Dpy19l1	45.02	37.82	53.08	49.02
Dpy19l2	0	0	0	0
Dpy19l3	8.28	7.16	7.99	7.28
Dpy19l4	18.62	13.17	20.69	17.11
Dpy30	45.67	47.81	48.81	46.45
Dpyd	0.59	0.6	0.54	0.59
Dpys	0	0	0	0
Dpysl2	24.99	22.41	25.29	24.11
Dpysl3	45.58	39.64	47.7	42.83
Dpysl4	1.97	1.56	1.42	1.23
Dpysl5	0.09	0.04	0.05	0.17
Dqx1	0.17	0.42	0.46	0.2
Dr1	43.41	36.5	52.17	48.08
Dram1	44.45	40.97	55.37	57.34
Dram2	18.68	19.63	23.51	23.55
Drap1	279.14	287.01	227.15	250.72
Draxin	28.33	28.18	18.1	15.51
Drc1	0.29	0.15	0.53	0.17
Drc7	0	0	0	0
Drd1	0.34	0.35	0.34	0.43
Drd2	0	0	0	0
Drd3	0	0	0	0
Drd4	2.13	2.92	2.51	2.12
Drd5	0	0	0	0
Dreh	0	0	0	0
Drg1	125.68	119.14	116.65	108.25
Drg2	43.28	51.74	55.96	58.25
Drosha	35.09	36.78	39.39	37.75
Drp2	2.14	1.79	1.64	1.66
Dsc1	0	0	0	0
Dsc2	0.27	0.22	0.97	0.59
Dsc3	0.35	0.21	2.71	1.61
Dscam	0.04	0.07	0.09	0.03
Dscaml1	0	0	0	0.02
Dscc1	8.6	9.12	8.35	6.31
Dscr3	49.59	49.48	53.46	54.54
Dse	101.11	87.92	108.04	101.26
Dsel	22.33	20.52	24.58	23.22
Dsg1a	0	0	0	0
Dsg1b	0	0	0	0.07
Dsg1c	0	0	0	0
Dsg2	0.08	0.13	0.97	0.84
Dsg3	0	0.03	2.18	1.39
Dsg4	0	0	0	0
Dsn1	14.14	14.22	15.32	15.88
Dsp	0.21	0.18	4.31	3.17
Dspp	0	0	0	0
Dst	66.78	53.01	69.58	59.98
Dstn	466.44	472.18	424.07	427.53
Dstyk	13.03	10.91	13.29	11.77
Dtd1	15.54	17.2	16.08	16.12
Dtd2	10.43	9.74	8	7.43
Dthd1	0	0.09	0.05	0
Dtl	12.47	10.13	15.28	13.68
Dtna	1.74	1.5	2.05	1.67
Dtnb	9.45	11.56	12.39	10.74
Dtnbp1	160.82	172.54	152.87	160.1
Dtwd1	15.31	11.52	16.06	16.99
Dtwd2	2.48	1.87	1.91	2.3
Dtx1	0.27	0.33	0.23	0.17
Dtx2	14.66	11.65	16.74	15.9
Dtx3	39.49	50.21	38.71	35.1
Dtx3l	15.34	11.63	22.24	21.33
Dtx4	13.36	14.26	14.23	13.34
Dtymk	102.24	110.22	106.14	106.17
Duox1	2.93	2.98	3.95	4.15
Duox2	0	0	0.08	0.06
Duoxa1	4.09	4.87	6.94	5.47
Duoxa2	0	0	0	0
Dupd1	0	0	0	0
Dus1l	29.48	27.8	29.3	26.15
Dus2	14.56	15.95	13.14	13.53
Dus3l	24.74	25.3	23.79	24.41
Dus4l	4.88	5.31	6.98	6.69
Dusp1	55.96	57.46	57.56	59.26
Dusp10	8.34	8.33	10.79	9
Dusp11	35.38	32.62	42.21	39.32
Dusp12	25.51	25.16	21.26	20.89
Dusp13	0.54	0.54	0.71	0.98
Dusp14	2.12	2.53	4.45	4.45
Dusp15	0.3	0.07	0.51	0.16
Dusp16	13.31	10	11.59	10.34
Dusp18	5.98	6.34	6.96	6.33
Dusp19	14.68	15.21	16.11	14.47
Dusp2	1.67	1.47	1.9	1.66
Dusp21	0	0	0	0
Dusp22	4.98	5.51	6.84	6.4
Dusp23	14.46	19.52	11.43	13.33
Dusp26	0	0.13	0	0.07
Dusp27	0.44	0.44	1.96	1.6
Dusp28	5.23	3.9	3.97	5.76
Dusp3	22.66	20.27	27.03	26.87
Dusp4	13.36	9.9	11.8	11.54
Dusp5	6.45	5.91	6.18	7.66
Dusp6	8.36	7.8	10.07	11.31
Dusp7	29.04	22.81	30.64	32.09
Dusp8	3.75	3.88	3.9	4.57
Dusp9	2.33	1.81	2.9	2.36
Dut	51.8	47.88	44.34	45.66
Dux	0.06	0.06	0	0.12
Duxbl1	0	0	0	0.6
Duxbl2	0.26	0.46	0.62	0.36
Duxbl3	0.26	0.46	0.62	0.36
Dvl1	36.39	30.92	37.35	36.89
Dvl2	33.91	34.45	29.68	30.69
Dvl3	23	23.55	28.72	24.62
Dxo	19.65	18.35	19.31	17.11
Dydc1	0	0.12	0	0
Dydc2	0.41	0.21	0.45	0.71
Dym	24.76	27.15	31.96	31.95
Dynap	0.09	0.09	4.37	2.85
Dync1h1	156.96	124.62	165.98	146.34
Dync1i1	0.12	0.29	0.32	0.38
Dync1i2	159.82	157.41	140.88	138.56
Dync1li1	71.91	62.02	87.09	85.38
Dync1li2	78.15	69.72	79.28	74.22
Dync2h1	3.97	2.95	3.22	2.7
Dync2li1	11.14	15.56	9.44	12.54
Dynll1	135.44	151.41	164.48	172.87
Dynll2	151.17	136.03	119.49	115.59
Dynlrb1	343.73	344.14	379.14	404.33
Dynlrb2	0.24	0	0	0
Dynlt1a	1.68	1.49	2.1	1.84
Dynlt1b	76.44	90.51	118.22	119.37
Dynlt1c	77.99	82.51	125.31	122.41
Dynlt1f	10.52	17.06	18.42	21.8
Dynlt3	92.77	94.55	109.75	106.77
Dyrk1a	20.68	18.68	26.65	23.55
Dyrk1b	8.83	10.95	9.4	10.22
Dyrk2	41.31	35.54	38.21	34.65
Dyrk3	0.91	0.43	0.76	1.04
Dyrk4	0	0.16	0	0
Dysf	13.21	12.42	11.96	11.54
Dytn	0	0	0	0
Dyx1c1	1.13	1.33	0.92	0.96
Dzank1	0.41	0.37	0.4	0.32
Dzip1	18.05	16.02	16.16	14.84
Dzip1l	25.67	22.11	28.96	28.59
Dzip3	11.15	9.81	12.01	10.97
E030002O03Rik	0.05	0	0	0
E030003E18Rik	9.45	11.57	10.66	11.8
E030011O05Rik	11.69	8.06	10.28	7.99
E030013I19Rik	0.08	0.04	0	0
E030018B13Rik	0	0.23	0.12	0
E030019B13Rik	0	0	0	0
E030024N20Rik	2.31	1.79	2.24	1.33
E030025P04Rik	0	0	0	0
E030030I06Rik	1.77	1.67	1.24	1.78
E030044B06Rik	0	0.13	0	0
E130006D01Rik	0.38	0.64	0.35	0.14
E130008D07Rik	0	0	0	0
E130012A19Rik	10.51	10.75	8.72	10.74
E130018N17Rik	0.35	0.18	0.28	0.2
E130102H24Rik	2.07	2.09	1.91	2.89
E130112N10Rik	0.25	0.17	0.37	0.19
E130114P18Rik	0	0.09	0	0
E130201H02Rik	0.28	0.28	0.45	0
E130215H24Rik	0	0	0	0
E130218I03Rik	0	0.62	0.28	0.34
E130304I02Rik	0.38	0.47	0.46	0.24
E130307A14Rik	1.76	2.18	2.36	1.61
E130308A19Rik	3.8	3.08	4.14	4
E130309D02Rik	22.89	23.67	27.31	24.04
E130309D14Rik	0.11	0.19	0.03	0.06
E130310I04Rik	0.16	0.16	0.21	0.11
E130311K13Rik	12.8	14.91	14.29	11.12
E130317F20Rik	2.11	2.22	2.47	1.94
E230013L22Rik	1.36	1.77	1.8	1.92
E230016K23Rik	0.21	0.68	0.34	1.12
E230016M11Rik	0.42	1.42	0.92	0.8
E230025N22Rik	0.17	0.06	0.3	0.44
E230029C05Rik	0	0	0	0
E2f1	34.84	33.02	27.61	31.27
E2f2	1.43	1.04	2.11	1.71
E2f3	18.96	15.87	18.94	19.67
E2f4	36.74	37.19	44.74	42.07
E2f5	12.05	9.96	14.69	14.47
E2f6	38.68	29.55	35.28	37.44
E2f7	7.75	6.82	9.13	7.98
E2f8	6.41	6.23	10.27	9.26
E330009J07Rik	2.52	1.15	1.68	1.36
E330011O21Rik	0.12	0.12	0.13	0.28
E330012B07Rik	0	0	0	0
E330013P04Rik	8.6	9.93	9.57	11.71
E330014E10Rik	0	0	0	0
E330017A01Rik	0	0	0	0
E330017L17Rik	0	0	0	0
E330020D12Rik	0.04	0.04	0.04	0.13
E330021D16Rik	0	0.06	0	0
E330023G01Rik	0.08	0	0	0
E330033B04Rik	0.34	0.41	0.34	0.11
E330034G19Rik	0.08	0.08	0.08	0
E430016F16Rik	0	0	0	0
E430018J23Rik	3.51	3.85	4.04	3.91
E430025E21Rik	66.53	62.85	82.71	76.01
E4f1	10.14	10.52	12.83	10.23
E530001F21Rik	0	0	0	0
E530011L22Rik	1.17	0.99	0.84	1.22
EU599041	0	0	0	0
Eaf1	37.06	33.42	46.72	43.63
Eaf2	0.89	0.6	0.52	1.15
Eapp	39.1	42.14	33.97	42.1
Ear1	0	0	0.18	0
Ear10	0	0	0	0
Ear12	0	0	0	0
Ear14	0	0	0	0
Ear2	0.17	0	0	0
Ear3	0	0	0	0
Ear4	0	0	0	0
Ear6	0	0	0	0
Ear7	0	0	0	0
Ears2	4.21	4.19	3.63	3.49
Ebag9	18.16	18.98	18.25	18.4
Ebf1	76.14	80.65	88.88	82.43
