WT_1	WT_2	KO_1	KO_2
Celsr3	1.21	0.82	1.77	1.66
Cemip	8.38	6.13	14.98	19.26
Cend1	0.15	0.94	0.22	0.92
Cenpa	8.53	8.32	11.47	7.44
Cenpb	182.06	183.81	191.14	143.28
Cenpc1	9.97	8.76	7.43	9.87
Cenpe	2.11	2.18	1.44	2.53
Cenpf	1.28	1.38	1.33	1.54
Cenph	1.3	2.31	2.13	3.17
Cenpi	1.78	1.91	1.62	2.07
Cenpj	2.89	3	2.16	3.68
Cenpk	2.87	3.13	2.29	3.65
Cenpl	2.58	2.02	2.8	2.22
Cenpm	2.38	2.76	2.58	2.48
Cenpn	3.17	3.23	1.88	2.51
Cenpo	3.1	2.67	2.87	3.04
Cenpp	1.07	2.34	1.35	2.06
Cenpq	3.84	4.22	3.36	5.15
Cenpt	5.04	4.65	5.01	5.95
Cenpu	1.22	1.06	0.78	2.15
Cenpv	30.66	29.26	24.78	21.8
Cenpw	1.95	2.84	4.92	2.8
Cep104	16.66	12.53	17.2	15.69
Cep112	1.88	1.78	1.48	1.71
Cep120	15.72	15.85	12.3	14.09
Cep126	1.24	1.67	0.54	1.1
Cep128	2	2	1.55	2.22
Cep131	5.4	4.21	5.27	4.44
Cep135	3.12	2.59	1.94	2.84
Cep152	2.83	2.66	2.27	2.54
Cep162	3.47	3.53	3.35	4.84
Cep164	5.61	4.99	5.91	6.92
Cep170	22.91	21.71	18.75	31.3
Cep170b	10.99	8.16	12.2	12.18
Cep19	11.05	11.94	8.1	10.11
Cep192	5.99	5.89	5.27	7.83
Cep250	6.18	5.27	5.41	5.52
Cep290	2.1	2.22	1.75	2.56
Cep295	3.86	3.48	2.4	4.55
Cep350	10.83	10.96	9.13	12.23
Cep41	2.39	2.19	1.31	2.26
Cep44	8.2	7.37	10.61	8.7
Cep55	3.13	3.45	2.3	3.58
Cep57	14.44	16.93	11.19	15.16
Cep57l1	5.13	5.41	3.8	4.55
Cep63	16.32	15.78	12.97	13.98
Cep68	9.1	9.11	6.91	9.5
Cep70	3.82	3.82	1.52	2.77
Cep72	0.66	0.56	0.7	0.75
Cep76	5.65	7.75	5.14	7.05
Cep78	5.71	5.39	4.72	5.24
Cep83	12.35	12.55	8.99	13.76
Cep83os	3.36	3.38	2.79	3.94
Cep85	9.18	7.75	7.07	9.21
Cep85l	3.93	2.82	2.16	3.16
Cep89	7.45	7.19	5.75	7.41
Cep95	10.92	10.93	6.4	9.98
Cep97	1.83	2.21	1.78	2.84
Cept1	39.22	39.5	25.02	37.56
Cer1	0	0	0	0
Cercam	45.77	38.66	71.49	59.32
Cerk	11.02	12.3	12.52	14.11
Cerkl	0	0.07	0.05	0
Cers1	1.32	1.09	1.2	1.44
Cers2	139.75	160.83	97.62	148.76
Cers3	0.22	0.03	0.06	0.07
Cers4	7.83	8.12	12.4	11.12
Cers5	49.35	50.22	50.38	51.67
Cers6	8.6	8.32	8.97	13.84
Ces1a	0.18	0.47	0.28	0.12
Ces1b	0	0	0	0
Ces1c	0	0	0	0
Ces1d	148.89	197.28	88.85	87.95
Ces1e	0	0.05	0	0
Ces1f	33.11	38.9	27.62	29.85
Ces1g	0	0	0	0.05
Ces2a	0	0	0	0
Ces2b	0	0	0	0
Ces2c	0.43	0.53	0.42	0.47
Ces2d-ps	0	0	0	0
Ces2e	0.27	0.1	0.09	0.18
Ces2f	0	0	0	0
Ces2g	3.86	4.86	3.11	3.73
Ces2h	0	0	0	0
Ces3a	0	0	0	0
Ces3b	0	0	0	0
Ces4a	0.1	0.13	0.15	0.09
Ces5a	0	0	0	0
Cetn1	0	0	0	0
Cetn2	41.7	42.19	50.34	40.26
Cetn3	81.1	76.39	65.27	80.33
Cetn4	4.03	3.14	6.55	6.25
Cfap126	2.43	2.59	1.66	2.56
Cfap20	23.74	28.66	19.28	28.44
Cfap221	0	0	0.04	0
Cfap36	37.08	37.67	29.72	43.09
Cfap43	0.32	0.32	0.23	0.57
Cfap44	0.25	0.12	0.1	0.17
Cfap45	0.27	0.17	0.81	0.32
Cfap46	0.11	0.04	0.07	0.05
Cfap52	0	0	0	0
Cfap53	0	0.11	0.17	0.06
Cfap57	0	0.03	0.02	0
Cfap58	0	0	0	0
Cfap61	0	0	0	0
Cfap69	2.47	2.2	2.37	3.14
Cfap70	0	0.03	0.03	0
Cfap74	0.19	0.13	0.27	0.84
Cfap97	9.53	10.01	8.53	11.02
Cfb	25.6	24.33	45.65	46.93
Cfc1	0	0	0	0
Cfd	152.46	168.17	147.54	107.39
Cfdp1	73.09	72.9	70.84	74.35
Cfh	16.14	18.24	22.45	32.1
Cfhr1	0	0	0	0
Cfhr2	0	0	0.07	0
Cfi	2.69	2.29	3.67	4.53
Cfl1	659.43	658.65	836.71	683.66
Cfl2	73.56	72.52	62.4	78.92
Cflar	33.97	33.35	33.69	37.62
Cfp	18.77	20.27	26.22	23.54
Cftr	0.02	0	0.01	0
Cga	0	0	0	0
Cggbp1	37.08	41.85	34.45	42.27
Cgn	0	0.05	0.14	0.15
Cgnl1	26.34	21.74	16.4	17.92
Cgref1	1.3	2.12	2.25	2.58
Cgrrf1	55.29	62.88	55.11	46.03
Ch25h	2.28	1.4	9.06	12.61
Chac1	11.94	9.72	13.54	15.71
Chac2	12.59	12.29	11.7	12.89
Chad	0.44	0.44	0.67	0.5
Chadl	1.8	1.48	1.29	0.92
Chaf1a	5.24	4.37	5.91	6.02
Chaf1b	3.24	2.65	2.98	4.93
Champ1	10.58	10.52	10.89	13.12
Chat	0	0	0	0
Chchd1	85.2	81.28	62.48	77.13
Chchd10	950.18	996.81	615.73	843.85
Chchd2	1641.73	1618.69	1567.93	1154.08
Chchd3	268.25	273.62	169.9	215.41
Chchd4	43.19	51.13	37.76	35.36
Chchd5	19.21	18.41	16.06	15.04
Chchd6	87.01	82.78	85.33	62.8
Chchd7	67.45	76.08	93.6	52.65
Chd1	14.78	13.99	11.69	15.66
Chd1l	8.97	7.28	7.89	7.72
Chd2	19.92	17.89	16.02	19.92
Chd3	35.55	29.91	33.05	36.58
Chd3os	1.23	0.82	0.93	1.18
Chd4	134.18	114.54	131.75	121.46
Chd5	0.1	0.05	0.23	0.08
Chd6	9.22	8.94	6.44	9.4
Chd7	3.97	3.33	3.32	3.57
Chd8	19.11	18.81	18.01	21.44
Chd9	10.66	10.31	8.69	12.24
Chdh	1.31	1.3	0.64	0.64
Chek1	1.02	1.23	0.59	0.91
Chek2	6.23	6.14	6.88	7.98
Cherp	24.32	25.93	18.23	24
Chfr	27.98	25.67	24.11	26.48
Chga	0	0.06	0.05	0.19
Chgb	0.22	0.15	0.2	0.08
Chia1	0	0	0	0
Chic1	0.94	1.07	0.94	0.95
Chic2	30.23	31.18	37.82	30.69
Chid1	26	25.4	28.42	23.24
Chil1	0	0	0.16	0.28
Chil3	0.56	1.02	0.48	0.61
Chil4	0.08	0	0	0
Chil6	0.07	0	0	0.07
Chit1	0	0	0	0
Chka	16.79	15.97	19.62	17.26
Chkb	66.86	63.28	66.05	47.52
ChkbCpt1b	0	0.97	0	1.15
Chl1	0.29	0.18	2.94	4.64
Chm	13.33	14.44	10.66	16.44
Chml	1.8	2.47	1.87	2.78
Chmp1a	125.14	111.87	139.92	104.38
Chmp1b	31.54	34.77	31.63	34.87
Chmp2a	178.97	169.12	212.44	166.63
Chmp2b	63.63	65.96	52.89	66.29
Chmp3	95.96	85.25	98.08	90.3
Chmp4b	221.69	216.92	214.9	223.3
Chmp4c	0.07	0.06	0.1	0.13
Chmp5	100.51	98.62	113.57	106.22
Chmp6	31.42	29.07	29.02	27.84
Chmp7	52.85	50.49	54.93	47.66
Chn1	0.36	0.4	0.6	0.43
Chn1os3	0.28	0.12	0.18	0.25
Chn2	0.27	0.19	0.29	0.22
Chodl	0	0	0	0.05
Chordc1	49.87	50.02	44.36	47.52
Chp1	678.01	657.43	588.92	602.71
Chp2	0.32	0.27	0.16	0.51
Chpf	35.33	38.52	37.28	31.84
Chpf2	46.67	44.51	65.01	55.53
Chpt1	464.38	558.59	288.47	329.9
Chrac1	41.04	38.98	28.91	40.33
Chrd	11.02	8.85	16.7	12.44
Chrdl1	6.81	8.72	6.59	9.53
Chrdl2	0	0	0	0.08
Chrm1	0	0	0.04	0.04
Chrm2	0.06	0.05	0.09	0
Chrm3	0.08	0.06	0.14	0.04
Chrm4	0.09	0.15	0.16	0.12
Chrm5	0	0	0	0
Chrna1	0.41	0.3	1.44	2.29
Chrna10	0	0	0	0
Chrna2	1.35	1.73	1	1.23
Chrna3	0	0	0	0
Chrna4	0.03	0	0	0.03
Chrna5	0	0.04	0.03	0.04
Chrna6	0	0	0	0
Chrna7	0	0.05	0	0.11
Chrna9	0	0.05	0	0.06
Chrnb1	1.35	1.15	1.58	2.64
Chrnb2	1.43	0.88	0.95	0.7
Chrnb3	0	0	0	0
Chrnb4	0.03	0	0	0.07
Chrnd	0	0.14	0.73	0.58
Chrne	0	0.07	0	0
Chrng	0.06	0.16	2.15	1.82
Chst1	12.76	11	16.95	12.06
Chst10	0.27	0.07	0.03	0.04
Chst11	25.31	27.82	21.65	26.86
Chst12	54.92	56.91	45.14	57.52
Chst13	17.55	19.83	13.46	10.64
Chst14	20.48	17.57	23.99	22.68
Chst15	24.96	24.71	20.48	23.52
Chst2	4.09	3.68	6.82	4.41
Chst3	0.12	0.08	0.04	0.13
Chst4	0	0	0	0
Chst5	0	0	0	0.06
Chst7	0.55	1.22	1.79	1.42
Chst8	2.31	2.96	1.18	0.87
Chst9	0	0	0	0
Chsy1	14.63	14.79	14.83	18.99
Chsy3	1.04	1.49	1.28	1.97
Chtf18	1.12	1.18	1.14	1.4
Chtf8	44.52	48.08	36.74	48.1
Chtop	62.01	59.93	72.34	63.1
Chuk	38.51	39.31	34.09	38.38
Churc1	71.95	73.36	89.54	56.94
Ciao1	32.81	34.49	34.77	27.07
Ciapin1	22.6	20.73	19.75	15.71
Ciart	5.13	4.9	5.76	6.1
Cib1	64.12	61.37	59.14	53.15
Cib2	143.8	149.44	125.05	87.75
Cib3	0.2	0.7	0.31	0.59
Cib4	0.34	0.86	0.38	0
Cic	28.34	23.27	34.89	38.42
Cidea	37.29	29.61	12.66	10.27
Cideb	0.67	0.97	0.94	1.4
Cidec	2384.25	2733.62	1538	1771.43
Ciita	0.05	0.02	0	0
Cilp	7.79	7.33	11.97	15.36
Cilp2	0.18	0.05	0.29	0.28
Cinp	20.09	21.28	17.77	24.02
Cipc	24.85	23.87	18.91	21.82
Cir1	40.57	40.46	27.46	36.54
Cirbp	38.64	32.11	48.18	32
Cirh1a	32	31.65	19.15	33.96
Cisd1	195.98	192.31	179.85	121.96
Cisd2	31.25	34.61	23.1	34.55
Cisd3	240.09	210.59	135.71	162.02
Cish	3.13	4.1	7.29	7.77
Cit	0.53	0.47	0.62	1
Cited1	3.01	2.14	3.42	1.62
Cited2	35.87	34.43	26.04	31.3
Cited4	6.12	7.99	4.26	2.65
Ciz1	21.47	21.93	17.2	25.99
Ckap2	3.19	4.65	3.15	3.94
Ckap2l	2.4	3.64	1.67	3.76
Ckap4	75.51	68.93	104.3	114.54
Ckap5	22.7	21.37	22.54	26.27
Ckb	41.51	42	32.31	28.85
Cklf	2.12	2.88	5.17	4.17
Ckm	0	0	1.25	0.83
Ckmt1	0	0	0.06	0.15
Ckmt2	0.08	0.07	0.44	0.16
Cks1b	57.81	61.85	55.68	55.06
Cks1brt	0	0	0	0
Cks2	38.25	34.87	30.96	45.13
Clasp1	14.42	14.2	12.76	16.92
Clasp2	16.8	17.04	15.9	17.3
Clasrp	24.96	19.05	21.14	19.52
Clca1	0	0	0	0
Clca2	0.03	0.23	0.14	0.29
Clca3a1	11.39	11.32	10.93	15.74
Clca3a2	0.04	0	0	0.04
Clca3b	0	0	0	0
Clca4a	0.04	0.17	0.06	0.08
Clca4b	0	0	0	0
Clca4c-ps	0	0	0	0
Clcc1	24.83	23.99	23.61	27.93
Clcf1	6.18	5.56	7.45	10.71
Clcf1-pold4	0	0	0	0
Clcn1	0.07	0.09	0	0.03
Clcn2	4.77	5.63	5.08	4.7
Clcn3	17.23	15.76	13.87	16.43
Clcn4-2	42.29	41.25	35.4	41.74
Clcn5	7.93	8.32	9.72	12.32
Clcn6	6.05	5.27	5.92	6.04
Clcn7	24.89	25.94	23.12	24.04
Clcnka	0	0	0.04	0.05
Clcnkb	0	0	0.12	0.1
Cldn1	1.07	1.07	0.67	1.13
Cldn10	0.94	2.17	0.35	0.77
Cldn11	5.91	4.82	8.85	5.54
Cldn12	25.34	24.62	22.06	29.72
Cldn13	0	0	0	0
Cldn14	0	0	0	0
Cldn15	20.7	20.57	11.2	14.61
Cldn16	0	0	0	0
Cldn17	0	0	0	0
Cldn18	0.04	0	0	0
Cldn19	0	0	0	0
Cldn2	0.04	0.07	0.06	0.15
Cldn20	0.8	0.17	0.15	0.19
Cldn22	0.13	0.22	0.27	0.12
Cldn23	1.18	0.62	0.95	0.82
Cldn24	0	0	0.03	0.19
Cldn3	0.1	0.08	0.45	0.28
Cldn34-ps	0	0	0	0
Cldn34a	0	0	0	0
Cldn34b1	0	0	0	0
Cldn34b2	0	0	0	0
Cldn34b3	0	0	0.09	0
Cldn34b4	0	0	0	0
Cldn34c1	2.9	3.53	1.67	5.69
Cldn34c4	0	0	0	0
Cldn34d	0	0	0	0
Cldn4	0	0	3.31	2.83
Cldn5	13.75	14.85	24.51	15.18
Cldn6	0.08	0	0	0
Cldn7	0	0	0.21	0
Cldn8	0	0	0.04	0.05
Cldn9	0	0	0	0
Cldnd1	34.41	39.88	33.28	40.82
Cldnd2	0	0	0	0.21
Clec10a	13.19	13.39	78.7	47.53
Clec11a	4.16	4.98	7.8	7.19
Clec12a	1.74	1.72	2.39	3.75
Clec12b	0	0	0	0
Clec14a	0.99	1.45	0.97	1.03
Clec16a	17.09	16.79	12.31	16.14
Clec18a	0.07	0	0	0
Clec1a	1.32	1.78	1.61	2.17
Clec1b	0.12	0	0.21	0.13
Clec2d	63.42	79.78	31.34	80.79
Clec2e	0	0.14	0.36	0.41
Clec2f	0	0	0	0
Clec2g	0	0	0	0.2
Clec2h	0	0	0	0
Clec2i	0.16	0.05	0.16	0.1
Clec2l	0.26	0.07	0.2	0.08
Clec3a	0	0	0	0
Clec3b	28.88	39.28	13.29	10.48
Clec4a1	5.82	5.03	4.47	8.22
Clec4a2	0.85	0.99	0.88	1.26
Clec4a3	3.31	3	2.02	3.38
Clec4a4	0	0	0.12	0
Clec4b1	0.19	0.16	0.31	0
Clec4b2	0.12	0	0	0
Clec4d	5.46	5.68	7.22	8.96
Clec4e	0.05	0.08	0.33	0.46
Clec4f	0	0	0	0
Clec4g	0	0	0	0
Clec4n	3.24	3.47	12.58	13.52
Clec5a	0.48	0.81	0.93	1.42
Clec7a	2.71	2.26	1.16	2.15
Clec9a	0.33	0.49	0.46	0.74
Clgn	0	0	0	0
Clhc1	0.28	0.19	0	0.11
Clic1	148.88	137.81	208.58	163.59
Clic3	0.16	0.41	0.49	0.46
Clic4	219.52	220.49	231.46	266.09
Clic5	1.49	1.43	3.25	4.02
Clic6	0.13	0.35	0.36	0.61
Clint1	96.13	87.08	76.99	99.17
Clip1	25.65	23.21	21.49	25.56
Clip2	17.79	16.04	20.22	18.46
Clip3	29.36	28.19	19.71	28.2
Clip4	4.14	4.09	3.64	3.12
Clk1	65.42	65.13	38.97	54.79
Clk2	14.61	14.09	12.86	16.64
Clk2-scamp3	11.59	8.7	11.28	11.1
Clk3	40.83	39.43	40.74	40.78
Clk4	42.7	40.3	36.64	33.94
Clmn	2.1	1.79	1.75	1.7
Clmp	52.11	45.57	58.51	62.91
Cln3	9.4	9.76	7.49	8.86
Cln5	47.79	53.86	33.28	47.67
Cln6	15.63	16.13	18.02	19.72
Cln8	7.59	7.25	7.3	8.15
Clnk	0	0	0	0
Clns1a	25.81	25.28	27.4	23.82
Clock	20.34	20.28	13.58	21.04
Clp1	16.69	16.73	15.26	12.87
Clpb	28.18	25.52	27.86	25.76
Clpp	80.61	85.46	73.14	66.47
Clps	0	0.24	0	0
Clpsl2	0	0	0	0
Clptm1	77.58	91.36	63.69	75.55
Clptm1l	79.28	81.76	87.16	89.9
Clpx	115.64	112.77	101.91	86.8
Clrn1	0.04	0	0	0
Clrn2	0	0	0	0
Clrn3	0.07	0.06	0.05	0
Clspn	1.28	1.24	1.69	1.69
Clstn1	27.47	29.56	27.99	27.17
Clstn2	0.16	0.02	0.1	0.08
Clstn3	15.05	15.8	23.29	15.42
Clta	341.13	334.97	347.28	302.13
Cltb	60.88	53.19	69.3	63.11
Cltc	159.47	159.29	152.9	188.27
Clu	5.93	5.69	16.57	14.59
Cluap1	15.97	14.21	15.93	13.91
Cluh	165.23	183.69	143.04	137.7
Clvs1	0.34	0.21	0.03	0.05
Clvs2	0.19	0.33	0.26	0.18
Clybl	174.24	152.8	153.38	141.25
Cma1	0.35	0.2	0	0.11
Cma2	0.13	0	0	0
Cmah	1.59	1.44	2.72	3.84
Cmas	34.91	33.09	35.09	34.58
Cmbl	209.92	231.49	145.87	177.88
Cmc1	43.69	44.82	49.66	39.78
Cmc2	46.43	46.16	46.09	28.92
Cmc4	8.96	8.74	7.68	6.57
Cmip	35.55	35.31	31.37	37.06
Cmklr1	10.12	11.4	8.68	9.69
Cml1	2.24	3.19	4.53	1.55
Cml2	0	0	0	0
Cml3	0.26	0.28	1.05	0.84
Cml5	0.13	0.11	0	0.25
Cmpk1	312.15	322.89	278.46	286.33
Cmpk2	0.97	2.21	0.85	0.97
Cmss1	7.88	7.81	8.95	8.16
Cmtm1	0	0	0	0
Cmtm2a	0	0	0.09	0
Cmtm2b	0	0	0	0
Cmtm3	50.44	61.76	40.89	60.53
Cmtm4	25.51	23.31	21.68	20.54
Cmtm5	0.14	0.24	0	0
Cmtm6	29.14	31.39	42.97	35.71
Cmtm7	28.07	27.25	30.27	30.7
Cmtm8	0.71	0.2	1.61	1.24
Cmtr1	17.39	19	15.6	17.31
Cmtr2	3.17	3.75	3.79	3.93
Cmya5	1.57	1.32	1.29	1.7
Cnbd2	1.61	1.38	1.22	1.55
Cnbp	313.69	292.33	330.07	271.66
Cndp1	0	0	0.06	0.08
Cndp2	164.19	162.92	216.62	163.39
Cnep1r1	31.42	33.77	32.19	35.84
Cnfn	0	0	0.19	0
Cnga1	0	0	0	0
Cnga2	0.27	0.27	0.27	0.22
Cnga3	0	0	0.03	0.03
Cnga4	0.49	0.33	0.44	0.37
Cngb1	0	0	0.03	0.11
Cngb3	0	0	0	0
Cnih1	154.01	152.22	168.45	159.24
Cnih2	1.84	1.33	1.32	1.5
Cnih3	0	0	0.04	0
Cnih4	34.26	33.99	24.31	29.04
Cnksr1	0.1	0	0.22	0.23
Cnksr2	0.02	0	0	0.04
Cnksr3	9.73	10.75	10.9	11.57
Cnn1	1.95	1.87	2.68	3.16
Cnn2	66.4	61.18	79.94	95.53
Cnn3	115.7	107.41	118.87	168.64
Cnnm1	0.26	0.16	0.04	0.11
Cnnm2	61.76	61.8	47.63	47.25
Cnnm3	9.51	8.9	9.52	8.34
Cnnm4	2.1	2.15	2.26	2.41
Cnot1	45.85	44.88	39.21	54.42
Cnot10	23.65	21.26	20.76	19.89
Cnot11	16.58	17.2	13.96	14.66
Cnot2	29.38	28.11	21.92	29.87
Cnot3	23.26	23.24	20.09	25.68
Cnot4	12.04	12.65	7.04	15.3
Cnot6	22.92	22.91	21.52	28.56
Cnot6l	19.02	18.5	17.37	21.57
Cnot7	39.36	40.82	32.16	40.13
Cnot8	47.59	48.21	43.52	46.91
Cnp	10.29	12.31	10.14	11.29
Cnppd1	58.17	60.09	62.1	50.49
Cnpy1	0	0	0.04	0
Cnpy2	108.25	122.55	132.8	109.54
Cnpy3	34.76	35.29	33.52	37.01
Cnpy4	25.18	19.2	35.54	26.03
Cnr1	0.14	0.16	0.06	0.21
Cnr2	0.18	0.23	0.28	0.17
Cnrip1	13.15	15.1	13.1	20.01
Cnst	33.64	36.02	18.85	19.22
Cntd1	0.5	0.33	0.69	0.48
Cntf	0.92	2.55	0.9	0.79
Cntfr	1.09	1.6	2.21	1.92
Cntln	5.01	4.66	4.09	6.56
Cntn1	0.1	0.2	0.09	0.04
Cntn2	0.14	0.12	0.11	0.06
Cntn3	0	0	0	0
Cntn4	0.04	0.04	0.06	0
Cntn5	0	0.03	0.02	0
Cntn6	0	0	0	0
Cntnap1	4.18	4.56	4.55	4.7
Cntnap2	0	0	0	0
Cntnap3	0	0	0	0.05
Cntnap4	0	0	0	0
Cntnap5a	0	0	0	0.06
Cntnap5b	0	0	0	0
Cntnap5c	0	0	0	0
Cntrl	4.38	5	4.2	5.32
Cntrob	3.28	3.47	3.86	3.49
Coa3	172.67	171.57	177.71	131.21
Coa4	16.14	16.25	6.75	12.08
Coa5	147.31	151.81	109.43	135.15
Coa6	38.14	43.81	31.32	31.51
Coa7	14.59	13.72	11.11	9.23
Coasy	78.88	77.17	67.91	61.26
Cobl	0.04	0.13	0.15	0.44
Cobll1	32.82	29.81	19.05	29.59
Coch	0.1	0	0.11	0.28
Cog1	16.36	17.15	12.98	17.63
Cog2	40.47	39.34	35.21	35.69
Cog3	16.39	18.11	19.02	19.8
Cog4	92.86	82.14	75.59	71.82
Cog5	8.21	7.59	7.61	10.33
Cog6	24.25	25.38	20.13	26.23
Cog7	25.23	23.11	19.95	24.85
Cog8	27.73	27.48	27.14	25.8
Coil	4.8	4.88	5.52	4.55
Col10a1	0.04	0.07	0.03	0.22
Col11a1	5.89	4.58	13.19	12.38
Col11a2	2.45	1.96	2.38	1.25
Col12a1	101.04	71.96	169.83	244.73
Col13a1	1.64	1.38	2.5	2.12
Col14a1	4.62	5.11	5.94	7.88
Col15a1	337.66	302.96	330.94	330.57
Col16a1	79.8	60.87	165.86	118.53
Col17a1	0.02	0.06	1.2	1.35
Col18a1	141.61	141.26	106.57	96.44
Col19a1	0.02	0.01	0.3	0.27
Col1a1	2716.1	2239.75	7292.75	4205.24
Col1a2	2419.53	2148.29	4613.9	3254.52
Col20a1	0.82	0.87	0.77	0.87
Col22a1	0	0.02	0.01	0
Col23a1	0.61	0.64	0.46	0.28
Col24a1	1.37	1.26	1.29	1.57
Col25a1	0.02	0	0.08	0.06
Col26a1	0.09	0.11	0.07	0.09
Col27a1	3.95	3.21	4.29	3.63
Col28a1	12.84	11.26	23.98	27.95
Col2a1	0.07	0.02	0.07	0.05
Col3a1	1852.36	1781.32	5297.16	4017.15
Col4a1	1852.72	1664.55	2393.42	1940.68
Col4a2	1133.68	976.11	1422.12	1196.81
Col4a3	0.03	0.04	0.11	0.14
Col4a3bp	29.48	28.85	26.63	30.03
Col4a4	0.09	0.12	0.13	0.07
Col4a5	20.76	18.68	26.83	25.95
Col4a6	0.37	0.26	0.39	0.39
Col5a1	356.91	327.88	588.23	478.89
Col5a2	409.69	342.52	920.14	738.32
Col5a3	674.49	637.59	758.22	581.26
Col6a1	1416.74	1370.42	1425.21	1595.57
Col6a2	954.22	964.56	1083.87	1068.38
Col6a3	684.09	671.01	861.17	915.15
Col6a4	0.02	0.05	0.04	0.02
Col6a5	0.06	0.11	0.08	0.06
Col6a6	0.08	0.09	0.1	0.09
Col7a1	1.61	1.18	5.72	4.01
Col8a1	1.51	1.31	4.13	6.47
Col8a2	0.25	0.4	0.77	0.95
Col9a1	0.04	0	0	0
Col9a2	0	0	0.07	0
Col9a3	0.29	0.29	0.42	0.16
Colec10	0	0	0	0
Colec11	0.09	0.23	0.54	0.09
Colec12	67.92	76.46	54.42	100.5
Colgalt1	103.18	98.84	127.84	125.41
Colgalt2	0.21	0.1	0.09	0.08
Colq	0.08	0.11	0.06	0.16
Commd1	58.09	70.17	65.5	60.62
Commd10	23.99	27.28	20.62	29.36
Commd2	11.65	11.04	13.23	11.24
Commd3	176.72	186.91	149.26	146.73
Commd4	57.47	60.44	82.55	55.51
Commd5	31.6	32.99	35.22	27.25
Commd6	72.24	72.92	47.6	66.27
Commd7	13.69	12.07	15.09	13.76
Commd8	18.91	20.74	15.73	19.97
Commd9	35.64	38.45	39.68	38.12
Comp	9.53	8.89	11.58	9.47
Comt	203.35	213.31	169.49	211.76
Comtd1	24.47	25.7	21.14	21.69
Copa	138.45	134.48	146.7	157.21
Copb1	137.4	140.76	131.4	146.53
Copb2	141.92	140.74	148.62	156.37
Cope	214.23	210.25	205.83	211.34
Copg1	76.25	80.84	84.49	92.86
Copg2	25.62	27.04	23.79	26.41
Coprs	9.79	9.58	11.42	7.69
Cops2	87.84	86.24	56.9	89.31
Cops3	86.06	88.42	65.53	81.37
Cops4	53.25	56.98	47.95	57.82
Cops5	92.95	97.77	79.88	94.19
Cops6	204.28	208.81	124.16	190.69
Cops7a	88.08	88.92	81.76	88.24
Cops7b	8.83	8.45	8.04	9.81
Cops8	48.72	50.57	45.94	49.72
Copz1	151.31	148.61	206.12	153.29
Copz2	147.95	153.69	126.81	139.4
Coq10a	22.94	22.89	17.88	15.13
Coq10b	43.73	41.56	35.18	41.96
Coq2	53.26	52.18	69.59	50.15
Coq3	54	57.44	38.69	44.51
Coq4	8.12	7.19	6.19	7.6
Coq5	136.85	138.38	108.85	108.65
Coq6	88.13	82.6	64.41	59.83
Coq7	90.85	90.21	53.14	57.96
Coq9	209.63	206.61	151.41	155.38
Corin	0.13	0.13	0.1	0.14
Coro1a	1.84	3.21	2.4	2.82
Coro1b	442.62	463.51	343.48	384.39
Coro1c	41.41	40.77	43.35	49.69
Coro2a	1.07	0.73	1.16	1.29
Coro2b	39.2	42.65	26.11	35.25
Coro6	7.93	7.66	5.85	5.59
Coro7	18.44	16.08	15.18	15.6
Cort	0	0	0	0
Cotl1	45.15	44.75	37.86	44.12
Cox10	31.26	32.33	22.33	22.84
Cox11	30.27	27.39	35.82	21.95
Cox14	170.98	157.66	180.43	130.2
Cox15	27.62	27.44	23.55	25.13
Cox16	64.85	68.75	76.64	56.41
Cox17	365.99	346.3	404.68	248.63
Cox18	18.97	17.76	17.62	18.08
Cox19	160.5	155.17	132.47	112.25
Cox20	94.03	110.57	122.52	74.23
Cox4i1	2842.59	2906.18	3186.04	2020.04
Cox4i2	21.82	12.82	27.77	25.54
Cox5a	1130.3	1072.09	947.43	720.81
Cox5b	1109.65	1235.52	800.35	895.91
Cox6a1	2712.33	2746.53	3100.89	1874.61
Cox6a2	15.97	9.88	24.04	16.07
Cox6b1	1601.1	1733.24	2002.26	1221.45
Cox6b2	14.56	16.65	9.48	6.79
Cox6c	1297.86	1352.27	952.4	978.74
Cox7a1	583.02	544.73	484.48	376.52
Cox7a2	488.87	523.05	305.13	369.51
Cox7a2l	512.47	462.8	545.88	439.03
Cox7b	515.83	553.57	337.34	423.03
Cox7b2	0	0	0.19	0
Cox7c	1593.48	1721.39	1439.27	1245.9
Cox8a	1641.92	1890.41	1364.92	1372.21
Cox8b	148.79	163.12	103.17	60.05
Cox8c	0	0	0	0
Cp	43.77	43.97	47.96	63.05
Cpa1	0	0	0	0
Cpa2	0.19	0.08	0.07	0.09
Cpa3	0.34	0.58	0.38	0.49
Cpa4	0	0	0.04	0
Cpa5	0	0	0	0
Cpa6	0.34	0.53	0.3	0.42
Cpb1	0.08	0.14	0	0
Cpb2	0	0.07	0.06	0
Cpd	33.73	34.79	34.97	43.3
Cpe	93.26	93.25	67.2	79.77
Cpeb1	18.65	14.86	16.85	19.83
Cpeb2	31.66	31.96	21.75	23.6
Cpeb3	9.91	10.89	7.1	7.48
Cpeb4	25.44	26.71	17.2	27.75
Cped1	50.16	58.66	31.93	44.77
Cphx1	0.07	0	0.39	0.35
Cphx2	0	0	0	0
Cplx1	0.11	0	0	0.05
Cplx2	0.53	0.66	0.69	0.71
Cplx3	0	0	0	0.04
Cplx4	0	0	0	0.07
